type,anchor_p,p,E,A,B,C,sum_X,mean_X,Pi,Pi_tilde,K_P,K_P_tilde,abs_K_P_tilde,symmetry_cv,prime_density,is_quadruplet,p_times_abs_K_tilde
control_consecutive,549161,549161,549161.0,549162.0,549163.0,549164.0,2196650.0,549162.5,-2412635611246.0,-2412635611238.0,-0.3333333333327807,5.526135105071717e-13,5.526135105071717e-13,2.035889174424501e-06,0.12195121951219512,1,3.034737880436289e-07
control_random,549161,270246,270246.0,38660.0,1055501.0,832253.0,2196660.0,549165.0,-1415097559142.7776,-1415097559134.7776,-0.19196512654720252,0.1413682067861308,0.1413682067861308,0.747989106792337,0.07317073170731707,0,38204.192411124706
prime,559211,559211,559211.0,559213.0,559217.0,559219.0,2236860.0,559215.0,-2501771329744.0,-2501771329736.0,-0.33333333332587195,7.461364859295827e-12,7.461364859295827e-12,5.654851282902603e-06,0.14634146341463414,1,4.172477304331679e-06
control_ap,559211,559211,559211.0,559213.6666666666,559216.3333333334,559219.0,2236860.0,559215.0,-2501771329771.555,-2501771329763.555,-0.33333333332954335,3.789968339162897e-12,3.789968339162897e-12,5.331444918338021e-06,0.14634146341463414,1,2.1193919849116227e-06
control_consecutive,559211,559211,559211.0,559212.0,559213.0,559214.0,2236850.0,559212.5,-2501748961245.9995,-2501748961237.9995,-0.3333333333328003,5.330180741225377e-13,5.330180741225377e-13,1.999300782349992e-06,0.14634146341463414,1,2.980695702481384e-07
control_random,559211,1140358,1140358.0,258750.0,28713.0,809039.0,2236860.0,559215.0,-1167979237669.6204,-1167979237661.6204,-0.1542481830553578,0.1790851502779755,0.1790851502779755,0.7855211324612291,0.07317073170731707,0,204221.1838006916
prime,563411,563411,563411.0,563413.0,563417.0,563419.0,2253660.0,563415.0,-2539491697744.0005,-2539491697736.0005,-0.33333333332598286,7.350453579135774e-12,7.350453579135774e-12,5.612696964348446e-06,0.12195121951219512,1,4.1413264014744655e-06
control_ap,563411,563411,563411.0,563413.6666666666,563416.3333333334,563419.0,2253660.0,563415.0,-2539491697771.5557,-2539491697763.5557,-0.33333333332959975,3.733569009511939e-12,3.733569009511939e-12,5.2917014456633155e-06,0.12195121951219512,1,2.103533849218131e-06
control_consecutive,563411,563411,563411.0,563412.0,563413.0,563414.0,2253650.0,563412.5,-2539469161246.0,-2539469161238.0,-0.3333333333328083,5.250244683452365e-13,5.250244683452365e-13,1.9843968473363565e-06,0.12195121951219512,1,2.9580456073485806e-07
control_random,563411,436737,436737.0,425393.0,1388512.0,3018.0,2253660.0,563415.0,-2980141553188.517,-2980141553180.517,-0.4230776908454041,-0.08974435751207077,0.08974435751207077,0.9006268134075742,0.14634146341463414,0,39194.68146674925
prime,570041,570041,570041.0,570043.0,570047.0,570049.0,2280180.0,570045.0,-2599610416144.0,-2599610416136.0,-0.3333333333261528,7.180533945216894e-12,7.180533945216894e-12,5.547417590134778e-06,0.12195121951219512,1,4.093198750665383e-06
control_ap,570041,570041,570041.0,570043.6666666666,570046.3333333334,570049.0,2280180.0,570045.0,-2599610416171.5557,-2599610416163.5557,-0.33333333332968607,3.647249169347333e-12,3.647249169347333e-12,5.230155461425671e-06,0.12195121951219512,1,2.079081563743923e-06
control_consecutive,570041,570041,570041.0,570042.0,570043.0,570044.0,2280170.0,570042.5,-2599587614446.0,-2599587614438.0,-0.33333333333282045,5.128675262255911e-13,5.128675262255911e-13,1.9613168996169493e-06,0.12195121951219512,1,2.9235551751716216e-07
control_random,570041,420955,420955.0,184252.0,661570.0,1013403.0,2280180.0,570045.0,-1925751432977.4993,-1925751432969.4993,-0.24782340296650052,0.0855099303668328,0.0855099303668328,0.5378472460242375,0.04878048780487805,0,35995.8327375701
prime,572651,572651,572651.0,572653.0,572657.0,572659.0,2290620.0,572655.0,-2623469992144.0,-2623469992136.0,-0.33333333332621806,7.1152528313689345e-12,7.1152528313689345e-12,5.5221340251432e-06,0.14634146341463414,1,4.074556649136252e-06
control_ap,572651,572651,572651.0,572653.6666666666,572656.3333333334,572659.0,2290620.0,572655.0,-2623469992171.5557,-2623469992163.5557,-0.33333333332971926,3.614053500911041e-12,3.614053500911041e-12,5.2063178877481145e-06,0.14634146341463414,1,2.0695913513502084e-06
control_consecutive,572651,572651,572651.0,572652.0,572653.0,572654.0,2290610.0,572652.5,-2623447086045.9995,-2623447086037.9995,-0.33333333333282505,5.082601006733967e-13,5.082601006733967e-13,1.9523777312591755e-06,0.14634146341463414,1,2.9105565491072127e-07
control_random,572651,89610,89610.0,616063.0,590520.0,994427.0,2290620.0,572655.0,-3103946053621.1665,-3103946053613.1665,-0.3826574733838286,-0.04932414005049529,0.04932414005049529,0.5614054578489072,0.14634146341463414,0,4419.936189924883
prime,585911,585911,585911.0,585913.0,585917.0,585919.0,2343660.0,585915.0,-2746371097744.0,-2746371097736.0,-0.3333333333265365,6.79684086790644e-12,6.79684086790644e-12,5.397161124341209e-06,0.12195121951219512,1,3.98234382975593e-06
control_ap,585911,585911,585911.0,585913.6666666666,585916.3333333334,585919.0,2343660.0,585915.0,-2746371097771.555,-2746371097763.555,-0.33333333332988097,3.4523495173743868e-12,3.4523495173743868e-12,5.088492306918916e-06,0.12195121951219512,1,2.0227695580743443e-06
control_consecutive,585911,585911,585911.0,585912.0,585913.0,585914.0,2343650.0,585912.5,-2746347661246.0,-2746347661238.0,-0.3333333333328478,4.85500528668581e-13,4.85500528668581e-13,1.90819275702412e-06,0.12195121951219512,1,2.8446010025273694e-07
control_random,585911,1081333,1081333.0,201306.0,158927.0,902094.0,2343660.0,585915.0,-1422846249201.2136,-1422846249193.2136,-0.17346020209862825,0.15987313123470506,0.15987313123470506,0.7014498012097242,0.07317073170731707,0,172876.09261741734
prime,594821,594821,594821.0,594823.0,594827.0,594829.0,2379300.0,594825.0,-2830534244944.0,-2830534244936.0,-0.3333333333267386,6.59472476627343e-12,6.59472476627343e-12,5.316315992381591e-06,0.0975609756097561,1,3.922680780199528e-06
control_ap,594821,594821,594821.0,594823.6666666666,594826.3333333334,594829.0,2379300.0,594825.0,-2830534244971.5557,-2830534244963.5557,-0.3333333333299836,3.349709398747791e-12,3.349709398747791e-12,5.012270785539271e-06,0.0975609756097561,1,1.99247749427256e-06
control_consecutive,594821,594821,594821.0,594822.0,594823.0,594824.0,2379290.0,594822.5,-2830510452046.0,-2830510452038.0,-0.3333333333328623,4.710121181972227e-13,4.710121181972227e-13,1.8796094444139132e-06,0.0975609756097561,1,2.801678991581902e-07
control_random,594821,450553,450553.0,1308365.0,292552.0,327830.0,2379300.0,594825.0,-2388195921477.6704,-2388195921469.6704,-0.30896520396381055,0.024368129369522762,0.024368129369522762,0.6995598377199832,0.07317073170731707,0,10979.133791826589
prime,597671,597671,597671.0,597673.0,597677.0,597679.0,2390700.0,597675.0,-2857723244944.0,-2857723244936.0,-0.3333333333268013,6.5319971653821085e-12,6.5319971653821085e-12,5.290965257319412e-06,0.14634146341463414,1,3.90398527783109e-06
control_ap,597671,597671,597671.0,597673.6666666666,597676.3333333334,597679.0,2390700.0,597675.0,-2857723244971.5557,-2857723244963.5557,-0.3333333333300155,3.317790486789818e-12,3.317790486789818e-12,4.988369883311828e-06,0.14634146341463414,1,1.982947158030157e-06
control_consecutive,597671,597671,597671.0,597672.0,597673.0,597674.0,2390690.0,597672.5,-2857699338045.9995,-2857699338037.9995,-0.3333333333328667,4.666267372499533e-13,4.666267372499533e-13,1.8706465309176763e-06,0.14634146341463414,1,2.7888926867891684e-07
control_random,597671,940241,940241.0,1295717.0,92560.0,62182.0,2390700.0,597675.0,-688351370046.5864,-688351370038.5864,-0.08197349793093872,0.2513598354023946,0.2513598354023946,0.8957637051421911,0.12195121951219512,0,236338.8229985829
prime,607301,607301,607301.0,607303.0,607307.0,607309.0,2429220.0,607305.0,-2950554904144.0,-2950554904136.0,-0.3333333333270068,6.326494883523992e-12,6.326494883523992e-12,5.207066729515449e-06,0.12195121951219512,1,3.842086669259004e-06
control_ap,607301,607301,607301.0,607303.6666666666,607306.3333333334,607309.0,2429220.0,607305.0,-2950554904171.5557,-2950554904163.5557,-0.3333333333301199,3.213429522475053e-12,3.213429522475053e-12,4.9092695927225966e-06,0.12195121951219512,1,1.9515189624286222e-06
control_consecutive,607301,607301,607301.0,607302.0,607303.0,607304.0,2429210.0,607302.5,-2950530612046.0,-2950530612038.0,-0.33333333333288145,4.518607710224387e-13,4.518607710224387e-13,1.8409836757627292e-06,0.12195121951219512,1,2.7441549810269805e-07
control_random,607301,364830,364830.0,1306990.0,362149.0,395251.0,2429220.0,607305.0,-2815056725508.403,-2815056725500.403,-0.34718778315144533,-0.013854449818112013,0.013854449818112013,0.6655181239259442,0.024390243902439025,0,5054.518927141806
prime,622241,622241,622241.0,622243.0,622247.0,622249.0,2488980.0,622245.0,-3097510720144.0,-3097510720136.0,-0.33333333332730697,6.026346088816581e-12,6.026346088816581e-12,5.082045914661234e-06,0.0975609756097561,1,3.749839616651318e-06
control_ap,622241,622241,622241.0,622243.6666666666,622246.3333333334,622249.0,2488980.0,622245.0,-3097510720171.5557,-3097510720163.5557,-0.3333333333302723,3.060995901194019e-12,3.060995901194019e-12,4.791398838091743e-06,0.0975609756097561,1,1.9046771505548676e-06
control_consecutive,622241,622241,622241.0,622242.0,622243.0,622244.0,2488970.0,622242.5,-3097485830446.0,-3097485830438.0,-0.3333333333329029,4.304334666471732e-13,4.304334666471732e-13,1.7967817832274313e-06,0.0975609756097561,1,2.678333507200037e-07
control_random,622241,217190,217190.0,5110.0,546164.0,1720516.0,2488980.0,622245.0,-894281794438.0886,-894281794430.0886,-0.11724873733913516,0.21608459599419816,0.21608459599419816,1.0650835473642315,0.07317073170731707,0,46931.413403979896
prime,626621,626621,626621.0,626623.0,626627.0,626629.0,2506500.0,626625.0,-3141271124944.0,-3141271124936.0,-0.33333333332739096,5.942357717003688e-12,5.942357717003688e-12,5.046523295700585e-06,0.17073170731707318,1,3.723606134986568e-06
control_ap,626621,626621,626621.0,626623.6666666666,626626.3333333334,626629.0,2506500.0,626625.0,-3141271124971.556,-3141271124963.556,-0.33333333333031506,3.0182523147459506e-12,3.0182523147459506e-12,4.757907791754872e-06,0.17073170731707318,1,1.8913002837184223e-06
control_consecutive,626621,626621,626621.0,626622.0,626623.0,626624.0,2506490.0,626622.5,-3141246060046.0005,-3141246060038.0005,-0.33333333333290893,4.243827511629661e-13,4.243827511629661e-13,1.7842225402852513e-06,0.17073170731707318,1,2.6592714391648897e-07
control_random,626621,1736262,1736262.0,534384.0,140687.0,95167.0,2506500.0,626625.0,-1246002260848.8154,-1246002260840.8154,-0.1684859844188167,0.1648473489145166,0.1648473489145166,1.058082174201378,0.07317073170731707,0,286218.1877210164
prime,632081,632081,632081.0,632083.0,632087.0,632089.0,2528340.0,632085.0,-3196251577743.9995,-3196251577735.9995,-0.3333333333274931,5.8402171987381735e-12,5.8402171987381735e-12,5.002931030112057e-06,0.12195121951219512,1,3.6914903271956234e-06
control_ap,632081,632081,632081.0,632083.6666666666,632086.3333333334,632089.0,2528340.0,632085.0,-3196251577771.555,-3196251577763.555,-0.33333333333036685,2.966460410647187e-12,2.966460410647187e-12,4.7168086096148406e-06,0.12195121951219512,1,1.8750432628222846e-06
control_consecutive,632081,632081,632081.0,632082.0,632083.0,632084.0,2528330.0,632082.5,-3196226294446.0,-3196226294438.0,-0.33333333333291615,4.1716630150290257e-13,4.1716630150290257e-13,1.7688102245353968e-06,0.12195121951219512,1,2.6368289302025616e-07
control_random,632081,1315515,1315515.0,101876.0,283233.0,827716.0,2528340.0,632085.0,-1926169439882.6804,-1926169439874.6804,-0.2051060546836262,0.12822727864970712,0.12822727864970712,0.7538370236130543,0.04878048780487805,0,168684.90847286946
prime,632321,632321,632321.0,632323.0,632327.0,632329.0,2529300.0,632325.0,-3198679244943.9995,-3198679244935.9995,-0.33333333332749754,5.835776306639673e-12,5.835776306639673e-12,5.0010321593616885e-06,0.0975609756097561,1,3.6900839099907046e-06
control_ap,632321,632321,632321.0,632323.6666666666,632326.3333333334,632329.0,2529300.0,632325.0,-3198679244971.555,-3198679244963.555,-0.33333333333036913,2.9641844534467054e-12,2.9641844534467054e-12,4.715018337102592e-06,0.0975609756097561,1,1.8743160777878742e-06
control_consecutive,632321,632321,632321.0,632322.0,632323.0,632324.0,2529290.0,632322.5,-3198653952045.999,-3198653952037.999,-0.33333333333291637,4.1694425689797754e-13,4.1694425689797754e-13,1.7681388670336655e-06,0.0975609756097561,1,2.6364260946598606e-07
control_random,632321,473869,473869.0,674671.0,220150.0,1160610.0,2529300.0,632325.0,-4112666961776.15,-4112666961768.15,-0.4344460768747748,-0.10111274354144151,0.10111274354144151,0.545476426630993,0.0975609756097561,0,47914.19466923935
prime,633461,633461,633461.0,633463.0,633467.0,633469.0,2533860.0,633465.0,-3210223249743.9995,-3210223249735.9995,-0.3333333333275185,5.814793091474257e-12,5.814793091474257e-12,4.992032172524732e-06,0.14634146341463414,1,3.6834446465183746e-06
control_ap,633461,633461,633461.0,633463.6666666666,633466.3333333334,633469.0,2533860.0,633465.0,-3210223249771.556,-3210223249763.556,-0.33333333333037984,2.9534708012590727e-12,2.9534708012590727e-12,4.706533068138566e-06,0.14634146341463414,1,1.8709085672363734e-06
control_consecutive,633461,633461,633461.0,633462.0,633463.0,633464.0,2533850.0,633462.5,-3210197911246.0,-3210197911238.0,-0.333333333332918,4.1533443351227106e-13,4.1533443351227106e-13,1.764956866033735e-06,0.14634146341463414,1,2.6309816558711674e-07
control_random,633461,217414,217414.0,1966683.0,261048.0,88715.0,2533860.0,633465.0,-1130929134525.7947,-1130929134517.7947,-0.1941864620042129,0.1391468713291204,0.1391468713291204,1.219225463472719,0.12195121951219512,0,30252.477883149382
prime,633791,633791,633791.0,633793.0,633797.0,633799.0,2535180.0,633795.0,-3213568816144.0,-3213568816136.0,-0.33333333332752463,5.808686864838819e-12,5.808686864838819e-12,4.989432955716564e-06,0.14634146341463414,1,3.68149345675306e-06
control_ap,633791,633791,633791.0,633793.6666666666,633796.3333333334,633799.0,2535180.0,633795.0,-3213568816171.555,-3213568816163.555,-0.33333333333038284,2.9504731990925848e-12,2.9504731990925848e-12,4.7040825030307856e-06,0.14634146341463414,1,1.8699833593260884e-06
control_consecutive,633791,633791,633791.0,633792.0,633793.0,633794.0,2535170.0,633792.5,-3213543464445.9995,-3213543464437.9995,-0.33333333333291837,4.1494585545365226e-13,4.1494585545365226e-13,1.764037896866711e-06,0.14634146341463414,1,2.629889486738257e-07
control_random,633791,1628400,1628400.0,314890.0,209905.0,381985.0,2535180.0,633795.0,-2004408986616.2725,-2004408986608.2725,-0.25516510915327045,0.07816822418006286,0.07816822418006286,0.911179787380656,0.0975609756097561,0,127289.13625481437
prime,654161,654161,654161.0,654163.0,654167.0,654169.0,2616660.0,654165.0,-3423454777743.9995,-3423454777735.9995,-0.3333333333278807,5.452638340841531e-12,5.452638340841531e-12,4.834067338008575e-06,0.12195121951219512,1,3.566903349683237e-06
control_ap,654161,654161,654161.0,654163.6666666666,654166.3333333334,654169.0,2616660.0,654165.0,-3423454777771.556,-3423454777763.556,-0.3333333333305638,2.7695068460786842e-12,2.7695068460786842e-12,4.5576023939042855e-06,0.12195121951219512,1,1.8117033679376782e-06
control_consecutive,654161,654161,654161.0,654162.0,654163.0,654164.0,2616650.0,654162.5,-3423428611246.0,-3423428611238.0,-0.33333333333294385,3.894662370385049e-13,3.894662370385049e-13,1.7091074293465231e-06,0.12195121951219512,1,2.547736230873454e-07
control_random,654161,1361163,1361163.0,39160.0,743755.0,472582.0,2616660.0,654165.0,-5179488934292.449,-5179488934284.449,-0.5024399149598368,-0.16910658162650344,0.16910658162650344,0.7327543930137731,0.07317073170731707,0,230181.6219664763
prime,657491,657491,657491.0,657493.0,657497.0,657499.0,2629980.0,657495.0,-3458397400144.0005,-3458397400136.0005,-0.3333333333279359,5.39740474536643e-12,5.39740474536643e-12,4.809584346905117e-06,0.12195121951219512,1,3.5487450434357193e-06
control_ap,657491,657491,657491.0,657493.6666666666,657496.3333333334,657499.0,2629980.0,657495.0,-3458397400171.5557,-3458397400163.5557,-0.3333333333305918,2.7415292258581303e-12,2.7415292258581303e-12,4.534519608526904e-06,0.12195121951219512,1,1.802530792238688e-06
control_consecutive,657491,657491,657491.0,657492.0,657493.0,657494.0,2629970.0,657492.5,-3458371100446.0,-3458371100438.0,-0.3333333333329478,3.855249453010856e-13,3.855249453010856e-13,1.7004513188361766e-06,0.12195121951219512,1,2.534791818109561e-07
control_random,657491,395421,395421.0,759386.0,658465.0,816708.0,2629980.0,657495.0,-3670186166831.96,-3670186166823.96,-0.3522523955470614,-0.018919062213728077,0.018919062213728077,0.2457296114375791,0.07317073170731707,0,7480.9944996145705
prime,661091,661091,661091.0,661093.0,661097.0,661099.0,2644380.0,661095.0,-3496372792144.0005,-3496372792136.0005,-0.33333333332799453,5.3387849696662215e-12,5.3387849696662215e-12,4.783393703126449e-06,0.14634146341463414,1,3.529422694381612e-06
control_ap,661091,661091,661091.0,661093.6666666666,661096.3333333334,661099.0,2644380.0,661095.0,-3496372792171.556,-3496372792163.556,-0.3333333333306216,2.711719737646945e-12,2.711719737646945e-12,4.509826832767449e-06,0.14634146341463414,1,1.7926935130807564e-06
control_consecutive,661091,661091,661091.0,661092.0,661093.0,661094.0,2644370.0,661092.5,-3496346348446.0005,-3496346348438.0005,-0.333333333332952,3.8130609780751e-13,3.8130609780751e-13,1.691191457700541e-06,0.14634146341463414,1,2.520780295056646e-07
control_random,661091,272323,272323.0,504532.0,1164496.0,703029.0,2644380.0,661095.0,-2736891721181.1763,-2736891721173.1763,-0.2639847808638471,0.06934855246948624,0.06934855246948624,0.4964293167370111,0.0975609756097561,0,18885.205854147902
prime,663581,663581,663581.0,663583.0,663587.0,663589.0,2654340.0,663585.0,-3522760417743.9995,-3522760417735.9995,-0.3333333333280344,5.298927963082178e-12,5.298927963082178e-12,4.765444758649426e-06,0.21951219512195122,1,3.516267916670035e-06
control_ap,663581,663581,663581.0,663583.6666666666,663586.3333333334,663589.0,2654340.0,663585.0,-3522760417771.556,-3522760417763.556,-0.3333333333306419,2.6914026562963045e-12,2.6914026562963045e-12,4.492904405627609e-06,0.21951219512195122,1,1.785963666067758e-06
control_consecutive,663581,663581,663581.0,663582.0,663583.0,663584.0,2654330.0,663582.5,-3522733874445.999,-3522733874437.999,-0.33333333333295473,3.785860513971784e-13,3.785860513971784e-13,1.6848454996174476e-06,0.21951219512195122,1,2.5122251057219103e-07
control_random,663581,535565,535565.0,945459.0,254553.0,918763.0,2654340.0,663585.0,-4610177645171.488,-4610177645163.488,-0.4314313893149509,-0.09809805598161758,0.09809805598161758,0.4317037034259022,0.07317073170731707,0,52537.88535179502
prime,664661,664661,664661.0,664663.0,664667.0,664669.0,2658660.0,664665.0,-3534236497744.0,-3534236497736.0,-0.33333333332805165,5.281663995049257e-12,5.281663995049257e-12,4.757701488973212e-06,0.12195121951219512,1,3.5105160726134343e-06
control_ap,664661,664661,664661.0,664663.6666666666,664666.3333333334,664669.0,2658660.0,664665.0,-3534236497771.556,-3534236497763.556,-0.3333333333306506,2.682687405552997e-12,2.682687405552997e-12,4.485603980965443e-06,0.12195121951219512,1,1.7830776936622605e-06
control_consecutive,664661,664661,664661.0,664662.0,664663.0,664664.0,2658650.0,664662.5,-3534209911246.0,-3534209911238.0,-0.33333333333295606,3.772537837676282e-13,3.772537837676282e-13,1.6821078197579897e-06,0.12195121951219512,1,2.507458771727755e-07
control_random,664661,236927,236927.0,1130590.0,1151747.0,139396.0,2658660.0,664665.0,-1750089114919.7642,-1750089114911.7642,-0.16450124289598173,0.1688320904373516,0.1688320904373516,0.7188705500566382,0.07317073170731707,0,40000.8806910504
prime,666431,666431,666431.0,666433.0,666437.0,666439.0,2665740.0,666435.0,-3553084873743.9995,-3553084873735.9995,-0.33333333332807963,5.253686374828703e-12,5.253686374828703e-12,4.7450654004792355e-06,0.12195121951219512,1,3.5012194644634675e-06
control_ap,666431,666431,666431.0,666433.6666666666,666436.3333333334,666439.0,2665740.0,666435.0,-3553084873771.5557,-3553084873763.5557,-0.33333333333066484,2.668476550837795e-12,2.668476550837795e-12,4.473690562483058e-06,0.12195121951219512,1,1.7783554962513826e-06
control_consecutive,666431,666431,666431.0,666432.0,666433.0,666434.0,2665730.0,666432.5,-3553058216445.9995,-3553058216437.9995,-0.333333333332958,3.7531089347453417e-13,3.7531089347453417e-13,1.6776402542641527e-06,0.12195121951219512,1,2.501188140491273e-07
control_random,666431,301843,301843.0,62885.0,128067.0,2172945.0,2665740.0,666435.0,-883566284780.2454,-883566284772.2454,-0.15525709988003408,0.17807623345329923,0.17807623345329923,1.3116935806784307,0.07317073170731707,0,53751.0645342442
prime,680291,680291,680291.0,680293.0,680297.0,680299.0,2721180.0,680295.0,-3702410296144.0,-3702410296136.0,-0.33333333332829157,5.041744799427761e-12,5.041744799427761e-12,4.648391742065397e-06,0.0975609756097561,1,3.429853611347511e-06
control_ap,680291,680291,680291.0,680293.6666666666,680296.3333333334,680299.0,2721180.0,680295.0,-3702410296171.556,-3702410296163.556,-0.3333333333307725,2.560840428600386e-12,2.560840428600386e-12,4.38254576324741e-06,0.0975609756097561,1,1.7421166960129852e-06
control_consecutive,680291,680291,680291.0,680292.0,680293.0,680294.0,2721170.0,680292.5,-3702383084446.0005,-3702383084438.0005,-0.33333333333297327,3.6004532688593827e-13,3.6004532688593827e-13,1.6434607007278412e-06,0.0975609756097561,1,2.4493559547256183e-07
control_random,680291,147665,147665.0,540555.0,641854.0,1391106.0,2721180.0,680295.0,-3823656451189.3247,-3823656451181.3247,-0.35369243379107607,-0.02035910045774275,0.02035910045774275,0.661458130496516,0.0975609756097561,0,3006.326569092583
prime,681251,681251,681251.0,681253.0,681257.0,681259.0,2725020.0,681255.0,-3712867000144.0,-3712867000136.0,-0.3333333333283058,5.027533944712559e-12,5.027533944712559e-12,4.6418413959066426e-06,0.12195121951219512,1,3.4250125273693754e-06
control_ap,681251,681251,681251.0,681253.6666666666,681256.3333333334,681259.0,2725020.0,681255.0,-3712867000171.5557,-3712867000163.5557,-0.33333333333077975,2.5535684677890913e-12,2.5535684677890913e-12,4.376370037663425e-06,0.12195121951219512,1,1.7396210722497862e-06
control_consecutive,681251,681251,681251.0,681252.0,681253.0,681254.0,2725010.0,681252.5,-3712839750046.001,-3712839750038.001,-0.3333333333329743,3.5899061501254437e-13,3.5899061501254437e-13,1.641144786624482e-06,0.12195121951219512,1,2.4456271546791086e-07
control_random,681251,64418,64418.0,80704.0,735843.0,1844055.0,2725020.0,681255.0,-809376248604.6724,-809376248596.6724,-0.08660925050787462,0.2467240828254587,0.2467240828254587,1.0626251401096265,0.07317073170731707,0,15893.4719674504
prime,691721,691721,691721.0,691723.0,691727.0,691729.0,2766900.0,691725.0,-3827867804944.0,-3827867804936.0,-0.3333333333284568,4.876488102212306e-12,4.876488102212306e-12,4.571582146327485e-06,0.14634146341463414,1,3.3731692265503987e-06
control_ap,691721,691721,691721.0,691723.6666666666,691726.3333333334,691729.0,2766900.0,691725.0,-3827867804971.555,-3827867804963.555,-0.33333333333085635,2.4769630790899555e-12,2.4769630790899555e-12,4.310128981905232e-06,0.14634146341463414,1,1.7133673780311831e-06
control_consecutive,691721,691721,691721.0,691722.0,691723.0,691724.0,2766890.0,691722.5,-3827840136045.9995,-3827840136037.9995,-0.333333333332985,3.4833247397614286e-13,3.4833247397614286e-13,1.6163042097805042e-06,0.14634146341463414,1,2.409488872312515e-07
control_random,691721,297348,297348.0,165852.0,1057924.0,1245776.0,2766900.0,691725.0,-2133106493863.9697,-2133106493855.9697,-0.18559083121147196,0.14774250212186135,0.14774250212186135,0.6754308979516339,0.024390243902439025,0,43930.93752093123
prime,705161,705161,705161.0,705163.0,705167.0,705169.0,2820660.0,705165.0,-3978061417744.0,-3978061417736.0,-0.33333333332864096,4.692357613578224e-12,4.692357613578224e-12,4.484450674903575e-06,0.12195121951219512,1,3.308867587148434e-06
control_ap,705161,705161,705161.0,705163.6666666666,705166.3333333334,705169.0,2820660.0,705165.0,-3978061417771.556,-3978061417763.556,-0.33333333333094994,2.383371278114055e-12,2.383371278114055e-12,4.227980642840181e-06,0.12195121951219512,1,1.680660473846185e-06
control_consecutive,705161,705161,705161.0,705162.0,705163.0,705164.0,2820650.0,705162.5,-3978033211246.0,-3978033211238.0,-0.33333333333299814,3.3517633113433476e-13,3.3517633113433476e-13,1.5854983620795134e-06,0.12195121951219512,1,2.3635327683901863e-07
control_random,705161,676,676.0,476401.0,1413076.0,930507.0,2820660.0,705165.0,-2333848549931.838,-2333848549923.838,-0.18935289817380394,0.14398043515952938,0.14398043515952938,0.7438495012373312,0.14634146341463414,0,97.33077416784187
prime,715151,715151,715151.0,715153.0,715157.0,715159.0,2860620.0,715155.0,-4091573392144.0,-4091573392136.0,-0.33333333332877113,4.5621839639409245e-12,4.5621839639409245e-12,4.421807384648614e-06,0.12195121951219512,1,3.262650423996316e-06
control_ap,715151,715151,715151.0,715153.6666666666,715156.3333333334,715159.0,2860620.0,715155.0,-4091573392171.5557,-4091573392163.5557,-0.333333333331016,2.317313008148858e-12,2.317313008148858e-12,4.168919982393182e-06,0.12195121951219512,1,1.657228715090664e-06
control_consecutive,715151,715151,715151.0,715152.0,715153.0,715154.0,2860610.0,715152.5,-4091544786045.9995,-4091544786037.9995,-0.3333333333330074,3.259059688787147e-13,3.259059688787147e-13,1.5633504584685013e-06,0.12195121951219512,1,2.330719795495817e-07
control_random,715151,1381892,1381892.0,543488.0,234816.0,700424.0,2860620.0,715155.0,-2932505976847.2544,-2932505976839.2544,-0.24502822366062746,0.08830510967270586,0.08830510967270586,0.5870148503163009,0.07317073170731707,0,122028.12461583484
prime,734471,734471,734471.0,734473.0,734477.0,734479.0,2937900.0,734475.0,-4315628204943.9995,-4315628204935.9995,-0.33333333332900794,4.325373392788379e-12,4.325373392788379e-12,4.305493938076013e-06,0.0975609756097561,1,3.1768613211746732e-06
control_ap,734471,734471,734471.0,734473.6666666666,734476.3333333334,734479.0,2937900.0,734475.0,-4315628204971.556,-4315628204963.556,-0.33333333333113635,2.196964832279491e-12,2.196964832279491e-12,4.059258613306643e-06,0.0975609756097561,1,1.61360695732915e-06
control_consecutive,734471,734471,734471.0,734472.0,734473.0,734474.0,2937890.0,734472.5,-4315598826045.9985,-4315598826037.9985,-0.3333333333330243,3.090305789044123e-13,3.090305789044123e-13,1.5222271613299271e-06,0.0975609756097561,1,2.2697399831850262e-07
control_random,734471,2345596,2345596.0,74634.0,273675.0,243995.0,2937900.0,734475.0,-3209746498402.01,-3209746498394.01,-0.43993064991917263,-0.10659731658583932,0.10659731658583932,1.2706694145813278,0.04878048780487805,0,250034.23939447835
prime,736361,736361,736361.0,736363.0,736367.0,736369.0,2945460.0,736365.0,-4337867305744.0,-4337867305736.0,-0.33333333332903015,4.3031689322958755e-12,4.3031689322958755e-12,4.294443190765964e-06,0.14634146341463414,1,3.168685778154323e-06
control_ap,736361,736361,736361.0,736363.6666666666,736366.3333333334,736369.0,2945460.0,736365.0,-4337867305771.5557,-4337867305763.5557,-0.3333333333311476,2.1856960685795457e-12,2.1856960685795457e-12,4.0488398688264605e-06,0.14634146341463414,1,1.6094613427553028e-06
control_consecutive,736361,736361,736361.0,736362.0,736363.0,736364.0,2945450.0,736362.5,-4337837851246.0005,-4337837851238.0005,-0.333333333333026,3.0730973321624333e-13,3.0730973321624333e-13,1.51832010558644e-06,0.14634146341463414,1,2.2629090246084616e-07
control_random,736361,963731,963731.0,144103.0,51992.0,1785634.0,2945460.0,736365.0,-1266624555615.4558,-1266624555607.4558,-0.10465062919532915,0.22868270413800418,0.22868270413800418,0.9534731176880458,0.07317073170731707,0,220388.6111416229
