n,factorization_str,sB,mB,kL,sigma,epsilon,kappa,fam_support,fam_E_part,fam_A_part,fam_B_part,fam_C_part,rho_E,rho_A,rho_B,rho_C,C_fam,K,K2,K3
795,3 * 5 * 53,3,265,15,0.16450374506232876,0.8354962549376712,0.4054973756375728,A,1,265,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
796,2^2 * 199,4,199,4,0.20754154890876825,0.7924584510912317,0.20754154890876825,B,1,1,199,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
797,797,1,797,1,0.0,1.0,0.0,A,1,797,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
798,2 * 3 * 7 * 19,6,133,42,0.26814282394510475,0.7318571760548952,0.5593548149920565,B,1,1,133,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
799,17 * 47,1,799,1,0.0,1.0,0.0,A·C,1,17,1,47,0.0,0.423920444675516,0.0,0.5760795553244841,0.6815258947459417,0.6815258947459417,6.571307907209361,4.554883548473444
800,2^5 * 5^2,32,25,800,0.5184648030423189,0.48153519695768116,1.0,A,1,25,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
801,3^2 * 89,9,89,9,0.32863749257298963,0.6713625074270103,0.32863749257298963,A,1,89,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
802,2 * 401,2,401,2,0.10365424299293534,0.8963457570070646,0.10365424299293534,A,1,401,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
803,11 * 73,1,803,11,0.0,1.0,0.35851795775696615,E·C,73,1,1,11,0.6414820422430338,0.0,0.0,0.35851795775696615,0.652560711354113,0.652560711354113,6.296725475238768,4.364557509921734
804,2^2 * 3 * 67,12,67,12,0.37145822190526817,0.6285417780947318,0.37145822190526817,B,1,1,67,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
805,5 * 7 * 23,1,805,35,0.0,1.0,0.5313752610024346,A·B·C,1,5,7,23,0.0,0.24054339434452304,0.2908318666579116,0.4686247389975653,1.0571151627510456,1.0571151627510456,10.2041687846456,7.0729908230349015
806,2 * 13 * 31,2,403,26,0.1035771827177279,0.8964228172822721,0.48685830353956533,E·B,13,1,31,1,0.4275673414738026,0.0,0.5724326585261974,0.0,0.6826171880501417,0.6119136228372106,3.7274088861428347,3.6218230279085155
807,3 * 269,3,269,3,0.16413553910087134,0.8358644608991286,0.16413553910087134,A,1,269,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
808,2^3 * 101,8,101,8,0.3106165158381112,0.6893834841618889,0.3106165158381112,A,1,101,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
809,809,1,809,1,0.0,1.0,0.0,A,1,809,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
810,2 * 3^4 * 5,162,5,810,0.7596790082124945,0.24032099178750552,1.0,A,1,5,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
811,811,1,811,1,0.0,1.0,0.0,B,1,1,811,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
812,2^2 * 7 * 29,4,203,28,0.2069250377986301,0.7930749622013699,0.49738104947910017,A·B,1,29,7,1,0.0,0.6337597005026616,0.3662402994973384,0.0,0.6569243417287531,0.5209902474856907,2.1686915122885906,2.579683829630335
813,3 * 271,3,271,3,0.16395409257695884,0.8360459074230413,0.16395409257695884,B,1,1,271,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
814,2 * 11 * 37,2,407,22,0.10342454188122582,0.8965754581187741,0.4612146722082159,E·C,37,1,1,11,0.6009369573000384,0.0,0.0,0.3990630426999616,0.6726299341036128,0.6030634913133476,3.6789208155181763,3.5754760745810312
815,5 * 163,1,815,5,0.0,1.0,0.24010036496737489,A·B,1,5,163,1,0.0,0.24010036496737489,0.759899635032625,0.0,0.5511955891182769,0.5511955891182769,5.330423068393185,3.6947677210484287
816,2^4 * 3 * 17,48,17,48,0.577410763408673,0.422589236591327,0.577410763408673,A,1,17,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
817,19 * 43,1,817,1,0.0,1.0,0.0,B,1,1,817,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
818,2 * 409,2,409,2,0.10334895004137626,0.8966510499586239,0.10334895004137626,E,409,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
819,3^2 * 7 * 13,9,91,819,0.32754875309704695,0.672451246902953,1.0,E·B,13,1,7,1,0.5686165471914938,0.0,0.43138345280850626,0.0,0.6837009379553649,0.45975554823680365,1.3393984374233154,1.581834371167091
820,2^2 * 5 * 41,4,205,20,0.20662266768875182,0.7933773323112483,0.44650415626229584,A,1,205,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
821,821,1,821,1,0.0,1.0,0.0,A,1,821,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
822,2 * 3 * 137,6,137,6,0.26695899480079,0.73304100519921,0.26695899480079,A,1,137,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
823,823,1,823,1,0.0,1.0,0.0,B,1,1,823,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
824,2^3 * 103,8,103,8,0.3097093725005333,0.6902906274994667,0.3097093725005333,B,1,1,103,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
825,3 * 5^2 * 11,3,275,825,0.16359636158729318,0.8364036384127069,1.0,A·C,1,25,1,11,0.0,0.5730829633070589,0.0,0.42691703669294107,0.6824265759401598,0.570784071065875,2.7649494764761293,3.0833116455786906
826,2 * 7 * 59,2,413,14,0.10319919601113337,0.8968008039888667,0.39291596688537606,B·C,1,1,7,59,0.0,0.0,0.32305587772180383,0.6769441222781961,0.6291514702535151,0.5642235443541299,3.449498015082995,3.3535663413550623
827,827,1,827,1,0.0,1.0,0.0,C,1,1,1,827,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
828,2^2 * 3^2 * 23,36,23,36,0.5333400688637252,0.4666599311362748,0.5333400688637252,C,1,1,1,23,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
829,829,1,829,1,0.0,1.0,0.0,E,829,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830,2 * 5 * 83,2,415,10,0.10312502308526748,0.8968749769147325,0.34257391147285793,A·C,1,5,1,83,0.0,0.26698134584075395,0.0,0.7330186541592462,0.5802332480370613,0.5203966809383996,3.1838417082572734,3.095620585921479
831,3 * 277,3,277,3,0.16342001897960118,0.8365799810203988,0.16342001897960118,E,277,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
832,2^6 * 13,64,13,832,0.6185286620336616,0.3814713379663383,1.0,E,13,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833,7^2 * 17,1,833,49,0.0,1.0,0.5787064429995417,A·B,1,17,49,1,0.0,0.42129355700045823,0.5787064429995417,0.0,0.6807060924389222,0.6807060924389222,6.604328056822827,4.577771372079685
834,2 * 3 * 139,6,139,6,0.26638377856464557,0.7336162214353543,0.26638377856464557,B,1,1,139,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
835,5 * 167,1,835,5,0.0,1.0,0.23923511649905016,A·C,1,5,1,167,0.0,0.23923511649905016,0.0,0.76076488350095,0.5501966576334733,0.5501966576334733,5.340006499745438,3.701410449470332
836,2^2 * 11 * 19,4,209,44,0.20602925809043157,0.7939707419095684,0.5624013229916431,B·C,1,1,19,11,0.0,0.0,0.5511521444176823,0.4488478555823177,0.6879049299829808,0.546176387621837,2.2834171117452224,2.7213793441215537
837,3^3 * 31,27,31,27,0.4897359621118023,0.5102640378881976,0.4897359621118023,B,1,1,31,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
838,2 * 419,2,419,2,0.10297805921964484,0.8970219407803551,0.10297805921964484,C,1,1,1,419,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
839,839,1,839,1,0.0,1.0,0.0,C,1,1,1,839,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
840,2^3 * 3 * 5 * 7,24,35,840,0.4719833869118338,0.5280166130881663,1.0,A·B,1,5,7,1,0.0,0.4526808302869428,0.5473191697130572,0.0,0.6886622640698201,0.3636251162357748,0.7606488037424677,0.2598282994383652
841,29^2,1,841,1,0.0,1.0,0.0,A,1,841,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
842,2 * 421,2,421,2,0.10290525805390541,0.8970947419460946,0.10290525805390541,E,421,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843,3 * 281,3,281,3,0.1630722394093427,0.8369277605906572,0.1630722394093427,A,1,281,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
844,2^2 * 211,4,211,4,0.2057380509318701,0.7942619490681299,0.2057380509318701,B,1,1,211,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
845,5 * 13^2,1,845,845,0.0,1.0,1.0,E·A,169,5,1,1,0.7611874875190437,0.2388125124809562,0.0,0.0,0.5497072657023844,0.5497072657023844,5.344697942909762,3.704662310072441
846,2 * 3^2 * 47,18,47,18,0.42880549757296715,0.5711945024270328,0.42880549757296715,C,1,1,1,47,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
847,7 * 11^2,1,847,847,0.0,1.0,1.0,B·C,1,1,7,121,0.0,0.0,0.2886378730220006,0.7113621269779994,0.6009275460802993,0.6009275460802993,5.844752411129145,4.051273654845108
848,2^4 * 53,16,53,16,0.41118757278937956,0.5888124272106204,0.41118757278937956,A,1,53,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
849,3 * 283,3,283,3,0.16290074839467622,0.8370992516053237,0.16290074839467622,B,1,1,283,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
850,2 * 5^2 * 17,2,425,50,0.10276099229835478,0.8972390077016452,0.5799682624504624,A,1,425,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
851,23 * 37,1,851,1,0.0,1.0,0.0,E·C,37,1,1,23,0.5352352989748056,0.0,0.0,0.4647647010251944,0.6906620686954754,0.6906620686954754,6.7222244967203855,4.659490956992732
852,2^2 * 3 * 71,12,71,12,0.36826599257492676,0.6317340074250734,0.36826599257492676,C,1,1,1,71,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
853,853,1,853,1,0.0,1.0,0.0,E,853,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
854,2 * 7 * 61,2,427,14,0.10268951796098218,0.8973104820390178,0.3909754416524682,E·B,61,1,7,1,0.6787222154851072,0.0,0.3212777845148927,0.0,0.627828866460564,0.5633574228017388,3.4612973845685464,3.367446032760507
855,3^2 * 5 * 19,9,95,45,0.3254616431772079,0.6745383568227922,0.5638579878091857,A·B,1,5,19,1,0.0,0.35342148036602605,0.646578519633974,0.0,0.6495389792872432,0.4381389557807707,1.284608571891605,1.530737538742167
856,2^3 * 107,8,107,8,0.3079618299982875,0.6920381700017124,0.3079618299982875,C,1,1,1,107,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
857,857,1,857,1,0.0,1.0,0.0,A,1,857,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
858,2 * 3 * 11 * 13,6,143,858,0.2652649130633549,0.734735086936645,1.0,E·C,13,1,1,11,0.5168304769853754,0.0,0.0,0.4831695230146247,0.6925805436149368,0.5088632259235495,1.7663557762780204,2.1962318846766995
859,859,1,859,1,0.0,1.0,0.0,B,1,1,859,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
860,2^2 * 5 * 43,4,215,20,0.20516623243499219,0.7948337675650078,0.4433568520414918,A·B,1,5,43,1,0.0,0.2996735032234504,0.7003264967765497,0.0,0.6105874081721778,0.4853154900652453,2.037508827455111,2.432790072905506
861,3 * 7 * 41,3,287,21,0.16256243353038746,0.8374375664696126,0.45050012776955545,A·B,1,41,7,1,0.0,0.6561681661200994,0.34383183387990046,0.0,0.6435444541865178,0.5389283016289727,2.6272402858056125,2.9351225478458103
862,2 * 431,2,431,2,0.1025478625682804,0.8974521374317196,0.1025478625682804,C,1,1,1,431,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
863,863,1,863,1,0.0,1.0,0.0,C,1,1,1,863,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
864,2^5 * 3^3,864,1,864,1.0,0.0,1.0,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
865,5 * 173,1,865,5,0.0,1.0,0.2379864388756651,A,1,865,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
866,2 * 433,2,433,2,0.10247767221504418,0.8975223277849558,0.10247767221504418,E,433,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
867,3 * 17^2,3,289,3,0.16239555935137207,0.837604440648628,0.16239555935137207,A,1,289,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
868,2^2 * 7 * 31,4,217,28,0.20488546875138017,0.7951145312486199,0.49247858333001343,B,1,1,217,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
869,11 * 79,1,869,11,0.0,1.0,0.35433333708852444,B·C,1,1,79,11,0.0,0.0,0.6456666629114756,0.35433333708852444,0.6500879525045842,0.6500879525045842,6.346946737409809,4.399368236199752
870,2 * 3 * 5 * 29,6,145,30,0.2647205830308617,0.7352794169691382,0.502504364754133,A,1,145,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
871,13 * 67,1,871,13,0.0,1.0,0.3788899569920966,E·B,13,1,67,1,0.3788899569920966,0.0,0.6211100430079033,0.0,0.6635180909751843,0.6635180909751843,6.480268616887469,4.491779921066645
872,2^3 * 109,8,109,8,0.3071195116978416,0.6928804883021584,0.3071195116978416,E,109,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
873,3^2 * 97,9,97,9,0.3244603495143276,0.6755396504856724,0.3244603495143276,E,97,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
874,2 * 19 * 23,2,437,2,0.1023385434862581,0.8976614565137419,0.1023385434862581,B·C,1,1,19,23,0.0,0.0,0.48428804802355185,0.5157119519764481,0.6926533684012888,0.6217682315382503,3.833277900380375,3.731175477825068
875,5^3 * 7,1,875,875,0.0,1.0,1.0,A·B,1,125,7,1,0.0,0.7127478834919942,0.2872521165080058,0.0,0.5996729008420384,0.5996729008420384,5.860686738426655,4.062318488885498
876,2^2 * 3 * 73,12,73,12,0.3667560713969587,0.6332439286030412,0.3667560713969587,E,73,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
877,877,1,877,1,0.0,1.0,0.0,E,877,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
878,2 * 439,2,439,2,0.10226959623579066,0.8977304037642093,0.10226959623579066,B,1,1,439,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
879,3 * 293,3,293,3,0.16206625601046354,0.8379337439895366,0.16206625601046354,A,1,293,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
880,2^4 * 5 * 11,16,55,880,0.40894109992389,0.5910589000761101,1.0,A·C,1,5,1,11,0.0,0.4016231838083946,0.0,0.5983768161916053,0.6736643248589924,0.39817529487167136,0.9528394359634583,0.8318032950353497
881,881,1,881,1,0.0,1.0,0.0,A,1,881,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
882,2 * 3^2 * 7^2,18,49,882,0.42617073271115136,0.5738292672888485,1.0,B,1,1,49,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
883,883,1,883,1,0.0,1.0,0.0,B,1,1,883,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
884,2^2 * 13 * 17,4,221,52,0.20433386906585133,0.7956661309341486,0.5823964514922103,E·A,13,17,1,1,0.4751522877849482,0.5248477122150519,0.0,0.0,0.6919118541943787,0.5505308279743141,2.3207187647277565,2.7758592621884093
885,3 * 5 * 59,3,295,15,0.16190377991452884,0.8380962200854712,0.39908853039345654,A·C,1,5,1,59,0.0,0.28300420022743805,0.0,0.7169957997725619,0.5957683338486945,0.49931118864521,2.4440118402762128,2.7336014199196597
886,2 * 443,2,443,2,0.10213291428017292,0.8978670857198271,0.10213291428017292,C,1,1,1,443,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
887,887,1,887,1,0.0,1.0,0.0,C,1,1,1,887,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
888,2^3 * 3 * 37,24,37,24,0.4681200556812527,0.5318799443187473,0.4681200556812527,E,37,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
889,7 * 127,1,889,7,0.0,1.0,0.2865806013613056,B,1,1,889,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
890,2 * 5 * 89,2,445,10,0.10206517109835153,0.8979348289016484,0.33905315938109964,A,1,445,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
891,3^4 * 11,81,11,891,0.6469708951889461,0.353029104811054,1.0,C,1,1,1,11,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
892,2^2 * 223,4,223,4,0.20406289426711344,0.7959371057328866,0.20406289426711344,B,1,1,223,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
893,19 * 47,1,893,1,0.0,1.0,0.0,B·C,1,1,19,47,0.0,0.0,0.43335071885810145,0.5666492811418986,0.6842364284250312,0.6842364284250312,6.707238787248464,4.64910365472358
894,2 * 3 * 149,6,149,6,0.26366054218736484,0.7363394578126352,0.26366054218736484,A,1,149,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
895,5 * 179,1,895,5,0.0,1.0,0.23679265185394596,A·C,1,5,1,179,0.0,0.23679265185394596,0.0,0.7632073481460541,0.5473545977473764,0.5473545977473764,5.367218992755351,3.7202727122761607
896,2^7 * 7,128,7,896,0.7137500432717474,0.2862499567282526,1.0,B,1,1,7,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
897,3 * 13 * 23,3,299,39,0.16158306549572063,0.8384169345042795,0.5388338793586993,E·C,13,1,1,23,0.4499560998085411,0.0,0.0,0.5500439001914588,0.6881300003382269,0.576939845424005,2.829591137423761,3.16665816351261
898,2 * 449,2,449,2,0.10193085961054552,0.8980691403894545,0.10193085961054552,A,1,449,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
899,29 * 31,1,899,1,0.0,1.0,0.0,A·B,1,29,31,1,0.0,0.495097147541085,0.5049028524589151,0.0,0.6930991038650163,0.6930991038650163,6.800811297416714,4.713963176324619
900,2^2 * 3^2 * 5^2,36,25,900,0.5268025545616606,0.4731974454383393,1.0,A,1,25,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
901,17 * 53,1,901,1,0.0,1.0,0.0,A,1,901,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
902,2 * 11 * 41,2,451,22,0.10186428320315287,0.8981357167968471,0.45425680532596413,A·C,1,41,1,11,0.0,0.6076400085951372,0.0,0.3923599914048628,0.6697920426289614,0.6015641563113866,3.725984348626107,3.629147726875932
903,3 * 7 * 43,3,301,21,0.16142478334156066,0.8385752166584394,0.4473474217950368,B,1,1,301,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
904,2^3 * 113,8,113,8,0.3054934142729896,0.6945065857270105,0.3054934142729896,A,1,113,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
905,5 * 181,1,905,5,0.0,1.0,0.23640618274760056,E·A,181,5,1,1,0.7635938172523995,0.23640618274760056,0.0,0.0,0.5469018822264652,0.5469018822264652,5.371546677542627,3.7232724347848136
906,2 * 3 * 151,6,151,6,0.2631442393992174,0.7368557606007825,0.2631442393992174,B,1,1,151,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
907,907,1,907,1,0.0,1.0,0.0,B,1,1,907,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
908,2^2 * 227,4,227,4,0.20353026320347203,0.796469736796528,0.20353026320347203,C,1,1,1,227,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
909,3^2 * 101,9,101,9,0.32253571229299444,0.6774642877070056,0.32253571229299444,A,1,101,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
910,2 * 5 * 7 * 13,2,455,910,0.10173226925624419,0.8982677307437558,1.0,E·A·B,13,5,7,1,0.4190890053021609,0.2629672714026316,0.3179437232952074,0.0,1.0800477324035422,0.9701720256810691,6.016875486607786,5.8615813083875485
911,911,1,911,1,0.0,1.0,0.0,C,1,1,1,911,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
912,2^4 * 3 * 19,48,19,48,0.5679878949805962,0.4320121050194038,0.5679878949805962,B,1,1,19,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
913,11 * 83,1,913,11,0.0,1.0,0.3517659059703926,C,1,1,1,913,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
914,2 * 457,2,457,2,0.10166682396921262,0.8983331760307876,0.10166682396921262,E,457,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
915,3 * 5 * 61,3,305,15,0.16111226318865307,0.838887736811347,0.3971374626229674,E·A,61,5,1,1,0.7186450712327044,0.28135492876729556,0.0,0.0,0.5942284469708898,0.4984909570283313,2.451984281647629,2.746345309084328
916,2^2 * 229,4,229,4,0.2032684801609167,0.7967315198390834,0.2032684801609167,E,229,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
917,7 * 131,1,917,7,0.0,1.0,0.2852777436757779,B·C,1,1,7,131,0.0,0.0,0.2852777436757779,0.714722256324222,0.5978691221245569,0.5978691221245569,5.883497258202494,4.0781295363552275
918,2 * 3^3 * 17,54,17,54,0.5847066301612052,0.4152933698387948,0.5847066301612052,A,1,17,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
919,919,1,919,1,0.0,1.0,0.0,B,1,1,919,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
920,2^3 * 5 * 23,8,115,40,0.3047080424109759,0.6952919575890241,0.5405447638817008,A·C,1,5,1,23,0.0,0.33919092389405175,0.0,0.6608090761059482,0.6404973632512694,0.4453326655255833,1.383161534041884,1.707239692541806
921,3 * 307,3,307,3,0.16095798419923765,0.8390420158007623,0.16095798419923765,B,1,1,307,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
922,2 * 461,2,461,2,0.10153703782230557,0.8984629621776944,0.10153703782230557,A,1,461,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
923,13 * 71,1,923,13,0.0,1.0,0.37567203334647703,E·C,13,1,1,71,0.37567203334647703,0.0,0.0,0.6243279666535231,0.6619055667664003,0.6619055667664003,6.519893501526862,4.519245798134454
924,2^2 * 3 * 7 * 11,12,77,924,0.363890968563067,0.6361090314369331,1.0,B·C,1,1,7,11,0.0,0.0,0.4479735992007008,0.5520264007992992,0.6877238766120716,0.43746736904775774,1.1646774605024721,1.2784090697544317
925,5^2 * 37,1,925,25,0.0,1.0,0.4712991268226195,E·A,37,25,1,1,0.5287008731773806,0.4712991268226195,0.0,0.0,0.6914987943927448,0.6914987943927448,6.813551678340152,4.72279413544096
926,2 * 463,2,463,2,0.10147268954891664,0.8985273104510834,0.10147268954891664,B,1,1,463,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
927,3^2 * 103,9,103,9,0.32160999869943274,0.6783900013005674,0.32160999869943274,B,1,1,103,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
928,2^5 * 29,32,29,32,0.5072032500845063,0.4927967499154937,0.5072032500845063,A,1,29,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
929,929,1,929,1,0.0,1.0,0.0,A,1,929,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
930,2 * 3 * 5 * 31,6,155,30,0.2621376857706768,0.7378623142293232,0.4976013944898105,A·B,1,5,31,1,0.0,0.31911605211206506,0.6808839478879348,0.0,0.6262013662895005,0.462050389303935,1.6229935901854649,2.036197471300858
931,7^2 * 19,1,931,49,0.0,1.0,0.5692909148496731,B,1,1,931,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
932,2^2 * 233,4,233,4,0.20275367584013654,0.7972463241598634,0.20275367584013654,A,1,233,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
933,3 * 311,3,311,3,0.160653289239424,0.839346710760576,0.160653289239424,C,1,1,1,311,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
934,2 * 467,2,467,2,0.10134506446804038,0.8986549355319596,0.10134506446804038,C,1,1,1,467,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
935,5 * 11 * 17,1,935,55,0.0,1.0,0.5858206165362013,A·C,1,85,1,11,0.0,0.6494585246176645,0.0,0.3505414753823355,0.6477811892939516,0.6477811892939516,6.392837611463122,4.431177366163238
936,2^3 * 3^2 * 13,72,13,936,0.6250959490079233,0.3749040509920768,1.0,E,13,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
937,937,1,937,1,0.0,1.0,0.0,E,937,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
938,2 * 7 * 67,2,469,14,0.10128178056251115,0.8987182194374889,0.385615685739435,B,1,1,469,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
939,3 * 313,3,313,3,0.16050283488360534,0.8394971651163946,0.16050283488360534,E,313,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
940,2^2 * 5 * 47,4,235,20,0.20250053848139138,0.7974994615186086,0.4375963832462724,A·C,1,5,1,47,0.0,0.29479122696485405,0.0,0.7052087730351458,0.6063861053233548,0.4835925924677417,2.057001870668458,2.469987158130463
941,941,1,941,1,0.0,1.0,0.0,A,1,941,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
942,2 * 3 * 157,6,157,6,0.2616469172242129,0.738353082775787,0.2616469172242129,E,157,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
943,23 * 41,1,943,1,0.0,1.0,0.0,A·C,1,41,1,23,0.0,0.5422012159701927,0.0,0.45779878402980734,0.6895810541955651,0.6895810541955651,6.81382898162885,4.722986347433681
944,2^4 * 59,16,59,16,0.4047500228451836,0.5952499771548164,0.4047500228451836,C,1,1,1,59,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
945,3^3 * 5 * 7,27,35,945,0.48106085310559427,0.5189391468944057,1.0,A·B,1,5,7,1,0.0,0.4526808302869428,0.5473191697130572,0.0,0.6886622640698201,0.35737380781476236,0.7347790443548765,0.1787155674342239
946,2 * 11 * 43,2,473,22,0.10115625265377226,0.8988437473462277,0.45109939150709505,B·C,1,1,43,11,0.0,0.0,0.610674113396789,0.3893258866032111,0.6684455924104493,0.6008281411792774,3.7474732516092457,3.653688987935931
947,947,1,947,1,0.0,1.0,0.0,C,1,1,1,947,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
948,2^2 * 3 * 79,12,79,12,0.3625296370315379,0.6374703629684622,0.3625296370315379,B,1,1,79,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
949,13 * 73,1,949,13,0.0,1.0,0.37414973093677967,E,949,1,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
