n,e,a1,a2,b1,b2,c1,c2,abc_block,P_A,P_B,P_C,R_A,R_B,R_C,logR_A,logR_B,logR_C,logR_sum,excA,excB,excC,exc_combo,sigA,sigB,sigC,Faktorisierung,theta_sum_mod_2pi,wedge_sum,wedge_norm_sum,shell,state_key
838562725,13,5,5,7,7,11,4787,64504825,25,49,52657,1.0,1.0,435.1818181818182,0.0,0.0,6.075763916594139,6.075763916594139,False,False,True,C,5·5,7·7,11·4787,13 * 5 * 5 * 7 * 7 * 11 * 4787,3.19709115883551,10.0,1.2615384615384615,S10,5·5 | 7·7 | 11·4787
838698553,157,17,53,7,7,11,11,5342029,901,49,121,36.04,1.0,1.0,3.584629432740137,0.0,0.0,3.584629432740137,True,False,False,A,17·53,7·7,11·11,157 * 17 * 53 * 7 * 7 * 11 * 11,3.689763936572584,84.0,0.9198272266483807,S3,17·53 | 7·7 | 11·11
838701325,997,5,5,7,19,11,23,841225,25,133,253,1.0,2.7142857142857144,2.090909090909091,0.0,0.9985288301111273,0.7375989431307791,1.7361277732419063,False,True,True,B+C,5·5,7·19,11·23,997 * 5 * 5 * 7 * 19 * 11 * 23,3.593909302786063,190.0,0.9865596790371114,S1,5·5 | 7·19 | 11·23
838793725,73,5,5,7,127,11,47,11490325,25,889,517,1.0,18.142857142857142,4.2727272727272725,0.0,2.8982769374032777,1.452252328911688,4.3505292663149655,False,True,True,B+C,5·5,7·127,11·47,73 * 5 * 5 * 7 * 127 * 11 * 47,3.426323092112505,28.0,1.1287671232876713,S5,5·5 | 7·127 | 11·47
838894525,37,5,5,7,43,23,131,22672825,25,301,3013,1.0,6.142857142857143,24.90082644628099,0.0,1.8152899666382492,3.21490099353356,5.030190960171809,False,True,True,B+C,5·5,7·43,23·131,37 * 5 * 5 * 7 * 43 * 23 * 131,3.6199450849684505,10.0,0.9621621621621622,S7,5·5 | 7·43 | 23·131
839047825,877,5,5,7,7,11,71,956725,25,49,781,1.0,1.0,6.454545454545454,0.0,0.0,1.8647846042429448,1.8647846042429448,False,False,True,C,5·5,7·7,11·71,877 * 5 * 5 * 7 * 7 * 11 * 71,3.5810757827905286,178.0,0.9984036488027367,S1,5·5 | 7·7 | 11·71
839077525,13,5,5,19,1123,11,11,64544425,25,21337,121,1.0,435.44897959183675,1.0,0.0,6.076377635794257,0.0,6.076377635794257,False,True,False,B,5·5,19·1123,11·11,13 * 5 * 5 * 19 * 1123 * 11 * 11,3.19709115883551,10.0,1.2615384615384615,S10,5·5 | 19·1123 | 11·11
839225725,13,5,5,19,19,23,311,64555825,25,361,7153,1.0,7.36734693877551,59.11570247933884,0.0,1.9970576602222543,4.079496582511643,6.076554242733898,False,True,True,B+C,5·5,19·19,23·311,13 * 5 * 5 * 19 * 19 * 23 * 311,3.19709115883551,10.0,1.2615384615384615,S10,5·5 | 19·19 | 23·311
839371225,373,5,5,7,7,11,167,2250325,25,49,1837,1.0,1.0,15.181818181818182,0.0,0.0,2.7200985396183848,2.7200985396183848,False,False,True,C,5·5,7·7,11·167,373 * 5 * 5 * 7 * 7 * 11 * 167,3.4142024735704153,130.0,1.1378016085790885,S2,5·5 | 7·7 | 11·167
839385925,61,5,5,7,7,47,239,13760425,25,49,11233,1.0,1.0,92.83471074380165,0.0,0.0,4.530820608044828,4.530820608044828,False,False,True,C,5·5,7·7,47·239,61 * 5 * 5 * 7 * 7 * 47 * 239,3.0903554861863745,34.0,1.2918032786885245,S5,5·5 | 7·7 | 47·239
839468245,73,5,17,7,7,11,251,11499565,85,49,2761,3.4,1.0,22.818181818181817,1.2237754316221157,0.0,3.1275576663334133,4.3513330979555285,True,False,True,A+C,5·17,7·7,11·251,73 * 5 * 17 * 7 * 7 * 11 * 251,3.644992037986447,30.0,0.96406124093473,S5,5·17 | 7·7 | 11·251
839516425,73,5,5,19,31,11,71,11500225,25,589,781,1.0,12.020408163265307,6.454545454545454,0.0,2.48660588554096,1.8647846042429448,4.351390489783904,False,True,True,B+C,5·5,19·31,11·71,73 * 5 * 5 * 19 * 31 * 11 * 71,3.426323092112505,28.0,1.1287671232876713,S5,5·5 | 19·31 | 11·71
839643805,13,5,101,7,151,11,11,64587985,505,1057,121,20.2,21.571428571428573,1.0,3.005682604407159,3.0713696877596113,0.0,6.077052292166771,True,True,False,A+B,5·101,7·151,11·11,13 * 5 * 101 * 7 * 151 * 11 * 11,3.5610701153451543,18.0,0.9605483625285606,S10,5·101 | 7·151 | 11·11
839703865,13,5,17,7,139,11,71,64592605,85,973,781,3.4,19.857142857142858,6.454545454545454,1.2237754316221157,2.9885637840753785,1.8647846042429448,6.0771238199404385,True,True,True,A+B+C,5·17,7·139,11·71,13 * 5 * 17 * 7 * 139 * 11 * 71,3.4157601047094523,12.0,1.0968325791855205,S10,5·17 | 7·139 | 11·71
839763925,13,5,5,7,1459,11,23,64597225,25,10213,253,1.0,208.42857142857142,2.090909090909091,0.0,5.339596399467473,0.7375989431307791,6.077195342598252,False,True,True,B+C,5·5,7·1459,11·23,13 * 5 * 5 * 7 * 1459 * 11 * 23,3.19709115883551,10.0,1.2615384615384615,S10,5·5 | 7·1459 | 11·23
839767225,769,5,5,19,19,11,11,1092025,25,361,121,1.0,7.36734693877551,1.0,0.0,1.9970576602222543,0.0,1.9970576602222543,False,True,False,B,5·5,19·19,11·11,769 * 5 * 5 * 19 * 19 * 11 * 11,3.3375737872259075,304.0,1.190117035110533,S2,5·5 | 19·19 | 11·11
839842465,37,5,29,7,19,11,107,22698445,145,133,1177,5.8,2.7142857142857144,9.727272727272727,1.7578579175523736,0.9985288301111273,2.2749335616635356,5.031320309327036,True,True,True,A+B+C,5·29,7·19,11·107,37 * 5 * 29 * 7 * 19 * 11 * 107,3.7030863168568917,18.0,0.9069897483690588,S7,5·29 | 7·19 | 11·107
839908069,13,17,641,7,7,11,11,64608313,10897,49,121,435.88,1.0,1.0,6.077366976108685,0.0,0.0,6.077366976108685,True,False,False,A,17·641,7·7,11·11,13 * 17 * 641 * 7 * 7 * 11 * 11,3.7207524515238566,110.0,0.8528388194351303,S10,17·641 | 7·7 | 11·11
840091525,13,5,5,7,7,71,743,64622425,25,49,52753,1.0,1.0,435.97520661157023,0.0,0.0,6.077585376162333,6.077585376162333,False,False,True,C,5·5,7·7,71·743,13 * 5 * 5 * 7 * 7 * 71 * 743,3.19709115883551,10.0,1.2615384615384615,S10,5·5 | 7·7 | 71·743
840167965,13,5,17,7,7,59,263,64628305,85,49,15517,3.4,1.0,128.2396694214876,1.2237754316221157,0.0,4.853900930486743,6.077676362108859,True,False,True,A+C,5·17,7·7,59·263,13 * 5 * 17 * 7 * 7 * 59 * 263,3.4157601047094523,12.0,1.0968325791855205,S10,5·17 | 7·7 | 59·263
840244405,13,5,29,7,7,11,827,64634185,145,49,9097,5.8,1.0,75.18181818181819,1.7578579175523736,0.0,4.3199094222253205,6.077767339777694,True,False,True,A+C,5·29,7·7,11·827,13 * 5 * 29 * 7 * 7 * 11 * 827,3.2802323907239512,18.0,1.2063660477453582,S10,5·29 | 7·7 | 11·827
840316477,13,17,113,7,19,11,23,64639729,1921,133,253,76.84,2.7142857142857144,2.090909090909091,4.341725337900356,0.9985288301111273,0.7375989431307791,6.077853111142263,True,True,True,A+B+C,17·113,7·19,11·23,13 * 17 * 113 * 7 * 19 * 11 * 23,3.1605777140886335,66.0,1.1924078004244585,S10,17·113 | 7·19 | 11·23
840355285,37,5,173,7,31,11,11,22712305,865,217,121,34.6,4.428571428571429,1.0,3.543853682063679,1.488077055429833,0.0,5.031930737493512,True,True,False,A+B,5·173,7·31,11·11,37 * 5 * 173 * 7 * 31 * 11 * 11,3.9309433655739916,34.0,0.7124511795032027,S7,5·173 | 7·31 | 11·11
840456925,2089,5,5,7,19,11,11,402325,25,133,121,1.0,2.7142857142857144,1.0,0.0,0.9985288301111273,0.0,0.9985288301111273,False,True,False,B,5·5,7·19,11·11,2089 * 5 * 5 * 7 * 19 * 11 * 11,3.6091541369305498,364.0,0.9723312589755865,S1,5·5 | 7·19 | 11·11
840488425,1297,5,5,7,7,23,23,648025,25,49,529,1.0,1.0,4.371900826446281,0.0,0.0,1.4751978862615585,1.4751978862615585,False,False,True,C,5·5,7·7,23·23,1297 * 5 * 5 * 7 * 7 * 23 * 23,3.7573231257896564,40.0,0.8277563608326909,S1,5·5 | 7·7 | 23·23
840549853,13,17,17,43,43,11,11,64657681,289,1849,121,11.56,37.734693877551024,1.0,2.4475508632442313,3.6305799332764983,0.0,6.07813079652073,True,True,False,A+B,17·17,43·43,11·11,13 * 17 * 17 * 43 * 43 * 11 * 11,3.6344290505833943,14.0,0.9321266968325792,S10,17·17 | 43·43 | 11·11
840664825,13,5,5,7,7,11,4799,64666525,25,49,52789,1.0,1.0,436.27272727272725,0.0,0.0,6.078267569059875,6.078267569059875,False,False,True,C,5·5,7·7,11·4799,13 * 5 * 5 * 7 * 7 * 11 * 4799,3.19709115883551,10.0,1.2615384615384615,S10,5·5 | 7·7 | 11·4799
840826525,2713,5,5,7,7,11,23,309925,25,49,253,1.0,1.0,2.090909090909091,0.0,0.0,0.7375989431307791,0.7375989431307791,False,False,True,C,5·5,7·7,11·23,2713 * 5 * 5 * 7 * 7 * 11 * 23,3.7274653349056033,160.0,0.8575009214891265,S1,5·5 | 7·7 | 11·23
840837025,37,5,5,7,31,59,71,22725325,25,217,4189,1.0,4.428571428571429,34.6198347107438,0.0,1.488077055429833,3.544426775350294,5.032503830780127,False,True,True,B+C,5·5,7·31,59·71,37 * 5 * 5 * 7 * 31 * 59 * 71,3.6199450849684505,10.0,0.9621621621621622,S7,5·5 | 7·31 | 59·71
840870745,13,5,17,19,331,11,11,64682365,85,6289,121,3.4,128.3469387755102,1.0,1.2237754316221157,4.854737056432877,0.0,6.078512488054993,True,True,False,A+B,5·17,19·331,11·11,13 * 5 * 17 * 19 * 331 * 11 * 11,3.4157601047094523,12.0,1.0968325791855205,S10,5·17 | 19·331 | 11·11
840895825,277,5,5,7,19,11,83,3035725,25,133,913,1.0,2.7142857142857144,7.545454545454546,0.0,0.9985288301111273,2.0209453349982276,3.019474165109355,False,True,True,B+C,5·5,7·19,11·83,277 * 5 * 5 * 7 * 19 * 11 * 83,3.2137562825494506,130.0,1.2548736462093864,S3,5·5 | 7·19 | 11·83
840930025,13,5,5,19,31,23,191,64686925,25,589,4393,1.0,12.020408163265307,36.30578512396694,0.0,2.48660588554096,3.5919770983790387,6.078582983919999,False,True,True,B+C,5·5,19·31,23·191,13 * 5 * 5 * 19 * 31 * 23 * 191,3.19709115883551,10.0,1.2615384615384615,S10,5·5 | 19·31 | 23·191
841039045,37,5,17,7,151,11,23,22730785,85,1057,253,3.4,21.571428571428573,2.090909090909091,1.2237754316221157,3.0713696877596113,0.7375989431307791,5.032744062512506,True,True,True,A+B+C,5·17,7·151,11·23,37 * 5 * 17 * 7 * 151 * 11 * 23,3.8386140308423924,12.0,0.7974562798092211,S7,5·17 | 7·151 | 11·23
841117585,1669,5,17,7,7,11,11,503965,85,49,121,3.4,1.0,1.0,1.2237754316221157,0.0,0.0,1.2237754316221157,True,False,False,A,5·17,7·7,11·11,1669 * 5 * 17 * 7 * 7 * 11 * 11,3.6278017543857137,576.0,0.9768159870299229,S1,5·17 | 7·7 | 11·11
841182265,229,5,29,7,7,11,47,3673285,145,49,517,5.8,1.0,4.2727272727272725,1.7578579175523736,0.0,1.452252328911688,3.210110246464062,True,False,True,A+C,5·29,7·7,11·47,229 * 5 * 29 * 7 * 7 * 11 * 47,3.735683461974845,42.0,0.8758319530191236,S3,5·29 | 7·7 | 11·47
841357825,613,5,5,7,31,11,23,1372525,25,217,253,1.0,4.428571428571429,2.090909090909091,0.0,1.488077055429833,0.7375989431307791,2.2256759985606123,False,True,True,B+C,5·5,7·31,11·23,613 * 5 * 5 * 7 * 31 * 11 * 23,3.028259256824389,310.0,1.299184339314845,S2,5·5 | 7·31 | 11·23
841685845,13,5,53,7,19,11,167,64745065,265,133,1837,10.6,2.7142857142857144,15.181818181818182,2.3608540011180215,0.9985288301111273,2.7200985396183848,6.0794813708475335,True,True,True,A+B+C,5·53,7·19,11·167,13 * 5 * 53 * 7 * 19 * 11 * 167,3.382439108831205,22.0,1.125689404934688,S10,5·53 | 7·19 | 11·167
841727425,313,5,5,7,127,11,11,2689225,25,889,121,1.0,18.142857142857142,1.0,0.0,2.8982769374032777,0.0,2.8982769374032777,False,True,False,B,5·5,7·127,11·11,313 * 5 * 5 * 7 * 127 * 11 * 11,3.0396742861089194,160.0,1.2984025559105432,S2,5·5 | 7·127 | 11·11
841796725,349,5,5,7,7,11,179,2412025,25,49,1969,1.0,1.0,16.272727272727273,0.0,0.0,2.7894905330423847,2.7894905330423847,False,False,True,C,5·5,7·7,11·179,349 * 5 * 5 * 7 * 7 * 11 * 179,3.514146912044657,94.0,1.0578796561604586,S2,5·5 | 7·7 | 11·179
841808737,181,17,17,7,19,11,11,4650877,289,133,121,11.56,2.7142857142857144,1.0,2.4475508632442313,0.9985288301111273,0.0,3.4460796933553586,True,True,False,A+B,17·17,7·19,11·11,181 * 17 * 17 * 7 * 19 * 11 * 11,3.4896165523444553,98.0,0.9678258043548911,S3,17·17 | 7·19 | 11·11
841819825,61,5,5,7,67,11,107,13800325,25,469,1177,1.0,9.571428571428571,9.727272727272727,0.0,2.2587824703356527,2.2749335616635356,4.533716031999188,False,True,True,B+C,5·5,7·67,11·107,61 * 5 * 5 * 7 * 67 * 11 * 107,3.0903554861863745,34.0,1.2918032786885245,S5,5·5 | 7·67 | 11·107
841829065,73,5,389,7,7,11,11,11531905,1945,49,121,77.8,1.0,1.0,4.354141431184346,0.0,0.0,4.354141431184346,True,False,False,A,5·389,7·7,11·11,73 * 5 * 389 * 7 * 7 * 11 * 11,3.358246633854506,196.0,1.165785118146283,S5,5·389 | 7·7 | 11·11
841836325,97,5,5,19,151,11,11,8678725,25,2869,121,1.0,58.55102040816327,1.0,0.0,4.0698985178707385,0.0,4.0698985178707385,False,True,False,B,5·5,19·151,11·11,97 * 5 * 5 * 19 * 151 * 11 * 11,3.366869432803848,40.0,1.1711340206185568,S4,5·5 | 19·151 | 11·11
841908925,13,5,5,79,271,11,11,64762225,25,21409,121,1.0,436.9183673469388,1.0,0.0,6.079746375236096,0.0,6.079746375236096,False,True,False,B,5·5,79·271,11·11,13 * 5 * 5 * 79 * 271 * 11 * 11,3.19709115883551,10.0,1.2615384615384615,S10,5·5 | 79·271 | 11·11
842043685,73,5,89,7,7,23,23,11534845,445,49,529,17.8,1.0,4.371900826446281,2.8791984572980396,0.0,1.4751978862615585,4.354396343559598,True,False,True,A+C,5·89,7·7,23·23,73 * 5 * 89 * 7 * 7 * 23 * 23,3.331371385769749,66.0,1.1782053255348623,S5,5·89 | 7·7 | 23·23
842076025,61,5,5,7,7,59,191,13804525,25,49,11269,1.0,1.0,93.13223140495867,0.0,0.0,4.534020326355608,4.534020326355608,False,False,True,C,5·5,7·7,59·191,61 * 5 * 5 * 7 * 7 * 59 * 191,3.0903554861863745,34.0,1.2918032786885245,S5,5·5 | 7·7 | 59·191
842178925,421,5,5,7,7,23,71,2000425,25,49,1633,1.0,1.0,13.49586776859504,0.0,0.0,2.602383547373724,2.602383547373724,False,False,True,C,5·5,7·7,23·71,421 * 5 * 5 * 7 * 7 * 23 * 71,3.034164699985137,214.0,1.2988123515439431,S2,5·5 | 7·7 | 23·71
842327101,61,17,137,7,7,11,11,13808641,2329,49,121,93.16,1.0,1.0,4.53431844501614,0.0,0.0,4.53431844501614,True,False,False,A,17·137,7·7,11·11,61 * 17 * 137 * 7 * 7 * 11 * 11,3.423901037477216,78.0,1.0482652795472622,S5,17·137 | 7·7 | 11·11
842380825,13,5,5,31,691,11,11,64798525,25,21421,121,1.0,437.16326530612247,1.0,0.0,6.08030673014219,0.0,6.08030673014219,False,True,False,B,5·5,31·691,11·11,13 * 5 * 5 * 31 * 691 * 11 * 11,3.19709115883551,10.0,1.2615384615384615,S10,5·5 | 31·691 | 11·11
842540545,97,5,293,7,7,11,11,8685985,1465,49,121,58.6,1.0,1.0,4.070734696582967,0.0,0.0,4.070734696582967,True,False,False,A,5·293,7·7,11·11,97 * 5 * 293 * 7 * 7 * 11 * 11,3.71340829723779,72.0,0.8871749762499561,S4,5·293 | 7·7 | 11·11
842943325,109,5,5,7,7,59,107,7733425,25,49,6313,1.0,1.0,52.17355371900826,0.0,0.0,3.9545757327708846,3.9545757327708846,False,False,True,C,5·5,7·7,59·107,109 * 5 * 5 * 7 * 7 * 59 * 107,3.4936369679052106,34.0,1.075229357798165,S4,5·5 | 7·7 | 59·107
842951725,241,5,5,7,79,11,23,3497725,25,553,253,1.0,11.285714285714286,2.090909090909091,0.0,2.423537703411708,0.7375989431307791,3.161136646542487,False,True,True,B+C,5·5,7·79,11·23,241 * 5 * 5 * 7 * 79 * 11 * 23,3.5244913706357366,64.0,1.0489626556016598,S3,5·5 | 7·79 | 11·23
843067225,13,5,5,7,571,11,59,64851325,25,3997,649,1.0,81.57142857142857,5.363636363636363,0.0,4.401479060600697,1.6796421711073488,6.081121231708046,False,True,True,B+C,5·5,7·571,11·59,13 * 5 * 5 * 7 * 571 * 11 * 59,3.19709115883551,10.0,1.2615384615384615,S10,5·5 | 7·571 | 11·59
843116785,73,5,17,7,7,47,59,11549545,85,49,2773,3.4,1.0,22.917355371900825,1.2237754316221157,0.0,3.131894500019037,4.3556699316411525,True,False,True,A+C,5·17,7·7,47·59,73 * 5 * 17 * 7 * 7 * 47 * 59,3.644992037986447,30.0,0.96406124093473,S5,5·17 | 7·7 | 47·59
843154585,13,5,113,7,31,23,23,64858045,565,217,529,22.6,4.428571428571429,4.371900826446281,3.1179499062782403,1.488077055429833,1.4751978862615585,6.081224847969631,True,True,True,A+B+C,5·113,7·31,23·23,13 * 5 * 113 * 7 * 31 * 23 * 23,2.9419087682146916,64.0,1.3571136827773995,S10,5·113 | 7·31 | 23·23
843187345,13,5,41,7,7,11,587,64860565,205,49,6457,8.2,1.0,53.36363636363637,2.1041341542702074,0.0,3.977129547029726,6.0812637012999335,True,False,True,A+C,5·41,7·7,11·587,13 * 5 * 41 * 7 * 7 * 11 * 587,2.9859978256127633,28.0,1.349343339587242,S10,5·41 | 7·7 | 11·587
843228925,61,5,5,7,43,11,167,13823425,25,301,1837,1.0,6.142857142857143,15.181818181818182,0.0,1.8152899666382492,2.7200985396183848,4.535388506256634,False,True,True,B+C,5·5,7·43,11·167,61 * 5 * 5 * 7 * 43 * 11 * 167,3.0903554861863745,34.0,1.2918032786885245,S5,5·5 | 7·43 | 11·167
843252025,5689,5,5,7,7,11,11,148225,25,49,121,1.0,1.0,1.0,0.0,0.0,0.0,0.0,False,False,False,grundzustand,5·5,7·7,11·11,5689 * 5 * 5 * 7 * 7 * 11 * 11,3.6788288994919984,604.0,0.905466690103709,S1,5·5 | 7·7 | 11·11
843367525,13,5,5,7,67,11,503,64874425,25,469,5533,1.0,9.571428571428571,45.72727272727273,0.0,2.2587824703356527,3.8226948973013686,6.081477367637021,False,True,True,B+C,5·5,7·67,11·503,13 * 5 * 5 * 7 * 67 * 11 * 503,3.19709115883551,10.0,1.2615384615384615,S10,5·5 | 7·67 | 11·503
843710725,13,5,5,31,331,11,23,64900825,25,10261,253,1.0,209.40816326530611,2.090909090909091,0.0,5.344285281751582,0.7375989431307791,6.081884224882361,False,True,True,B+C,5·5,31·331,11·23,13 * 5 * 5 * 31 * 331 * 11 * 23,3.19709115883551,10.0,1.2615384615384615,S10,5·5 | 31·331 | 11·23
843787945,13,5,17,7,211,11,47,64906765,85,1477,517,3.4,30.142857142857142,4.2727272727272725,1.2237754316221157,3.405947984420753,1.452252328911688,6.081975744954557,True,True,True,A+B+C,5·17,7·211,11·47,13 * 5 * 17 * 7 * 211 * 11 * 47,3.4157601047094523,12.0,1.0968325791855205,S10,5·17 | 7·211 | 11·47
843796525,13,5,5,43,499,11,11,64907425,25,21457,121,1.0,437.8979591836735,1.0,0.0,6.081985913334455,0.0,6.081985913334455,False,True,False,B,5·5,43·499,11·11,13 * 5 * 5 * 43 * 499 * 11 * 11,3.19709115883551,10.0,1.2615384615384615,S10,5·5 | 43·499 | 11·11
843869425,61,5,5,7,7,23,491,13833925,25,49,11293,1.0,1.0,93.3305785123967,0.0,0.0,4.53614779812693,4.53614779812693,False,False,True,C,5·5,7·7,23·491,61 * 5 * 5 * 7 * 7 * 23 * 491,3.0903554861863745,34.0,1.2918032786885245,S5,5·5 | 7·7 | 23·491
844268425,13,5,5,7,3067,11,11,64943725,25,21469,121,1.0,438.14285714285717,1.0,0.0,6.082545015058939,0.0,6.082545015058939,False,True,False,B,5·5,7·3067,11·11,13 * 5 * 5 * 7 * 3067 * 11 * 11,3.19709115883551,10.0,1.2615384615384615,S10,5·5 | 7·3067 | 11·11
844526221,37,17,53,7,7,11,47,22825033,901,49,517,36.04,1.0,4.2727272727272725,3.584629432740137,0.0,1.452252328911688,5.036881761651825,True,False,True,A+C,17·53,7·7,11·47,37 * 17 * 53 * 7 * 7 * 11 * 47,4.023961980838088,24.0,0.6616072232054474,S7,17·53 | 7·7 | 11·47
844532425,181,5,5,19,19,11,47,4665925,25,361,517,1.0,7.36734693877551,4.2727272727272725,0.0,1.9970576602222543,1.452252328911688,3.4493099891339423,False,True,True,B+C,5·5,19·19,11·47,181 * 5 * 5 * 19 * 19 * 11 * 47,3.0522786605965706,94.0,1.2972375690607736,S3,5·5 | 19·19 | 11·47
844651885,181,5,17,7,31,11,23,4666585,85,217,253,3.4,4.428571428571429,2.090909090909091,1.2237754316221157,1.488077055429833,0.7375989431307791,3.4494514301827275,True,True,True,A+B+C,5·17,7·31,11·23,181 * 5 * 17 * 7 * 31 * 11 * 23,3.270947606470513,96.0,1.1325316867078323,S3,5·17 | 7·31 | 11·23
844883725,157,5,5,7,7,23,191,5381425,25,49,4393,1.0,1.0,36.30578512396694,0.0,0.0,3.5919770983790387,3.5919770983790387,False,False,True,C,5·5,7·7,23·191,157 * 5 * 5 * 7 * 7 * 23 * 191,3.2857470407029474,70.0,1.2203821656050957,S3,5·5 | 7·7 | 23·191
844925725,73,5,5,7,19,59,59,11574325,25,133,3481,1.0,2.7142857142857144,28.768595041322314,0.0,0.9985288301111273,3.3592843422146976,4.357813172325825,False,True,True,B+C,5·5,7·19,59·59,73 * 5 * 5 * 7 * 19 * 59 * 59,3.426323092112505,28.0,1.1287671232876713,S5,5·5 | 7·19 | 59·59
844929085,13,5,149,7,103,11,11,64994545,745,721,121,29.8,14.714285714285714,1.0,3.3945083935113587,2.6888188391743224,0.0,6.083327232685681,True,True,False,A+B,5·149,7·103,11·11,13 * 5 * 149 * 7 * 103 * 11 * 11,3.0500128034471077,78.0,1.3313371192565824,S10,5·149 | 7·103 | 11·11
845008945,73,5,53,19,19,11,11,11575465,265,361,121,10.6,7.36734693877551,1.0,2.3608540011180215,1.9970576602222543,0.0,4.3579116613402755,True,True,False,A+B,5·53,19·19,11·11,73 * 5 * 53 * 19 * 19 * 11 * 11,3.6116710421082,40.0,0.9929180666838977,S5,5·53 | 19·19 | 11·11
845013169,13,17,17,7,127,11,23,65001013,289,889,253,11.56,18.142857142857142,2.090909090909091,2.4475508632442313,2.8982769374032777,0.7375989431307791,6.083426743778288,True,True,True,A+B+C,17·17,7·127,11·23,13 * 17 * 17 * 7 * 127 * 11 * 23,3.6344290505833943,14.0,0.9321266968325792,S10,17·17 | 7·127 | 11·23
845030725,5701,5,5,7,7,11,11,148225,25,49,121,1.0,1.0,1.0,0.0,0.0,0.0,0.0,False,False,False,grundzustand,5·5,7·7,11·11,5701 * 5 * 5 * 7 * 7 * 11 * 11,3.5851008057768965,1114.0,0.9947026837396948,S1,5·5 | 7·7 | 11·11
845081545,157,5,41,7,31,11,11,5382685,205,217,121,8.2,4.428571428571429,1.0,2.1041341542702074,1.488077055429833,0.0,3.5922112097000403,True,True,False,A+B,5·41,7·31,11·11,157 * 5 * 41 * 7 * 31 * 11 * 11,3.074653707480201,88.0,1.308187043653876,S3,5·41 | 7·31 | 11·11
845221825,229,5,5,7,7,23,131,3690925,25,49,3013,1.0,1.0,24.90082644628099,0.0,0.0,3.21490099353356,3.21490099353356,False,False,True,C,5·5,7·7,23·131,229 * 5 * 5 * 7 * 7 * 23 * 131,3.6525422300864037,34.0,0.9310043668122271,S3,5·5 | 7·7 | 23·131
845289445,13,5,1049,7,7,11,23,65022265,5245,49,253,209.8,1.0,2.090909090909091,5.346154695962197,0.0,0.7375989431307791,6.083753639092976,True,False,True,A+C,5·1049,7·7,11·23,13 * 5 * 1049 * 7 * 7 * 11 * 23,3.505742025912375,168.0,1.014064676981741,S10,5·1049 | 7·7 | 11·23
845357425,97,5,5,43,67,11,11,8715025,25,2881,121,1.0,58.795918367346935,1.0,0.0,4.074072436973902,0.0,4.074072436973902,False,True,False,B,5·5,43·67,11·11,97 * 5 * 5 * 43 * 67 * 11 * 11,3.366869432803848,40.0,1.1711340206185568,S4,5·5 | 43·67 | 11·11
845415025,13,5,5,7,151,23,107,65031925,25,1057,2461,1.0,21.571428571428573,20.33884297520661,0.0,3.0713696877596113,3.0125325047943146,6.083902192553926,False,True,True,B+C,5·5,7·151,23·107,13 * 5 * 5 * 7 * 151 * 23 * 107,3.19709115883551,10.0,1.2615384615384615,S10,5·5 | 7·151 | 23·107
845538925,73,5,5,7,547,11,11,11582725,25,3829,121,1.0,78.14285714285714,1.0,0.0,4.358538653366668,0.0,4.358538653366668,False,True,False,B,5·5,7·547,11·11,73 * 5 * 5 * 7 * 547 * 11 * 11,3.426323092112505,28.0,1.1287671232876713,S5,5·5 | 7·547 | 11·11
845598325,13,5,5,19,211,11,59,65046025,25,4009,649,1.0,81.81632653061224,5.363636363636363,0.0,4.40447681453188,1.6796421711073488,6.084118985639229,False,True,True,B+C,5·5,19·211,11·59,13 * 5 * 5 * 19 * 211 * 11 * 59,3.19709115883551,10.0,1.2615384615384615,S10,5·5 | 19·211 | 11·59
845654425,37,5,5,7,31,11,383,22855525,25,217,4213,1.0,4.428571428571429,34.81818181818182,0.0,1.488077055429833,3.5501397163822754,5.038216771812109,False,True,True,B+C,5·5,7·31,11·383,37 * 5 * 5 * 7 * 31 * 11 * 383,3.6199450849684505,10.0,0.9621621621621622,S7,5·5 | 7·31 | 11·383
845677525,97,5,5,7,7,11,647,8718325,25,49,7117,1.0,1.0,58.81818181818182,0.0,0.0,4.07445102170253,4.07445102170253,False,False,True,C,5·5,7·7,11·647,97 * 5 * 5 * 7 * 7 * 11 * 647,3.366869432803848,40.0,1.1711340206185568,S4,5·5 | 7·7 | 11·647
845709865,13,5,101,7,7,11,239,65054605,505,49,2629,20.2,1.0,21.727272727272727,3.005682604407159,0.0,3.07856827913314,6.0842508835402995,True,False,True,A+C,5·101,7·7,11·239,13 * 5 * 101 * 7 * 7 * 11 * 239,3.5610701153451543,18.0,0.9605483625285606,S10,5·101 | 7·7 | 11·239
846065605,313,5,17,7,7,11,59,2703085,85,49,649,3.4,1.0,5.363636363636363,1.2237754316221157,0.0,1.6796421711073488,2.9034176027294647,True,False,True,A+C,5·17,7·7,11·59,313 * 5 * 17 * 7 * 7 * 11 * 59,3.2583432319828614,162.0,1.133696673557602,S2,5·17 | 7·7 | 11·59
846200245,109,5,17,19,19,11,23,7763305,85,361,253,3.4,7.36734693877551,2.090909090909091,1.2237754316221157,1.9970576602222543,0.7375989431307791,3.958432034975149,True,True,True,A+B+C,5·17,19·19,11·23,109 * 5 * 17 * 19 * 19 * 11 * 23,3.7123059137791525,36.0,0.910523475445224,S4,5·17 | 19·19 | 11·23
