n,e,a1,a2,b1,b2,c1,c2,abc_block,P_A,P_B,P_C,R_A,R_B,R_C,logR_A,logR_B,logR_C,logR_sum,excA,excB,excC,exc_combo,sigA,sigB,sigC,Faktorisierung,theta_sum_mod_2pi,wedge_sum,wedge_norm_sum,shell,state_key
38988565,37,5,17,7,7,11,23,1053745,85,49,253,3.4,1.0,2.090909090909091,1.2237754316221157,0.0,0.7375989431307791,1.9613743747528947,True,False,True,A+C,5·17,7·7,11·23,37 * 5 * 17 * 7 * 7 * 11 * 23,3.8386140308423924,12.0,0.7974562798092211,S1,5·17 | 7·7 | 11·23
39025525,97,5,5,7,19,11,11,402325,25,133,121,1.0,2.7142857142857144,1.0,0.0,0.9985288301111273,0.0,0.9985288301111273,False,True,False,B,5·5,7·19,11·11,97 * 5 * 5 * 7 * 19 * 11 * 11,3.366869432803848,40.0,1.1711340206185568,S1,5·5 | 7·19 | 11·11
39191425,13,5,5,7,7,23,107,3014725,25,49,2461,1.0,1.0,20.33884297520661,0.0,0.0,3.0125325047943146,3.0125325047943146,False,False,True,C,5·5,7·7,23·107,13 * 5 * 5 * 7 * 7 * 23 * 107,3.19709115883551,10.0,1.2615384615384615,S3,5·5 | 7·7 | 23·107
39464425,13,5,5,7,19,11,83,3035725,25,133,913,1.0,2.7142857142857144,7.545454545454546,0.0,0.9985288301111273,2.0209453349982276,3.019474165109355,False,True,True,B+C,5·5,7·19,11·83,13 * 5 * 5 * 7 * 19 * 11 * 83,3.19709115883551,10.0,1.2615384615384615,S3,5·5 | 7·19 | 11·83
39529525,61,5,5,7,7,23,23,648025,25,49,529,1.0,1.0,4.371900826446281,0.0,0.0,1.4751978862615585,1.4751978862615585,False,False,True,C,5·5,7·7,23·23,61 * 5 * 5 * 7 * 7 * 23 * 23,3.0903554861863745,34.0,1.2918032786885245,S1,5·5 | 7·7 | 23·23
39764725,13,5,5,7,7,11,227,3058825,25,49,2497,1.0,1.0,20.636363636363637,0.0,0.0,3.0270547446830323,3.0270547446830323,False,False,True,C,5·5,7·7,11·227,13 * 5 * 5 * 7 * 7 * 11 * 227,3.19709115883551,10.0,1.2615384615384615,S3,5·5 | 7·7 | 11·227
40041925,61,5,5,7,31,11,11,656425,25,217,121,1.0,4.428571428571429,1.0,0.0,1.488077055429833,0.0,1.488077055429833,False,True,False,B,5·5,7·31,11·11,61 * 5 * 5 * 7 * 31 * 11 * 11,3.0903554861863745,34.0,1.2918032786885245,S1,5·5 | 7·31 | 11·11
40245205,13,5,17,7,43,11,11,3095785,85,301,121,3.4,6.142857142857143,1.0,1.2237754316221157,1.8152899666382492,0.0,3.039065398260365,True,True,False,A+B,5·17,7·43,11·11,13 * 5 * 17 * 7 * 43 * 11 * 11,3.4157601047094523,12.0,1.0968325791855205,S3,5·17 | 7·43 | 11·11
40404925,37,5,5,19,19,11,11,1092025,25,361,121,1.0,7.36734693877551,1.0,0.0,1.9970576602222543,0.0,1.9970576602222543,False,True,False,B,5·5,19·19,11·11,37 * 5 * 5 * 19 * 19 * 11 * 11,3.6199450849684505,10.0,0.9621621621621622,S2,5·5 | 19·19 | 11·11
41058325,277,5,5,7,7,11,11,148225,25,49,121,1.0,1.0,1.0,0.0,0.0,0.0,0.0,False,False,False,grundzustand,5·5,7·7,11·11,277 * 5 * 5 * 7 * 7 * 11 * 11,3.2137562825494506,130.0,1.2548736462093864,S1,5·5 | 7·7 | 11·11
41381725,37,5,5,7,7,11,83,1118425,25,49,913,1.0,1.0,7.545454545454546,0.0,0.0,2.0209453349982276,2.0209453349982276,False,False,True,C,5·5,7·7,11·83,37 * 5 * 5 * 7 * 7 * 11 * 83,3.6199450849684505,10.0,0.9621621621621622,S2,5·5 | 7·7 | 11·83
41566525,13,5,5,7,151,11,11,3197425,25,1057,121,1.0,21.571428571428573,1.0,0.0,3.0713696877596113,0.0,3.0713696877596113,False,True,False,B,5·5,7·151,11·11,13 * 5 * 5 * 7 * 151 * 11 * 11,3.19709115883551,10.0,1.2615384615384615,S3,5·5 | 7·151 | 11·11
41866825,13,5,5,7,7,11,239,3220525,25,49,2629,1.0,1.0,21.727272727272727,0.0,0.0,3.07856827913314,3.07856827913314,False,False,True,C,5·5,7·7,11·239,13 * 5 * 5 * 7 * 7 * 11 * 239,3.19709115883551,10.0,1.2615384615384615,S3,5·5 | 7·7 | 11·239
42287245,13,5,17,7,7,11,71,3252865,85,49,781,3.4,1.0,6.454545454545454,1.2237754316221157,0.0,1.8647846042429448,3.0885600358650604,True,False,True,A+C,5·17,7·7,11·71,13 * 5 * 17 * 7 * 7 * 11 * 71,3.4157601047094523,12.0,1.0968325791855205,S3,5·17 | 7·7 | 11·71
42707665,13,5,53,7,7,11,23,3285205,265,49,253,10.6,1.0,2.090909090909091,2.3608540011180215,0.0,0.7375989431307791,3.0984529442488005,True,False,True,A+C,5·53,7·7,11·23,13 * 5 * 53 * 7 * 7 * 11 * 23,3.382439108831205,22.0,1.125689404934688,S3,5·53 | 7·7 | 11·23
42887845,13,5,41,7,19,11,11,3299065,205,133,121,8.2,2.7142857142857144,1.0,2.1041341542702074,0.9985288301111273,0.0,3.1026629843813347,True,True,False,A+B,5·41,7·19,11·11,13 * 5 * 41 * 7 * 19 * 11 * 11,2.9859978256127633,28.0,1.349343339587242,S3,5·41 | 7·19 | 11·11
43548505,13,5,113,7,7,11,11,3349885,565,49,121,22.6,1.0,1.0,3.1179499062782403,0.0,0.0,3.1179499062782403,True,False,False,A,5·113,7·7,11·11,13 * 5 * 113 * 7 * 7 * 11 * 11,2.9419087682146916,64.0,1.3571136827773995,S3,5·113 | 7·7 | 11·11
43853425,109,5,5,7,19,11,11,402325,25,133,121,1.0,2.7142857142857144,1.0,0.0,0.9985288301111273,0.0,0.9985288301111273,False,True,False,B,5·5,7·19,11·11,109 * 5 * 5 * 7 * 19 * 11 * 11,3.4936369679052106,34.0,1.075229357798165,S1,5·5 | 7·19 | 11·11
43968925,13,5,5,7,7,11,251,3382225,25,49,2761,1.0,1.0,22.818181818181817,0.0,0.0,3.1275576663334133,3.1275576663334133,False,False,True,C,5·5,7·7,11·251,13 * 5 * 5 * 7 * 7 * 11 * 251,3.19709115883551,10.0,1.2615384615384615,S3,5·5 | 7·7 | 11·251
44160025,13,5,5,7,7,47,59,3396925,25,49,2773,1.0,1.0,22.917355371900825,0.0,0.0,3.131894500019037,3.131894500019037,False,False,True,C,5·5,7·7,47·59,13 * 5 * 5 * 7 * 7 * 47 * 59,3.19709115883551,10.0,1.2615384615384615,S3,5·5 | 7·7 | 47·59
44869825,13,5,5,7,163,11,11,3451525,25,1141,121,1.0,23.285714285714285,1.0,0.0,3.147840051751449,0.0,3.147840051751449,False,True,False,B,5·5,7·163,11·11,13 * 5 * 5 * 7 * 163 * 11 * 11,3.19709115883551,10.0,1.2615384615384615,S3,5·5 | 7·163 | 11·11
44971465,37,5,41,7,7,11,11,1215445,205,49,121,8.2,1.0,1.0,2.1041341542702074,0.0,0.0,2.1041341542702074,True,False,False,A,5·41,7·7,11·11,37 * 5 * 41 * 7 * 7 * 11 * 11,3.408851751745704,28.0,1.0499670402109427,S2,5·41 | 7·7 | 11·11
45470425,13,5,5,7,79,11,23,3497725,25,553,253,1.0,11.285714285714286,2.090909090909091,0.0,2.423537703411708,0.7375989431307791,3.161136646542487,False,True,True,B+C,5·5,7·79,11·23,13 * 5 * 5 * 7 * 79 * 11 * 23,3.19709115883551,10.0,1.2615384615384615,S3,5·5 | 7·79 | 11·23
45770725,13,5,5,7,31,11,59,3520825,25,217,649,1.0,4.428571428571429,5.363636363636363,0.0,1.488077055429833,1.6796421711073488,3.167719226537182,False,True,True,B+C,5·5,7·31,11·59,13 * 5 * 5 * 7 * 31 * 11 * 59,3.19709115883551,10.0,1.2615384615384615,S3,5·5 | 7·31 | 11·59
46071025,13,5,5,7,7,11,263,3543925,25,49,2893,1.0,1.0,23.90909090909091,0.0,0.0,3.174258759379394,3.174258759379394,False,False,True,C,5·5,7·7,11·263,13 * 5 * 5 * 7 * 7 * 11 * 263,3.19709115883551,10.0,1.2615384615384615,S3,5·5 | 7·7 | 11·263
46232725,73,5,5,7,7,11,47,633325,25,49,517,1.0,1.0,4.2727272727272725,0.0,0.0,1.452252328911688,1.452252328911688,False,False,True,C,5·5,7·7,11·47,73 * 5 * 5 * 7 * 7 * 11 * 47,3.426323092112505,28.0,1.1287671232876713,S1,5·5 | 7·7 | 11·47
46394425,313,5,5,7,7,11,11,148225,25,49,121,1.0,1.0,1.0,0.0,0.0,0.0,0.0,False,False,False,grundzustand,5·5,7·7,11·11,313 * 5 * 5 * 7 * 7 * 11 * 11,3.0396742861089194,160.0,1.2984025559105432,S1,5·5 | 7·7 | 11·11
46575529,13,17,17,7,7,11,23,3582733,289,49,253,11.56,1.0,2.090909090909091,2.4475508632442313,0.0,0.7375989431307791,3.1851498063750103,True,False,True,A+C,17·17,7·7,11·23,13 * 17 * 17 * 7 * 7 * 11 * 23,3.6344290505833943,14.0,0.9321266968325792,S3,17·17 | 7·7 | 11·23
46726225,13,5,5,7,19,23,47,3594325,25,133,1081,1.0,2.7142857142857144,8.933884297520661,0.0,0.9985288301111273,2.189851272042467,3.1883801021535945,False,True,True,B+C,5·5,7·19,23·47,13 * 5 * 5 * 7 * 19 * 23 * 47,3.19709115883551,10.0,1.2615384615384615,S3,5·5 | 7·19 | 23·47
47305825,73,5,5,7,7,23,23,648025,25,49,529,1.0,1.0,4.371900826446281,0.0,0.0,1.4751978862615585,1.4751978862615585,False,False,True,C,5·5,7·7,23·23,73 * 5 * 5 * 7 * 7 * 23 * 23,3.426323092112505,28.0,1.1287671232876713,S1,5·5 | 7·7 | 23·23
47752705,13,5,29,7,7,11,47,3673285,145,49,517,5.8,1.0,4.2727272727272725,1.7578579175523736,0.0,1.452252328911688,3.210110246464062,True,False,True,A+C,5·29,7·7,11·47,13 * 5 * 29 * 7 * 7 * 11 * 47,3.2802323907239512,18.0,1.2063660477453582,S3,5·29 | 7·7 | 11·47
47919025,73,5,5,7,31,11,11,656425,25,217,121,1.0,4.428571428571429,1.0,0.0,1.488077055429833,0.0,1.488077055429833,False,True,False,B,5·5,7·31,11·11,73 * 5 * 5 * 7 * 31 * 11 * 11,3.426323092112505,28.0,1.1287671232876713,S1,5·5 | 7·31 | 11·11
47982025,13,5,5,7,7,23,131,3690925,25,49,3013,1.0,1.0,24.90082644628099,0.0,0.0,3.21490099353356,3.21490099353356,False,False,True,C,5·5,7·7,23·131,13 * 5 * 5 * 7 * 7 * 23 * 131,3.19709115883551,10.0,1.2615384615384615,S3,5·5 | 7·7 | 23·131
48267505,13,5,17,19,19,11,11,3712885,85,361,121,3.4,7.36734693877551,1.0,1.2237754316221157,1.9970576602222543,0.0,3.22083309184437,True,True,False,A+B,5·17,19·19,11·11,13 * 5 * 17 * 19 * 19 * 11 * 11,3.4157601047094523,12.0,1.0968325791855205,S3,5·17 | 19·19 | 11·11
48430525,13,5,5,19,31,11,23,3725425,25,589,253,1.0,12.020408163265307,2.090909090909091,0.0,2.48660588554096,0.7375989431307791,3.224204828671739,False,True,True,B+C,5·5,19·31,11·23,13 * 5 * 5 * 19 * 31 * 11 * 23,3.19709115883551,10.0,1.2615384615384615,S3,5·5 | 19·31 | 11·23
48496525,61,5,5,7,7,11,59,795025,25,49,649,1.0,1.0,5.363636363636363,0.0,0.0,1.6796421711073488,1.6796421711073488,False,False,True,C,5·5,7·7,11·59,61 * 5 * 5 * 7 * 7 * 11 * 59,3.0903554861863745,34.0,1.2918032786885245,S1,5·5 | 7·7 | 11·59
48658225,157,5,5,7,7,11,23,309925,25,49,253,1.0,1.0,2.090909090909091,0.0,0.0,0.7375989431307791,0.7375989431307791,False,False,True,C,5·5,7·7,11·23,157 * 5 * 5 * 7 * 7 * 11 * 23,3.2857470407029474,70.0,1.2203821656050957,S1,5·5 | 7·7 | 11·23
48861085,13,5,29,7,7,23,23,3758545,145,49,529,5.8,1.0,4.371900826446281,1.7578579175523736,0.0,1.4751978862615585,3.233055803813932,True,False,True,A+C,5·29,7·7,23·23,13 * 5 * 29 * 7 * 7 * 23 * 23,3.2802323907239512,18.0,1.2063660477453582,S3,5·29 | 7·7 | 23·23
48884605,97,5,17,7,7,11,11,503965,85,49,121,3.4,1.0,1.0,1.2237754316221157,0.0,0.0,1.2237754316221157,True,False,False,A,5·17,7·7,11·11,97 * 5 * 17 * 7 * 7 * 11 * 11,3.58553837867779,42.0,1.0064281382656155,S1,5·17 | 7·7 | 11·11
48996325,37,5,5,7,7,23,47,1324225,25,49,1081,1.0,1.0,8.933884297520661,0.0,0.0,2.189851272042467,2.189851272042467,False,False,True,C,5·5,7·7,23·47,37 * 5 * 5 * 7 * 7 * 23 * 47,3.6199450849684505,10.0,0.9621621621621622,S2,5·5 | 7·7 | 23·47
49434385,13,5,17,7,7,11,83,3802645,85,49,913,3.4,1.0,7.545454545454546,1.2237754316221157,0.0,2.0209453349982276,3.2447207666203433,True,False,True,A+C,5·17,7·7,11·83,13 * 5 * 17 * 7 * 7 * 11 * 83,3.4157601047094523,12.0,1.0968325791855205,S3,5·17 | 7·7 | 11·83
49494445,13,5,29,7,31,11,11,3807265,145,217,121,5.8,4.428571428571429,1.0,1.7578579175523736,1.488077055429833,0.0,3.245934972982207,True,True,False,A+B,5·29,7·31,11·11,13 * 5 * 29 * 7 * 31 * 11 * 11,3.2802323907239512,18.0,1.2063660477453582,S3,5·29 | 7·31 | 11·11
49951825,337,5,5,7,7,11,11,148225,25,49,121,1.0,1.0,1.0,0.0,0.0,0.0,0.0,False,False,False,grundzustand,5·5,7·7,11·11,337 * 5 * 5 * 7 * 7 * 11 * 11,3.2727043020723396,148.0,1.2272997032640949,S1,5·5 | 7·7 | 11·11
50060725,13,5,5,19,67,11,11,3850825,25,1273,121,1.0,25.979591836734695,1.0,0.0,3.25731130044678,0.0,3.25731130044678,False,True,False,B,5·5,19·67,11·11,13 * 5 * 5 * 19 * 67 * 11 * 11,3.19709115883551,10.0,1.2615384615384615,S3,5·5 | 19·67 | 11·11
50575525,13,5,5,7,43,11,47,3890425,25,301,517,1.0,6.142857142857143,4.2727272727272725,0.0,1.8152899666382492,1.452252328911688,3.267542295549937,False,True,True,B+C,5·5,7·43,11·47,13 * 5 * 5 * 7 * 43 * 11 * 47,3.19709115883551,10.0,1.2615384615384615,S3,5·5 | 7·43 | 11·47
50612485,37,5,17,7,19,11,11,1367905,85,133,121,3.4,2.7142857142857144,1.0,1.2237754316221157,0.9985288301111273,0.0,2.222304261733243,True,True,False,A+B,5·17,7·19,11·11,37 * 5 * 17 * 7 * 19 * 11 * 11,3.8386140308423924,12.0,0.7974562798092211,S2,5·17 | 7·19 | 11·11
50783425,37,5,5,7,31,11,23,1372525,25,217,253,1.0,4.428571428571429,2.090909090909091,0.0,1.488077055429833,0.7375989431307791,2.2256759985606123,False,True,True,B+C,5·5,7·31,11·23,37 * 5 * 5 * 7 * 31 * 11 * 23,3.6199450849684505,10.0,0.9621621621621622,S2,5·5 | 7·31 | 11·23
50875825,13,5,5,7,19,11,107,3913525,25,133,1177,1.0,2.7142857142857144,9.727272727272727,0.0,0.9985288301111273,2.2749335616635356,3.273462391774663,False,True,True,B+C,5·5,7·19,11·107,13 * 5 * 5 * 7 * 19 * 11 * 107,3.19709115883551,10.0,1.2615384615384615,S3,5·5 | 7·19 | 11·107
51314725,61,5,5,7,19,11,23,841225,25,133,253,1.0,2.7142857142857144,2.090909090909091,0.0,0.9985288301111273,0.7375989431307791,1.7361277732419063,False,True,True,B+C,5·5,7·19,11·23,61 * 5 * 5 * 7 * 19 * 11 * 23,3.0903554861863745,34.0,1.2918032786885245,S1,5·5 | 7·19 | 11·23
51730525,349,5,5,7,7,11,11,148225,25,49,121,1.0,1.0,1.0,0.0,0.0,0.0,0.0,False,False,False,grundzustand,5·5,7·7,11·11,349 * 5 * 5 * 7 * 7 * 11 * 11,3.514146912044657,94.0,1.0578796561604586,S1,5·5 | 7·7 | 11·11
51749425,13,5,5,7,43,23,23,3980725,25,301,529,1.0,6.142857142857143,4.371900826446281,0.0,1.8152899666382492,1.4751978862615585,3.2904878528998074,False,True,True,B+C,5·5,7·43,23·23,13 * 5 * 5 * 7 * 43 * 23 * 23,3.19709115883551,10.0,1.2615384615384615,S3,5·5 | 7·43 | 23·23
52420225,13,5,5,31,43,11,11,4032325,25,1333,121,1.0,27.20408163265306,1.0,0.0,3.303367022068082,0.0,3.303367022068082,False,True,False,B,5·5,31·43,11·11,13 * 5 * 5 * 31 * 43 * 11 * 11,3.19709115883551,10.0,1.2615384615384615,S3,5·5 | 31·43 | 11·11
52442005,61,5,29,7,7,11,11,859705,145,49,121,5.8,1.0,1.0,1.7578579175523736,0.0,0.0,1.7578579175523736,True,False,False,A,5·29,7·7,11·11,61 * 5 * 29 * 7 * 7 * 11 * 11,3.1734967180748157,42.0,1.2366308648954212,S1,5·29 | 7·7 | 11·11
52492825,37,5,5,7,67,11,11,1418725,25,469,121,1.0,9.571428571428571,1.0,0.0,2.2587824703356527,0.0,2.2587824703356527,False,True,False,B,5·5,7·67,11·11,37 * 5 * 5 * 7 * 67 * 11 * 11,3.6199450849684505,10.0,0.9621621621621622,S2,5·5 | 7·67 | 11·11
52797745,13,5,137,7,7,11,11,4061365,685,49,121,27.4,1.0,1.0,3.3105430133940246,0.0,0.0,3.3105430133940246,True,False,False,A,5·137,7·7,11·11,13 * 5 * 137 * 7 * 7 * 11 * 11,3.311967764252409,52.0,1.1827063447501405,S3,5·137 | 7·7 | 11·11
53141725,13,5,5,7,7,47,71,4087825,25,49,3337,1.0,1.0,27.578512396694215,0.0,0.0,3.317036933154633,3.317036933154633,False,False,True,C,5·5,7·7,47·71,13 * 5 * 5 * 7 * 7 * 47 * 71,3.19709115883551,10.0,1.2615384615384615,S3,5·5 | 7·7 | 47·71
53347525,37,5,5,7,7,11,107,1441825,25,49,1177,1.0,1.0,9.727272727272727,0.0,0.0,2.2749335616635356,2.2749335616635356,False,False,True,C,5·5,7·7,11·107,37 * 5 * 5 * 7 * 7 * 11 * 107,3.6199450849684505,10.0,0.9621621621621622,S2,5·5 | 7·7 | 11·107
53722669,13,17,41,7,7,11,11,4132513,697,49,121,27.88,1.0,1.0,3.327909585892323,0.0,0.0,3.327909585892323,True,False,False,A,17·41,7·7,11·11,13 * 17 * 41 * 7 * 7 * 11 * 11,3.204666771486705,30.0,1.1846374572343008,S3,17·41 | 7·7 | 11·11
54479425,13,5,5,7,7,11,311,4190725,25,49,3421,1.0,1.0,28.272727272727273,0.0,0.0,3.3418976393808637,3.3418976393808637,False,False,True,C,5·5,7·7,11·311,13 * 5 * 5 * 7 * 7 * 11 * 311,3.19709115883551,10.0,1.2615384615384615,S3,5·5 | 7·7 | 11·311
54779725,13,5,5,7,199,11,11,4213825,25,1393,121,1.0,28.428571428571427,1.0,0.0,3.3473946756691793,0.0,3.3473946756691793,False,True,False,B,5·5,7·199,11·11,13 * 5 * 5 * 7 * 199 * 11 * 11,3.19709115883551,10.0,1.2615384615384615,S3,5·5 | 7·199 | 11·11
54932185,109,5,17,7,7,11,11,503965,85,49,121,3.4,1.0,1.0,1.2237754316221157,0.0,0.0,1.2237754316221157,True,False,False,A,5·17,7·7,11·11,109 * 5 * 17 * 7 * 7 * 11 * 11,3.7123059137791525,36.0,0.910523475445224,S1,5·17 | 7·7 | 11·11
55080025,13,5,5,7,31,11,71,4236925,25,217,781,1.0,4.428571428571429,6.454545454545454,0.0,1.488077055429833,1.8647846042429448,3.3528616596727776,False,True,True,B+C,5·5,7·31,11·71,13 * 5 * 5 * 7 * 31 * 11 * 71,3.19709115883551,10.0,1.2615384615384615,S3,5·5 | 7·31 | 11·71
55287925,373,5,5,7,7,11,11,148225,25,49,121,1.0,1.0,1.0,0.0,0.0,0.0,0.0,False,False,False,grundzustand,5·5,7·7,11·11,373 * 5 * 5 * 7 * 7 * 11 * 11,3.4142024735704153,130.0,1.1378016085790885,S1,5·5 | 7·7 | 11·11
55434925,13,5,5,7,7,59,59,4264225,25,49,3481,1.0,1.0,28.768595041322314,0.0,0.0,3.3592843422146976,3.3592843422146976,False,False,True,C,5·5,7·7,59·59,13 * 5 * 5 * 7 * 7 * 59 * 59,3.19709115883551,10.0,1.2615384615384615,S3,5·5 | 7·7 | 59·59
55440385,13,5,53,7,19,11,11,4264645,265,133,121,10.6,2.7142857142857144,1.0,2.3608540011180215,0.9985288301111273,0.0,3.3593828312291487,True,True,False,A+B,5·53,7·19,11·11,13 * 5 * 53 * 7 * 19 * 11 * 11,3.382439108831205,22.0,1.125689404934688,S3,5·53 | 7·19 | 11·11
55542025,61,5,5,7,43,11,11,910525,25,301,121,1.0,6.142857142857143,1.0,0.0,1.8152899666382492,0.0,1.8152899666382492,False,True,False,B,5·5,7·43,11·11,61 * 5 * 5 * 7 * 43 * 11 * 11,3.0903554861863745,34.0,1.2918032786885245,S1,5·5 | 7·43 | 11·11
56096425,181,5,5,7,7,11,23,309925,25,49,253,1.0,1.0,2.090909090909091,0.0,0.0,0.7375989431307791,0.7375989431307791,False,False,True,C,5·5,7·7,11·23,181 * 5 * 5 * 7 * 7 * 11 * 23,3.0522786605965706,94.0,1.2972375690607736,S1,5·5 | 7·7 | 11·23
57422365,13,5,149,7,7,11,11,4417105,745,49,121,29.8,1.0,1.0,3.3945083935113587,0.0,0.0,3.3945083935113587,True,False,False,A,5·149,7·7,11·11,13 * 5 * 149 * 7 * 7 * 11 * 11,3.0500128034471077,78.0,1.3313371192565824,S3,5·149 | 7·7 | 11·11
58036825,73,5,5,7,7,11,59,795025,25,49,649,1.0,1.0,5.363636363636363,0.0,0.0,1.6796421711073488,1.6796421711073488,False,False,True,C,5·5,7·7,11·59,73 * 5 * 5 * 7 * 7 * 11 * 59,3.426323092112505,28.0,1.1287671232876713,S1,5·5 | 7·7 | 11·59
58083025,13,5,5,7,211,11,11,4467925,25,1477,121,1.0,30.142857142857142,1.0,0.0,3.405947984420753,0.0,3.405947984420753,False,True,False,B,5·5,7·211,11·11,13 * 5 * 5 * 7 * 211 * 11 * 11,3.19709115883551,10.0,1.2615384615384615,S3,5·5 | 7·211 | 11·11
58133845,37,5,53,7,7,11,11,1571185,265,49,121,10.6,1.0,1.0,2.3608540011180215,0.0,0.0,2.3608540011180215,True,False,False,A,5·53,7·7,11·11,37 * 5 * 53 * 7 * 7 * 11 * 11,3.805293034964145,22.0,0.8263131055583885,S2,5·53 | 7·7 | 11·11
58360225,61,5,5,7,7,11,71,956725,25,49,781,1.0,1.0,6.454545454545454,0.0,0.0,1.8647846042429448,1.8647846042429448,False,False,True,C,5·5,7·7,11·71,61 * 5 * 5 * 7 * 7 * 11 * 71,3.0903554861863745,34.0,1.2918032786885245,S1,5·5 | 7·7 | 11·71
58530745,13,5,17,7,7,23,47,4502365,85,49,1081,3.4,1.0,8.933884297520661,1.2237754316221157,0.0,2.189851272042467,3.413626703664583,True,False,True,A+C,5·17,7·7,23·47,13 * 5 * 17 * 7 * 7 * 23 * 47,3.4157601047094523,12.0,1.0968325791855205,S3,5·17 | 7·7 | 23·47
58656325,13,5,5,7,19,23,59,4512025,25,133,1357,1.0,2.7142857142857144,11.214876033057852,0.0,0.9985288301111273,2.417241114238128,3.4157699443492553,False,True,True,B+C,5·5,7·19,23·59,13 * 5 * 5 * 7 * 19 * 23 * 59,3.19709115883551,10.0,1.2615384615384615,S3,5·5 | 7·19 | 23·59
58845325,397,5,5,7,7,11,11,148225,25,49,121,1.0,1.0,1.0,0.0,0.0,0.0,0.0,False,False,False,grundzustand,5·5,7·7,11·11,397 * 5 * 5 * 7 * 7 * 11 * 11,3.4792148909782252,118.0,1.087153652392947,S1,5·5 | 7·7 | 11·11
59026825,13,5,5,19,79,11,11,4540525,25,1501,121,1.0,30.632653061224488,1.0,0.0,3.4220665335228353,0.0,3.4220665335228353,False,True,False,B,5·5,19·79,11·11,13 * 5 * 5 * 19 * 79 * 11 * 11,3.19709115883551,10.0,1.2615384615384615,S3,5·5 | 19·79 | 11·11
59284225,13,5,5,7,103,11,23,4560325,25,721,253,1.0,14.714285714285714,2.090909090909091,0.0,2.6888188391743224,0.7375989431307791,3.4264177823051014,False,True,True,B+C,5·5,7·103,11·23,13 * 5 * 5 * 7 * 103 * 11 * 23,3.19709115883551,10.0,1.2615384615384615,S3,5·5 | 7·103 | 11·23
59815525,193,5,5,7,7,11,23,309925,25,49,253,1.0,1.0,2.090909090909091,0.0,0.0,0.7375989431307791,0.7375989431307791,False,False,True,C,5·5,7·7,11·23,193 * 5 * 5 * 7 * 7 * 11 * 23,3.257019313956718,88.0,1.2352331606217617,S1,5·5 | 7·7 | 11·23
59944885,13,5,29,7,7,11,59,4611145,145,49,649,5.8,1.0,5.363636363636363,1.7578579175523736,0.0,1.6796421711073488,3.4375000886597222,True,False,True,A+C,5·29,7·7,11·59,13 * 5 * 29 * 7 * 7 * 11 * 59,3.2802323907239512,18.0,1.2063660477453582,S3,5·29 | 7·7 | 11·59
60461401,13,17,17,7,19,11,11,4650877,289,133,121,11.56,2.7142857142857144,1.0,2.4475508632442313,0.9985288301111273,0.0,3.4460796933553586,True,True,False,A+B,17·17,7·19,11·11,13 * 17 * 17 * 7 * 19 * 11 * 11,3.6344290505833943,14.0,0.9321266968325792,S3,17·17 | 7·19 | 11·11
60624025,409,5,5,7,7,11,11,148225,25,49,121,1.0,1.0,1.0,0.0,0.0,0.0,0.0,False,False,False,grundzustand,5·5,7·7,11·11,409 * 5 * 5 * 7 * 7 * 11 * 11,3.6362038147735802,64.0,0.9466992665036675,S1,5·5 | 7·7 | 11·11
60657025,13,5,5,19,19,11,47,4665925,25,361,517,1.0,7.36734693877551,4.2727272727272725,0.0,1.9970576602222543,1.452252328911688,3.4493099891339423,False,True,True,B+C,5·5,19·19,11·47,13 * 5 * 5 * 19 * 19 * 11 * 47,3.19709115883551,10.0,1.2615384615384615,S3,5·5 | 19·19 | 11·47
60665605,13,5,17,7,31,11,23,4666585,85,217,253,3.4,4.428571428571429,2.090909090909091,1.2237754316221157,1.488077055429833,0.7375989431307791,3.4494514301827275,True,True,True,A+B+C,5·17,7·31,11·23,13 * 5 * 17 * 7 * 31 * 11 * 23,3.4157601047094523,12.0,1.0968325791855205,S3,5·17 | 7·31 | 11·23
60785725,13,5,5,7,7,11,347,4675825,25,49,3817,1.0,1.0,31.545454545454547,0.0,0.0,3.4514295071484886,3.4514295071484886,False,False,True,C,5·5,7·7,11·347,13 * 5 * 5 * 7 * 7 * 11 * 347,3.19709115883551,10.0,1.2615384615384615,S3,5·5 | 7·7 | 11·347
61167925,13,5,5,7,7,23,167,4705225,25,49,3841,1.0,1.0,31.74380165289256,0.0,0.0,3.4576974827491638,3.4576974827491638,False,False,True,C,5·5,7·7,23·167,13 * 5 * 5 * 7 * 7 * 23 * 167,3.19709115883551,10.0,1.2615384615384615,S3,5·5 | 7·7 | 23·167
61386325,13,5,5,7,223,11,11,4722025,25,1561,121,1.0,31.857142857142858,1.0,0.0,3.4612616224048054,0.0,3.4612616224048054,False,True,False,B,5·5,7·223,11·11,13 * 5 * 5 * 7 * 223 * 11 * 11,3.19709115883551,10.0,1.2615384615384615,S3,5·5 | 7·223 | 11·11
61409425,73,5,5,7,19,11,23,841225,25,133,253,1.0,2.7142857142857144,2.090909090909091,0.0,0.9985288301111273,0.7375989431307791,1.7361277732419063,False,True,True,B+C,5·5,7·19,11·23,73 * 5 * 5 * 7 * 19 * 11 * 23,3.426323092112505,28.0,1.1287671232876713,S1,5·5 | 7·19 | 11·23
