u,v,weight,contexts
101,1181,3.322913510736208,2
101,1193,3.322913510736208,2
101,1217,3.322913510736208,2
101,1229,3.322913510736208,2
113,977,3.322913510736208,2
113,1013,3.322913510736208,2
113,1049,3.322913510736208,2
113,1061,3.322913510736208,2
113,1097,3.322913510736208,2
113,1109,3.322913510736208,2
113,1181,3.322913510736208,2
113,1193,3.322913510736208,2
113,1217,3.322913510736208,2
113,1229,3.322913510736208,2
137,977,3.322913510736208,2
137,1013,3.322913510736208,2
137,1049,3.322913510736208,2
137,1061,3.322913510736208,2
137,1097,3.322913510736208,2
137,1109,3.322913510736208,2
