n,Faktorisierung,P_A,P_B,P_C,R_A,R_B,R_C,exc_combo,theta_sum_mod_2pi,wedge_sum,wedge_norm_sum
443127685,13 * 5 * 29 * 7 * 43 * 11 * 71,145,301,781,5.8,6.142857142857143,6.454545454545454,A+B+C,3.2802323907239512,18.0,1.2063660477453582
443367925,13 * 5 * 5 * 7 * 7 * 11 * 2531,25,49,27841,1.0,1.0,230.0909090909091,C,3.19709115883551,10.0,1.2615384615384615
443401525,37 * 5 * 5 * 7 * 31 * 47 * 47,25,217,2209,1.0,4.428571428571429,18.25619834710744,B+C,3.6199450849684505,10.0,0.9621621621621622
443603545,37 * 5 * 149 * 7 * 19 * 11 * 11,745,133,121,29.8,2.7142857142857144,1.0,A+B,3.472866729580048,78.0,1.031960819880283
443626645,421 * 5 * 17 * 7 * 7 * 11 * 23,85,49,253,3.4,1.0,2.090909090909091,A+C,3.252833645859079,216.0,1.1341064691910019
443717725,73 * 5 * 5 * 31 * 31 * 11 * 23,25,961,253,1.0,19.612244897959183,2.090909090909091,B+C,3.426323092112505,28.0,1.1287671232876713
443754025,13 * 5 * 5 * 19 * 139 * 11 * 47,25,2641,517,1.0,53.89795918367347,4.2727272727272725,B+C,3.19709115883551,10.0,1.2615384615384615
443788345,13 * 5 * 53 * 7 * 7 * 11 * 239,265,49,2629,10.6,1.0,21.727272727272727,A+C,3.382439108831205,22.0,1.125689404934688
443945425,37 * 5 * 5 * 7 * 271 * 11 * 23,25,1897,253,1.0,38.714285714285715,2.090909090909091,B+C,3.6199450849684505,10.0,0.9621621621621622
444014725,397 * 5 * 5 * 7 * 7 * 11 * 83,25,49,913,1.0,1.0,7.545454545454546,C,3.4792148909782252,118.0,1.087153652392947
444060925,313 * 5 * 5 * 7 * 67 * 11 * 11,25,469,121,1.0,9.571428571428571,1.0,B,3.0396742861089194,160.0,1.2984025559105432
444132325,13 * 5 * 5 * 7 * 7 * 167 * 167,25,49,27889,1.0,1.0,230.48760330578511,C,3.19709115883551,10.0,1.2615384615384615
444823225,3001 * 5 * 5 * 7 * 7 * 11 * 11,25,49,121,1.0,1.0,1.0,grundzustand,3.4113669424175237,1024.0,1.1398867044318561
445224325,13 * 5 * 5 * 7 * 31 * 59 * 107,25,217,6313,1.0,4.428571428571429,52.17355371900826,B+C,3.19709115883551,10.0,1.2615384615384615
445258825,61 * 5 * 5 * 19 * 127 * 11 * 11,25,2413,121,1.0,49.244897959183675,1.0,B,3.0903554861863745,34.0,1.2918032786885245
445384225,13 * 5 * 5 * 19 * 79 * 11 * 83,25,1501,913,1.0,30.632653061224488,7.545454545454546,B+C,3.19709115883551,10.0,1.2615384615384615
445470025,13 * 5 * 5 * 7 * 7 * 11 * 2543,25,49,27973,1.0,1.0,231.1818181818182,C,3.19709115883551,10.0,1.2615384615384615
445572925,109 * 5 * 5 * 7 * 7 * 47 * 71,25,49,3337,1.0,1.0,27.578512396694215,C,3.4936369679052106,34.0,1.075229357798165
445770325,13 * 5 * 5 * 7 * 379 * 11 * 47,25,2653,517,1.0,54.142857142857146,4.2727272727272725,B+C,3.19709115883551,10.0,1.2615384615384615
445794349,13 * 17 * 17 * 7 * 67 * 11 * 23,289,469,253,11.56,9.571428571428571,2.090909090909091,A+B+C,3.6344290505833943,14.0,0.9321266968325792
445825765,37 * 5 * 17 * 7 * 7 * 11 * 263,85,49,2893,3.4,1.0,23.90909090909091,A+C,3.8386140308423924,12.0,0.7974562798092211
445885825,73 * 5 * 5 * 7 * 19 * 11 * 167,25,133,1837,1.0,2.7142857142857144,15.181818181818182,B+C,3.426323092112505,28.0,1.1287671232876713
446118925,61 * 5 * 5 * 7 * 79 * 23 * 23,25,553,529,1.0,11.285714285714286,4.371900826446281,B+C,3.0903554861863745,34.0,1.2918032786885245
446155633,73 * 17 * 29 * 7 * 7 * 11 * 23,493,49,253,19.72,1.0,2.090909090909091,A+C,3.7281332698748884,38.0,0.9088888271416267
446263825,337 * 5 * 5 * 7 * 7 * 23 * 47,25,49,1081,1.0,1.0,8.933884297520661,C,3.2727043020723396,148.0,1.2272997032640949
446362345,13 * 5 * 29 * 19 * 103 * 11 * 11,145,1957,121,5.8,39.93877551020408,1.0,A+B,3.2802323907239512,18.0,1.2063660477453582
446587225,37 * 5 * 5 * 7 * 7 * 59 * 167,25,49,9853,1.0,1.0,81.4297520661157,C,3.6199450849684505,10.0,0.9621621621621622
446595457,61 * 17 * 17 * 7 * 7 * 11 * 47,289,49,517,11.56,1.0,4.2727272727272725,A+C,3.5276933779342583,38.0,0.9623915139826422
446638225,409 * 5 * 5 * 19 * 19 * 11 * 11,25,361,121,1.0,7.36734693877551,1.0,B,3.6362038147735802,64.0,0.9466992665036675
446731285,13 * 5 * 41 * 7 * 7 * 11 * 311,205,49,3421,8.2,1.0,28.272727272727273,A+C,2.9859978256127633,28.0,1.349343339587242
447075265,13 * 5 * 17 * 7 * 7 * 23 * 359,85,49,8257,3.4,1.0,68.2396694214876,A+C,3.4157601047094523,12.0,1.0968325791855205
447236725,13 * 5 * 5 * 19 * 67 * 23 * 47,25,1273,1081,1.0,25.979591836734695,8.933884297520661,B+C,3.19709115883551,10.0,1.2615384615384615
447281065,97 * 5 * 29 * 7 * 7 * 11 * 59,145,49,649,5.8,1.0,5.363636363636363,A+C,3.4500106646922895,48.0,1.1159616068254534
447326425,13 * 5 * 5 * 7 * 103 * 23 * 83,25,721,1909,1.0,14.714285714285714,15.776859504132231,B+C,3.19709115883551,10.0,1.2615384615384615
447327925,181 * 5 * 5 * 19 * 43 * 11 * 11,25,817,121,1.0,16.6734693877551,1.0,B,3.0522786605965706,94.0,1.2972375690607736
447364225,37 * 5 * 5 * 7 * 571 * 11 * 11,25,3997,121,1.0,81.57142857142857,1.0,B,3.6199450849684505,10.0,0.9621621621621622
447400525,13 * 5 * 5 * 31 * 367 * 11 * 11,25,11377,121,1.0,232.18367346938774,1.0,B,3.19709115883551,10.0,1.2615384615384615
447553645,61 * 5 * 17 * 7 * 19 * 11 * 59,85,133,649,3.4,2.7142857142857144,5.363636363636363,A+B+C,3.3090244320603164,36.0,1.1270973963355835
447829525,13 * 5 * 5 * 19 * 19 * 11 * 347,25,361,3817,1.0,7.36734693877551,31.545454545454547,B+C,3.19709115883551,10.0,1.2615384615384615
447872425,13 * 5 * 5 * 7 * 1627 * 11 * 11,25,11389,121,1.0,232.42857142857142,1.0,B,3.19709115883551,10.0,1.2615384615384615
447954325,13 * 5 * 5 * 7 * 7 * 23 * 1223,25,49,28129,1.0,1.0,232.47107438016528,C,3.19709115883551,10.0,1.2615384615384615
448040425,61 * 5 * 5 * 7 * 19 * 47 * 47,25,133,2209,1.0,2.7142857142857144,18.25619834710744,B+C,3.0903554861863745,34.0,1.2918032786885245
448145425,13 * 5 * 5 * 7 * 7 * 107 * 263,25,49,28141,1.0,1.0,232.5702479338843,C,3.19709115883551,10.0,1.2615384615384615
448244797,13 * 17 * 53 * 7 * 7 * 11 * 71,901,49,781,36.04,1.0,6.454545454545454,A+C,3.601108054705147,24.0,0.9609835225817467
448336525,13 * 5 * 5 * 7 * 7 * 47 * 599,25,49,28153,1.0,1.0,232.6694214876033,C,3.19709115883551,10.0,1.2615384615384615
448707325,37 * 5 * 5 * 19 * 211 * 11 * 11,25,4009,121,1.0,81.81632653061224,1.0,B,3.6199450849684505,10.0,0.9621621621621622
448773325,13 * 5 * 5 * 7 * 79 * 11 * 227,25,553,2497,1.0,11.285714285714286,20.636363636363637,B+C,3.19709115883551,10.0,1.2615384615384615
448833385,13 * 5 * 557 * 7 * 7 * 11 * 23,2785,49,253,111.4,1.0,2.090909090909091,A+C,3.0257120324460023,274.0,1.339096809832896
449027425,709 * 5 * 5 * 7 * 7 * 11 * 47,25,49,517,1.0,1.0,4.2727272727272725,C,3.1866748689045403,334.0,1.265444287729196
449030725,13 * 5 * 5 * 43 * 127 * 11 * 23,25,5461,253,1.0,111.44897959183673,2.090909090909091,B+C,3.19709115883551,10.0,1.2615384615384615
449045905,157 * 5 * 17 * 7 * 19 * 11 * 23,85,133,253,3.4,2.7142857142857144,2.090909090909091,A+B+C,3.5044159865768894,72.0,1.0556762832521545
449065225,61 * 5 * 5 * 7 * 31 * 23 * 59,25,217,1357,1.0,4.428571428571429,11.214876033057852,B+C,3.0903554861863745,34.0,1.2918032786885245
449193745,13 * 5 * 41 * 7 * 199 * 11 * 11,205,1393,121,8.2,28.428571428571427,1.0,A+B,2.9859978256127633,28.0,1.349343339587242
449258425,73 * 5 * 5 * 7 * 139 * 11 * 23,25,973,253,1.0,19.857142857142858,2.090909090909091,B+C,3.426323092112505,28.0,1.1287671232876713
449306725,37 * 5 * 5 * 7 * 7 * 23 * 431,25,49,9913,1.0,1.0,81.92561983471074,C,3.6199450849684505,10.0,0.9621621621621622
449397025,1117 * 5 * 5 * 7 * 19 * 11 * 11,25,133,121,1.0,2.7142857142857144,1.0,B,3.105679956975229,550.0,1.2888093106535363
449718325,73 * 5 * 5 * 7 * 7 * 47 * 107,25,49,5029,1.0,1.0,41.56198347107438,C,3.426323092112505,28.0,1.1287671232876713
450056425,13 * 5 * 5 * 7 * 7 * 59 * 479,25,49,28261,1.0,1.0,233.56198347107437,C,3.19709115883551,10.0,1.2615384615384615
450060325,13 * 5 * 5 * 31 * 31 * 11 * 131,25,961,1441,1.0,19.612244897959183,11.909090909090908,B+C,3.19709115883551,10.0,1.2615384615384615
450094645,13 * 5 * 29 * 7 * 7 * 11 * 443,145,49,4873,5.8,1.0,40.27272727272727,A+C,3.2802323907239512,18.0,1.2063660477453582
450159325,3037 * 5 * 5 * 7 * 7 * 11 * 11,25,49,121,1.0,1.0,1.0,grundzustand,3.5841394986949804,598.0,0.9955877510701351
450274825,13 * 5 * 5 * 7 * 19 * 11 * 947,25,133,10417,1.0,2.7142857142857144,86.0909090909091,B+C,3.19709115883551,10.0,1.2615384615384615
450321025,1453 * 5 * 5 * 7 * 7 * 11 * 23,25,49,253,1.0,1.0,2.090909090909091,C,3.7063098013939335,118.0,0.8784583620096353
450362605,193 * 5 * 29 * 7 * 19 * 11 * 11,145,133,121,5.8,2.7142857142857144,1.0,A+B,3.3401605458451593,96.0,1.1800607468286581
450443917,109 * 17 * 41 * 7 * 7 * 11 * 11,697,49,121,27.88,1.0,1.0,A,3.5012125805564063,54.0,0.9983283534940044
450562525,157 * 5 * 5 * 7 * 31 * 23 * 23,25,217,529,1.0,4.428571428571429,4.371900826446281,B+C,3.2857470407029474,70.0,1.2203821656050957
450645325,13 * 5 * 5 * 19 * 19 * 23 * 167,25,361,3841,1.0,7.36734693877551,31.74380165289256,B+C,3.19709115883551,10.0,1.2615384615384615
450791425,73 * 5 * 5 * 7 * 7 * 71 * 71,25,49,5041,1.0,1.0,41.66115702479339,C,3.426323092112505,28.0,1.1287671232876713
450875425,13 * 5 * 5 * 7 * 43 * 11 * 419,25,301,4609,1.0,6.142857142857143,38.09090909090909,B+C,3.19709115883551,10.0,1.2615384615384615
450918013,13 * 17 * 29 * 7 * 19 * 23 * 23,493,133,529,19.72,2.7142857142857144,4.371900826446281,A+B+C,3.498901336597893,20.0,1.041660165392417
451135069,97 * 17 * 17 * 7 * 19 * 11 * 11,289,133,121,11.56,2.7142857142857144,1.0,A+B,3.804207324551733,44.0,0.8417222559126745
451291225,313 * 5 * 5 * 7 * 7 * 11 * 107,25,49,1177,1.0,1.0,9.727272727272727,C,3.0396742861089194,160.0,1.2984025559105432
451335325,193 * 5 * 5 * 7 * 7 * 23 * 83,25,49,1909,1.0,1.0,15.776859504132231,C,3.257019313956718,88.0,1.2352331606217617
451344985,13 * 5 * 17 * 7 * 43 * 23 * 59,85,301,1357,3.4,6.142857142857143,11.214876033057852,A+B+C,3.4157601047094523,12.0,1.0968325791855205
451415965,13 * 5 * 101 * 7 * 19 * 11 * 47,505,133,517,20.2,2.7142857142857144,4.2727272727272725,A+B+C,3.5610701153451543,18.0,0.9605483625285606
451656205,13 * 5 * 41 * 7 * 31 * 11 * 71,205,217,781,8.2,4.428571428571429,6.454545454545454,A+B+C,2.9859978256127633,28.0,1.349343339587242
451776325,13 * 5 * 5 * 7 * 7 * 11 * 2579,25,49,28369,1.0,1.0,234.45454545454547,C,3.19709115883551,10.0,1.2615384615384615
451808665,37 * 5 * 197 * 7 * 7 * 11 * 23,985,49,253,39.4,1.0,2.090909090909091,A+C,4.012285229183966,22.0,0.6332281520098779
451836385,13 * 5 * 29 * 7 * 283 * 11 * 11,145,1981,121,5.8,40.42857142857143,1.0,A+B,3.2802323907239512,18.0,1.2063660477453582
451901725,61 * 5 * 5 * 31 * 79 * 11 * 11,25,2449,121,1.0,49.97959183673469,1.0,B,3.0903554861863745,34.0,1.2918032786885245
451938025,3049 * 5 * 5 * 7 * 7 * 11 * 11,25,49,121,1.0,1.0,1.0,grundzustand,3.1669495364478903,1444.0,1.2722859954083305
452011525,61 * 5 * 5 * 7 * 7 * 23 * 263,25,49,6049,1.0,1.0,49.99173553719008,C,3.0903554861863745,34.0,1.2918032786885245
452166085,37 * 5 * 17 * 7 * 19 * 23 * 47,85,133,1081,3.4,2.7142857142857144,8.933884297520661,A+B+C,3.8386140308423924,12.0,0.7974562798092211
452311405,13 * 5 * 29 * 7 * 7 * 59 * 83,145,49,4897,5.8,1.0,40.47107438016529,A+C,3.2802323907239512,18.0,1.2063660477453582
452344585,61 * 5 * 17 * 7 * 103 * 11 * 11,85,721,121,3.4,14.714285714285714,1.0,A+B,3.3090244320603164,36.0,1.1270973963355835
452533081,13 * 17 * 29 * 7 * 7 * 11 * 131,493,49,1441,19.72,1.0,11.909090909090908,A+C,3.498901336597893,20.0,1.041660165392417
452594725,97 * 5 * 5 * 19 * 19 * 11 * 47,25,361,517,1.0,7.36734693877551,4.2727272727272725,B+C,3.366869432803848,40.0,1.1711340206185568
452658745,97 * 5 * 17 * 7 * 31 * 11 * 23,85,217,253,3.4,4.428571428571429,2.090909090909091,A+B+C,3.58553837867779,42.0,1.0064281382656155
452701249,13 * 53 * 53 * 7 * 7 * 11 * 23,2809,49,253,112.36,1.0,2.090909090909091,A+C,3.5677870588269,34.0,0.9898403483309144
452784325,73 * 5 * 5 * 7 * 67 * 23 * 23,25,469,529,1.0,9.571428571428571,4.371900826446281,B+C,3.426323092112505,28.0,1.1287671232876713
452977525,13 * 5 * 5 * 7 * 787 * 11 * 23,25,5509,253,1.0,112.42857142857143,2.090909090909091,B+C,3.19709115883551,10.0,1.2615384615384615
453052873,13 * 17 * 17 * 7 * 7 * 23 * 107,289,49,2461,11.56,1.0,20.33884297520661,A+C,3.6344290505833943,14.0,0.9321266968325792
453136225,37 * 5 * 5 * 19 * 19 * 23 * 59,25,361,1357,1.0,7.36734693877551,11.214876033057852,B+C,3.6199450849684505,10.0,0.9621621621621622
453228685,13 * 5 * 269 * 7 * 7 * 23 * 23,1345,49,529,53.8,1.0,4.371900826446281,A+C,3.00504314159478,138.0,1.3448098370031456
453277825,13 * 5 * 5 * 7 * 307 * 11 * 59,25,2149,649,1.0,43.857142857142854,5.363636363636363,B+C,3.19709115883551,10.0,1.2615384615384615
453360985,373 * 5 * 41 * 7 * 7 * 11 * 11,205,49,121,8.2,1.0,1.0,A,3.203109140347669,148.0,1.225606486627869
453535225,13 * 5 * 5 * 19 * 607 * 11 * 11,25,11533,121,1.0,235.3673469387755,1.0,B,3.19709115883551,10.0,1.2615384615384615
453555025,97 * 5 * 5 * 7 * 7 * 11 * 347,25,49,3817,1.0,1.0,31.545454545454547,C,3.366869432803848,40.0,1.1711340206185568
453716725,3061 * 5 * 5 * 7 * 7 * 11 * 11,25,49,121,1.0,1.0,1.0,grundzustand,3.6764325465424896,334.0,0.9078079059131003
453878425,13 * 5 * 5 * 7 * 7 * 11 * 2591,25,49,28501,1.0,1.0,235.54545454545453,C,3.19709115883551,10.0,1.2615384615384615
454053925,13 * 5 * 5 * 19 * 139 * 23 * 23,25,2641,529,1.0,53.89795918367347,4.371900826446281,B+C,3.19709115883551,10.0,1.2615384615384615
454195885,13 * 5 * 17 * 43 * 79 * 11 * 11,85,3397,121,3.4,69.3265306122449,1.0,A+B,3.4157601047094523,12.0,1.0968325791855205
454201825,37 * 5 * 5 * 7 * 7 * 11 * 911,25,49,10021,1.0,1.0,82.81818181818181,C,3.6199450849684505,10.0,0.9621621621621622
454224925,1129 * 5 * 5 * 7 * 19 * 11 * 11,25,133,121,1.0,2.7142857142857144,1.0,B,3.1475449642443847,544.0,1.2782993799822853
454566385,13 * 5 * 41 * 7 * 7 * 59 * 59,205,49,3481,8.2,1.0,28.768595041322314,A+C,2.9859978256127633,28.0,1.349343339587242
454611157,13 * 41 * 53 * 7 * 19 * 11 * 11,2173,133,121,86.92,2.7142857142857144,1.0,A+B,3.171345775608458,40.0,1.2134942829834685
454668025,37 * 5 * 5 * 7 * 43 * 23 * 71,25,301,1633,1.0,6.142857142857143,13.49586776859504,B+C,3.6199450849684505,10.0,0.9621621621621622
455102725,541 * 5 * 5 * 7 * 19 * 11 * 23,25,133,253,1.0,2.7142857142857144,2.090909090909091,B+C,3.3406745524819783,214.0,1.188170055452865
455139685,13 * 5 * 1181 * 7 * 7 * 11 * 11,5905,49,121,236.2,1.0,1.0,A,3.514726510125041,178.0,1.00548427017521
455379925,13 * 5 * 5 * 7 * 31 * 11 * 587,25,217,6457,1.0,4.428571428571429,53.36363636363637,B+C,3.19709115883551,10.0,1.2615384615384615
455444605,61 * 5 * 41 * 7 * 43 * 11 * 11,205,301,121,8.2,6.142857142857143,1.0,A+B,2.8792621529636278,52.0,1.379608156737305
455521885,13 * 5 * 17 * 7 * 7 * 47 * 179,85,49,8413,3.4,1.0,69.52892561983471,A+C,3.4157601047094523,12.0,1.0968325791855205
455680225,13 * 5 * 5 * 7 * 139 * 11 * 131,25,973,1441,1.0,19.857142857142858,11.909090909090908,B+C,3.19709115883551,10.0,1.2615384615384615
455800345,13 * 5 * 17 * 7 * 487 * 11 * 11,85,3409,121,3.4,69.57142857142857,1.0,A+B,3.4157601047094523,12.0,1.0968325791855205
456117025,13 * 5 * 5 * 7 * 379 * 23 * 23,25,2653,529,1.0,54.142857142857146,4.371900826446281,B+C,3.19709115883551,10.0,1.2615384615384615
456208753,13 * 17 * 17 * 7 * 19 * 11 * 83,289,133,913,11.56,2.7142857142857144,7.545454545454546,A+B+C,3.6344290505833943,14.0,0.9321266968325792
456271585,433 * 5 * 17 * 7 * 7 * 11 * 23,85,49,253,3.4,1.0,2.090909090909091,A+C,3.389099756334854,210.0,1.1064257573699225
456402925,157 * 5 * 5 * 31 * 31 * 11 * 11,25,961,121,1.0,19.612244897959183,1.0,B,3.2857470407029474,70.0,1.2203821656050957
456406825,97 * 5 * 5 * 7 * 7 * 23 * 167,25,49,3841,1.0,1.0,31.74380165289256,C,3.366869432803848,40.0,1.1711340206185568
456499225,13 * 5 * 5 * 7 * 19 * 59 * 179,25,133,10561,1.0,2.7142857142857144,87.28099173553719,B+C,3.19709115883551,10.0,1.2615384615384615
456763021,13 * 17 * 29 * 19 * 31 * 11 * 11,493,589,121,19.72,12.020408163265307,1.0,A+B,3.498901336597893,20.0,1.041660165392417
456789025,109 * 5 * 5 * 7 * 7 * 11 * 311,25,49,3421,1.0,1.0,28.272727272727273,C,3.4936369679052106,34.0,1.075229357798165
456961309,61 * 17 * 17 * 7 * 7 * 23 * 23,289,49,529,11.56,1.0,4.371900826446281,A+C,3.5276933779342583,38.0,0.9623915139826422
457015405,73 * 5 * 101 * 7 * 7 * 11 * 23,505,49,253,20.2,1.0,2.090909090909091,A+C,3.7903020486221495,36.0,0.8277770242777702
457061605,13 * 5 * 29 * 7 * 67 * 11 * 47,145,469,517,5.8,9.571428571428571,4.2727272727272725,A+B+C,3.2802323907239512,18.0,1.2063660477453582
457435825,409 * 5 * 5 * 7 * 7 * 11 * 83,25,49,913,1.0,1.0,7.545454545454546,C,3.6362038147735802,64.0,0.9466992665036675
457684825,13 * 5 * 5 * 19 * 19 * 47 * 83,25,361,3901,1.0,7.36734693877551,32.239669421487605,B+C,3.19709115883551,10.0,1.2615384615384615
457749565,13 * 5 * 17 * 7 * 31 * 23 * 83,85,217,1909,3.4,4.428571428571429,15.776859504132231,A+B+C,3.4157601047094523,12.0,1.0968325791855205
457782325,13 * 5 * 5 * 7 * 1663 * 11 * 11,25,11641,121,1.0,237.57142857142858,1.0,B,3.19709115883551,10.0,1.2615384615384615
457986925,37 * 5 * 5 * 19 * 103 * 11 * 23,25,1957,253,1.0,39.93877551020408,2.090909090909091,B+C,3.6199450849684505,10.0,0.9621621621621622
458036425,97 * 5 * 5 * 7 * 223 * 11 * 11,25,1561,121,1.0,31.857142857142858,1.0,B,3.366869432803848,40.0,1.1711340206185568
458097325,229 * 5 * 5 * 7 * 7 * 23 * 71,25,49,1633,1.0,1.0,13.49586776859504,C,3.6525422300864037,34.0,0.9310043668122271
458254225,13 * 5 * 5 * 43 * 271 * 11 * 11,25,11653,121,1.0,237.81632653061226,1.0,B,3.19709115883551,10.0,1.2615384615384615
458305705,13 * 5 * 29 * 31 * 31 * 11 * 23,145,961,253,5.8,19.612244897959183,2.090909090909091,A+B+C,3.2802323907239512,18.0,1.2063660477453582
458503045,13 * 5 * 569 * 7 * 7 * 11 * 23,2845,49,253,113.8,1.0,2.090909090909091,A+C,3.0843635472451325,268.0,1.3184804650534
458653525,73 * 5 * 5 * 31 * 67 * 11 * 11,25,2077,121,1.0,42.38775510204081,1.0,B,3.426323092112505,28.0,1.1287671232876713
458655925,13 * 5 * 5 * 7 * 7 * 83 * 347,25,49,28801,1.0,1.0,238.02479338842974,C,3.19709115883551,10.0,1.2615384615384615
458729425,577 * 5 * 5 * 7 * 7 * 11 * 59,25,49,649,1.0,1.0,5.363636363636363,C,3.7434511832844892,28.0,0.8415944540727903
458821825,241 * 5 * 5 * 7 * 43 * 11 * 23,25,301,253,1.0,6.142857142857143,2.090909090909091,B+C,3.5244913706357366,64.0,1.0489626556016598
458910529,157 * 17 * 29 * 7 * 7 * 11 * 11,493,49,121,19.72,1.0,1.0,A,3.5875572184653306,80.0,1.000503869459051
459103645,13 * 5 * 269 * 7 * 31 * 11 * 11,1345,217,121,53.8,4.428571428571429,1.0,A+B,3.00504314159478,138.0,1.3448098370031456
459256525,13 * 5 * 5 * 7 * 67 * 23 * 131,25,469,3013,1.0,9.571428571428571,24.90082644628099,B+C,3.19709115883551,10.0,1.2615384615384615
459306925,109 * 5 * 5 * 7 * 199 * 11 * 11,25,1393,121,1.0,28.428571428571427,1.0,B,3.4936369679052106,34.0,1.075229357798165
459376225,73 * 5 * 5 * 7 * 7 * 11 * 467,25,49,5137,1.0,1.0,42.45454545454545,C,3.426323092112505,28.0,1.1287671232876713
459449725,709 * 5 * 5 * 7 * 7 * 23 * 23,25,49,529,1.0,1.0,4.371900826446281,C,3.1866748689045403,334.0,1.265444287729196
459574225,37 * 5 * 5 * 31 * 31 * 11 * 47,25,961,517,1.0,19.612244897959183,4.2727272727272725,B+C,3.6199450849684505,10.0,0.9621621621621622
459680221,13 * 17 * 17 * 7 * 7 * 11 * 227,289,49,2497,11.56,1.0,20.636363636363637,A+C,3.6344290505833943,14.0,0.9321266968325792
459742525,421 * 5 * 5 * 19 * 19 * 11 * 11,25,361,121,1.0,7.36734693877551,1.0,B,3.034164699985137,214.0,1.2988123515439431
459764305,13 * 5 * 1193 * 7 * 7 * 11 * 11,5965,49,121,238.6,1.0,1.0,A,3.274856098438242,424.0,1.2102392159391322
459990685,181 * 5 * 41 * 7 * 7 * 11 * 23,205,49,253,8.2,1.0,2.090909090909091,A+C,2.8411853273738243,112.0,1.385042447109554
460081825,61 * 5 * 5 * 7 * 7 * 47 * 131,25,49,6157,1.0,1.0,50.88429752066116,C,3.0903554861863745,34.0,1.2918032786885245
460464025,277 * 5 * 5 * 7 * 7 * 23 * 59,25,49,1357,1.0,1.0,11.214876033057852,C,3.2137562825494506,130.0,1.2548736462093864
460545085,13 * 5 * 29 * 7 * 19 * 11 * 167,145,133,1837,5.8,2.7142857142857144,15.181818181818182,A+B+C,3.2802323907239512,18.0,1.2063660477453582
460831525,3109 * 5 * 5 * 7 * 7 * 11 * 11,25,49,121,1.0,1.0,1.0,grundzustand,3.2169890299086505,1414.0,1.253522032807977
460983985,337 * 5 * 17 * 7 * 19 * 11 * 11,85,133,121,3.4,2.7142857142857144,1.0,A+B,3.4913732479462816,150.0,1.0625938209111538
461140225,13 * 5 * 5 * 7 * 7 * 23 * 1259,25,49,28957,1.0,1.0,239.31404958677686,C,3.19709115883551,10.0,1.2615384615384615
461167525,13 * 5 * 5 * 7 * 19 * 47 * 227,25,133,10669,1.0,2.7142857142857144,88.17355371900827,B+C,3.19709115883551,10.0,1.2615384615384615
461331325,13 * 5 * 5 * 7 * 7 * 59 * 491,25,49,28969,1.0,1.0,239.41322314049586,C,3.19709115883551,10.0,1.2615384615384615
461385925,13 * 5 * 5 * 7 * 103 * 11 * 179,25,721,1969,1.0,14.714285714285714,16.272727272727273,B+C,3.19709115883551,10.0,1.2615384615384615
461478325,1489 * 5 * 5 * 7 * 7 * 11 * 23,25,49,253,1.0,1.0,2.090909090909091,C,3.240229846931534,664.0,1.2432505036937542
461614153,13 * 53 * 113 * 7 * 7 * 11 * 11,5989,49,121,239.56,1.0,1.0,A,3.1272567182103863,76.0,1.221264626173626
461686225,13 * 5 * 5 * 7 * 19 * 11 * 971,25,133,10681,1.0,2.7142857142857144,88.27272727272727,B+C,3.19709115883551,10.0,1.2615384615384615
461816425,37 * 5 * 5 * 7 * 7 * 23 * 443,25,49,10189,1.0,1.0,84.20661157024793,C,3.6199450849684505,10.0,0.9621621621621622
461824825,109 * 5 * 5 * 7 * 31 * 11 * 71,25,217,781,1.0,4.428571428571429,6.454545454545454,B+C,3.4936369679052106,34.0,1.075229357798165
461893705,13 * 5 * 101 * 7 * 19 * 23 * 23,505,133,529,20.2,2.7142857142857144,4.371900826446281,A+B+C,3.5610701153451543,18.0,0.9605483625285606
462029425,13 * 5 * 5 * 31 * 379 * 11 * 11,25,11749,121,1.0,239.77551020408163,1.0,B,3.19709115883551,10.0,1.2615384615384615
462099253,37 * 17 * 29 * 7 * 7 * 11 * 47,493,49,517,19.72,1.0,4.2727272727272725,A+C,3.921755262730834,20.0,0.7422838660161175
462102025,157 * 5 * 5 * 7 * 139 * 11 * 11,25,973,121,1.0,19.857142857142858,1.0,B,3.2857470407029474,70.0,1.2203821656050957
462154525,349 * 5 * 5 * 7 * 7 * 23 * 47,25,49,1081,1.0,1.0,8.933884297520661,C,3.514146912044657,94.0,1.0578796561604586
462363385,73 * 5 * 29 * 19 * 19 * 11 * 11,145,361,121,5.8,7.36734693877551,1.0,A+B,3.5094643240009464,36.0,1.073594709494568
462501325,13 * 5 * 5 * 19 * 619 * 11 * 11,25,11761,121,1.0,240.0204081632653,1.0,B,3.19709115883551,10.0,1.2615384615384615
462539077,13 * 17 * 353 * 7 * 7 * 11 * 11,6001,49,121,240.04,1.0,1.0,A,3.439565130894522,146.0,1.0821017009985514
462540925,337 * 5 * 5 * 7 * 31 * 11 * 23,25,217,253,1.0,4.428571428571429,2.090909090909091,B+C,3.2727043020723396,148.0,1.2272997032640949
