n,e,a,b,c,abc_state,t_abc
286671385,13,5,127,11,5·41 | 7·127 | 11·11,6985
286671385,13,41,7,11,5·41 | 7·127 | 11·11,3157
286671385,13,41,7,11,5·41 | 7·127 | 11·11,3157
286671385,13,41,127,11,5·41 | 7·127 | 11·11,57277
286671385,13,41,127,11,5·41 | 7·127 | 11·11,57277
286719433,13,17,7,11,17·29 | 7·7 | 11·83,1309
286719433,13,17,7,83,17·29 | 7·7 | 11·83,9877
286719433,13,17,7,11,17·29 | 7·7 | 11·83,1309
286719433,13,17,7,83,17·29 | 7·7 | 11·83,9877
286719433,13,29,7,11,17·29 | 7·7 | 11·83,2233
286719433,13,29,7,83,17·29 | 7·7 | 11·83,16849
286719433,13,29,7,11,17·29 | 7·7 | 11·83,2233
286719433,13,29,7,83,17·29 | 7·7 | 11·83,16849
286765765,13,5,19,11,5·101 | 19·19 | 11·11,1045
286765765,13,5,19,11,5·101 | 19·19 | 11·11,1045
286765765,13,5,19,11,5·101 | 19·19 | 11·11,1045
286765765,13,5,19,11,5·101 | 19·19 | 11·11,1045
286765765,13,101,19,11,5·101 | 19·19 | 11·11,21109
286765765,13,101,19,11,5·101 | 19·19 | 11·11,21109
286765765,13,101,19,11,5·101 | 19·19 | 11·11,21109
286765765,13,101,19,11,5·101 | 19·19 | 11·11,21109
287018725,61,5,7,23,5·5 | 7·7 | 23·167,805
287018725,61,5,7,167,5·5 | 7·7 | 23·167,5845
287018725,61,5,7,23,5·5 | 7·7 | 23·167,805
287018725,61,5,7,167,5·5 | 7·7 | 23·167,5845
287018725,61,5,7,23,5·5 | 7·7 | 23·167,805
287018725,61,5,7,167,5·5 | 7·7 | 23·167,5845
287018725,61,5,7,23,5·5 | 7·7 | 23·167,805
287018725,61,5,7,167,5·5 | 7·7 | 23·167,5845
287032525,13,5,19,23,5·5 | 19·43 | 23·47,2185
287032525,13,5,19,47,5·5 | 19·43 | 23·47,4465
287032525,13,5,43,23,5·5 | 19·43 | 23·47,4945
287032525,13,5,43,47,5·5 | 19·43 | 23·47,10105
287032525,13,5,19,23,5·5 | 19·43 | 23·47,2185
287032525,13,5,19,47,5·5 | 19·43 | 23·47,4465
287032525,13,5,43,23,5·5 | 19·43 | 23·47,4945
287032525,13,5,43,47,5·5 | 19·43 | 23·47,10105
287067781,13,29,7,11,29·29 | 7·31 | 11·11,2233
287067781,13,29,7,11,29·29 | 7·31 | 11·11,2233
287067781,13,29,31,11,29·29 | 7·31 | 11·11,9889
287067781,13,29,31,11,29·29 | 7·31 | 11·11,9889
287067781,13,29,7,11,29·29 | 7·31 | 11·11,2233
287067781,13,29,7,11,29·29 | 7·31 | 11·11,2233
287067781,13,29,31,11,29·29 | 7·31 | 11·11,9889
287067781,13,29,31,11,29·29 | 7·31 | 11·11,9889
287211925,13,5,7,11,5·5 | 7·499 | 11·23,385
287211925,13,5,7,23,5·5 | 7·499 | 11·23,805
287211925,13,5,499,11,5·5 | 7·499 | 11·23,27445
287211925,13,5,499,23,5·5 | 7·499 | 11·23,57385
287211925,13,5,7,11,5·5 | 7·499 | 11·23,385
287211925,13,5,7,23,5·5 | 7·499 | 11·23,805
287211925,13,5,499,11,5·5 | 7·499 | 11·23,27445
287211925,13,5,499,23,5·5 | 7·499 | 11·23,57385
287242285,37,5,19,11,5·17 | 19·19 | 11·23,1045
287242285,37,5,19,23,5·17 | 19·19 | 11·23,2185
287242285,37,5,19,11,5·17 | 19·19 | 11·23,1045
287242285,37,5,19,23,5·17 | 19·19 | 11·23,2185
287242285,37,17,19,11,5·17 | 19·19 | 11·23,3553
287242285,37,17,19,23,5·17 | 19·19 | 11·23,7429
287242285,37,17,19,11,5·17 | 19·19 | 11·23,3553
287242285,37,17,19,23,5·17 | 19·19 | 11·23,7429
287332045,13,5,7,11,5·17 | 7·307 | 11·11,385
287332045,13,5,7,11,5·17 | 7·307 | 11·11,385
287332045,13,5,307,11,5·17 | 7·307 | 11·11,16885
287332045,13,5,307,11,5·17 | 7·307 | 11·11,16885
287332045,13,17,7,11,5·17 | 7·307 | 11·11,1309
287332045,13,17,7,11,5·17 | 7·307 | 11·11,1309
287332045,13,17,307,11,5·17 | 7·307 | 11·11,57409
287332045,13,17,307,11,5·17 | 7·307 | 11·11,57409
287535325,37,5,7,11,5·5 | 7·367 | 11·11,385
287535325,37,5,7,11,5·5 | 7·367 | 11·11,385
287535325,37,5,367,11,5·5 | 7·367 | 11·11,20185
287535325,37,5,367,11,5·5 | 7·367 | 11·11,20185
287535325,37,5,7,11,5·5 | 7·367 | 11·11,385
287535325,37,5,7,11,5·5 | 7·367 | 11·11,385
287535325,37,5,367,11,5·5 | 7·367 | 11·11,20185
287535325,37,5,367,11,5·5 | 7·367 | 11·11,20185
287586145,109,5,7,11,5·89 | 7·7 | 11·11,385
287586145,109,5,7,11,5·89 | 7·7 | 11·11,385
287586145,109,5,7,11,5·89 | 7·7 | 11·11,385
287586145,109,5,7,11,5·89 | 7·7 | 11·11,385
287586145,109,89,7,11,5·89 | 7·7 | 11·11,6853
287586145,109,89,7,11,5·89 | 7·7 | 11·11,6853
287586145,109,89,7,11,5·89 | 7·7 | 11·11,6853
287586145,109,89,7,11,5·89 | 7·7 | 11·11,6853
287743225,97,5,7,11,5·5 | 7·67 | 11·23,385
287743225,97,5,7,23,5·5 | 7·67 | 11·23,805
287743225,97,5,67,11,5·5 | 7·67 | 11·23,3685
287743225,97,5,67,23,5·5 | 7·67 | 11·23,7705
287743225,97,5,7,11,5·5 | 7·67 | 11·23,385
287743225,97,5,7,23,5·5 | 7·67 | 11·23,805
287743225,97,5,67,11,5·5 | 7·67 | 11·23,3685
287743225,97,5,67,23,5·5 | 7·67 | 11·23,7705
288043525,61,5,7,11,5·5 | 7·223 | 11·11,385
288043525,61,5,7,11,5·5 | 7·223 | 11·11,385
288043525,61,5,223,11,5·5 | 7·223 | 11·11,12265
288043525,61,5,223,11,5·5 | 7·223 | 11·11,12265
288043525,61,5,7,11,5·5 | 7·223 | 11·11,385
288043525,61,5,7,11,5·5 | 7·223 | 11·11,385
288043525,61,5,223,11,5·5 | 7·223 | 11·11,12265
288043525,61,5,223,11,5·5 | 7·223 | 11·11,12265
288148861,13,17,7,11,17·41 | 7·7 | 11·59,1309
288148861,13,17,7,59,17·41 | 7·7 | 11·59,7021
288148861,13,17,7,11,17·41 | 7·7 | 11·59,1309
288148861,13,17,7,59,17·41 | 7·7 | 11·59,7021
288148861,13,41,7,11,17·41 | 7·7 | 11·59,3157
288148861,13,41,7,59,17·41 | 7·7 | 11·59,16933
288148861,13,41,7,11,17·41 | 7·7 | 11·59,3157
288148861,13,41,7,59,17·41 | 7·7 | 11·59,16933
288212425,37,5,19,23,5·5 | 19·31 | 23·23,2185
288212425,37,5,19,23,5·5 | 19·31 | 23·23,2185
288212425,37,5,31,23,5·5 | 19·31 | 23·23,3565
288212425,37,5,31,23,5·5 | 19·31 | 23·23,3565
288212425,37,5,19,23,5·5 | 19·31 | 23·23,2185
288212425,37,5,19,23,5·5 | 19·31 | 23·23,2185
288212425,37,5,31,23,5·5 | 19·31 | 23·23,3565
288212425,37,5,31,23,5·5 | 19·31 | 23·23,3565
288462265,13,5,7,47,5·41 | 7·7 | 47·47,1645
288462265,13,5,7,47,5·41 | 7·7 | 47·47,1645
288462265,13,5,7,47,5·41 | 7·7 | 47·47,1645
288462265,13,5,7,47,5·41 | 7·7 | 47·47,1645
288462265,13,41,7,47,5·41 | 7·7 | 47·47,13489
288462265,13,41,7,47,5·41 | 7·7 | 47·47,13489
288462265,13,41,7,47,5·41 | 7·7 | 47·47,13489
288462265,13,41,7,47,5·41 | 7·7 | 47·47,13489
288713425,13,5,7,11,5·5 | 7·139 | 11·83,385
288713425,13,5,7,83,5·5 | 7·139 | 11·83,2905
288713425,13,5,139,11,5·5 | 7·139 | 11·83,7645
288713425,13,5,139,83,5·5 | 7·139 | 11·83,57685
288713425,13,5,7,11,5·5 | 7·139 | 11·83,385
288713425,13,5,7,83,5·5 | 7·139 | 11·83,2905
288713425,13,5,139,11,5·5 | 7·139 | 11·83,7645
288713425,13,5,139,83,5·5 | 7·139 | 11·83,57685
288736825,13,5,19,23,5·5 | 19·19 | 23·107,2185
288736825,13,5,19,107,5·5 | 19·19 | 23·107,10165
288736825,13,5,19,23,5·5 | 19·19 | 23·107,2185
288736825,13,5,19,107,5·5 | 19·19 | 23·107,10165
288736825,13,5,19,23,5·5 | 19·19 | 23·107,2185
288736825,13,5,19,107,5·5 | 19·19 | 23·107,10165
288736825,13,5,19,23,5·5 | 19·19 | 23·107,2185
288736825,13,5,19,107,5·5 | 19·19 | 23·107,10165
289244725,37,5,7,11,5·5 | 7·31 | 11·131,385
289244725,37,5,7,131,5·5 | 7·31 | 11·131,4585
289244725,37,5,31,11,5·5 | 7·31 | 11·131,1705
289244725,37,5,31,131,5·5 | 7·31 | 11·131,20305
289244725,37,5,7,11,5·5 | 7·31 | 11·131,385
289244725,37,5,7,131,5·5 | 7·31 | 11·131,4585
289244725,37,5,31,11,5·5 | 7·31 | 11·131,1705
289244725,37,5,31,131,5·5 | 7·31 | 11·131,20305
289314025,13,5,7,11,5·5 | 7·1051 | 11·11,385
289314025,13,5,7,11,5·5 | 7·1051 | 11·11,385
289314025,13,5,1051,11,5·5 | 7·1051 | 11·11,57805
289314025,13,5,1051,11,5·5 | 7·1051 | 11·11,57805
289314025,13,5,7,11,5·5 | 7·1051 | 11·11,385
289314025,13,5,7,11,5·5 | 7·1051 | 11·11,385
289314025,13,5,1051,11,5·5 | 7·1051 | 11·11,57805
289314025,13,5,1051,11,5·5 | 7·1051 | 11·11,57805
289374085,13,5,7,11,5·17 | 7·19 | 11·179,385
289374085,13,5,7,179,5·17 | 7·19 | 11·179,6265
289374085,13,5,19,11,5·17 | 7·19 | 11·179,1045
289374085,13,5,19,179,5·17 | 7·19 | 11·179,17005
289374085,13,17,7,11,5·17 | 7·19 | 11·179,1309
289374085,13,17,7,179,5·17 | 7·19 | 11·179,21301
289374085,13,17,19,11,5·17 | 7·19 | 11·179,3553
289374085,13,17,19,179,5·17 | 7·19 | 11·179,57817
289429525,457,5,7,11,5·5 | 7·7 | 11·47,385
289429525,457,5,7,47,5·5 | 7·7 | 11·47,1645
289429525,457,5,7,11,5·5 | 7·7 | 11·47,385
289429525,457,5,7,47,5·5 | 7·7 | 11·47,1645
289429525,457,5,7,11,5·5 | 7·7 | 11·47,385
289429525,457,5,7,47,5·5 | 7·7 | 11·47,1645
289429525,457,5,7,11,5·5 | 7·7 | 11·47,385
289429525,457,5,7,47,5·5 | 7·7 | 11·47,1645
289614325,13,5,7,11,5·5 | 7·163 | 11·71,385
289614325,13,5,7,71,5·5 | 7·163 | 11·71,2485
289614325,13,5,163,11,5·5 | 7·163 | 11·71,8965
289614325,13,5,163,71,5·5 | 7·163 | 11·71,57865
289614325,13,5,7,11,5·5 | 7·163 | 11·71,385
289614325,13,5,7,71,5·5 | 7·163 | 11·71,2485
289614325,13,5,163,11,5·5 | 7·163 | 11·71,8965
289614325,13,5,163,71,5·5 | 7·163 | 11·71,57865
289720585,337,5,7,11,5·29 | 7·7 | 11·11,385
289720585,337,5,7,11,5·29 | 7·7 | 11·11,385
289720585,337,5,7,11,5·29 | 7·7 | 11·11,385
289720585,337,5,7,11,5·29 | 7·7 | 11·11,385
289720585,337,29,7,11,5·29 | 7·7 | 11·11,2233
289720585,337,29,7,11,5·29 | 7·7 | 11·11,2233
289720585,337,29,7,11,5·29 | 7·7 | 11·11,2233
289720585,337,29,7,11,5·29 | 7·7 | 11·11,2233
290270365,37,5,7,11,5·41 | 7·7 | 11·71,385
290270365,37,5,7,71,5·41 | 7·7 | 11·71,2485
290270365,37,5,7,11,5·41 | 7·7 | 11·71,385
290270365,37,5,7,71,5·41 | 7·7 | 11·71,2485
290270365,37,41,7,11,5·41 | 7·7 | 11·71,3157
290270365,37,41,7,71,5·41 | 7·7 | 11·71,20377
290270365,37,41,7,11,5·41 | 7·7 | 11·71,3157
290270365,37,41,7,71,5·41 | 7·7 | 11·71,20377
290351425,13,5,7,23,5·5 | 7·31 | 23·179,805
290351425,13,5,7,179,5·5 | 7·31 | 23·179,6265
290351425,13,5,31,23,5·5 | 7·31 | 23·179,3565
290351425,13,5,31,179,5·5 | 7·31 | 23·179,27745
290351425,13,5,7,23,5·5 | 7·31 | 23·179,805
290351425,13,5,7,179,5·5 | 7·31 | 23·179,6265
290351425,13,5,31,23,5·5 | 7·31 | 23·179,3565
290351425,13,5,31,179,5·5 | 7·31 | 23·179,27745
290352205,13,5,19,11,5·29 | 19·67 | 11·11,1045
290352205,13,5,19,11,5·29 | 19·67 | 11·11,1045
290352205,13,5,67,11,5·29 | 19·67 | 11·11,3685
290352205,13,5,67,11,5·29 | 19·67 | 11·11,3685
290352205,13,29,19,11,5·29 | 19·67 | 11·11,6061
290352205,13,29,19,11,5·29 | 19·67 | 11·11,6061
290352205,13,29,67,11,5·29 | 19·67 | 11·11,21373
290352205,13,29,67,11,5·29 | 19·67 | 11·11,21373
290399725,937,5,7,11,5·5 | 7·7 | 11·23,385
290399725,937,5,7,23,5·5 | 7·7 | 11·23,805
290399725,937,5,7,11,5·5 | 7·7 | 11·23,385
290399725,937,5,7,23,5·5 | 7·7 | 11·23,805
290399725,937,5,7,11,5·5 | 7·7 | 11·23,385
290399725,937,5,7,23,5·5 | 7·7 | 11·23,805
290399725,937,5,7,11,5·5 | 7·7 | 11·23,385
290399725,937,5,7,23,5·5 | 7·7 | 11·23,805
290432065,97,5,7,11,5·101 | 7·7 | 11·11,385
290432065,97,5,7,11,5·101 | 7·7 | 11·11,385
290432065,97,5,7,11,5·101 | 7·7 | 11·11,385
290432065,97,5,7,11,5·101 | 7·7 | 11·11,385
290432065,97,101,7,11,5·101 | 7·7 | 11·11,7777
290432065,97,101,7,11,5·101 | 7·7 | 11·11,7777
290432065,97,101,7,11,5·101 | 7·7 | 11·11,7777
290432065,97,101,7,11,5·101 | 7·7 | 11·11,7777
290592925,73,5,7,23,5·5 | 7·43 | 23·23,805
290592925,73,5,7,23,5·5 | 7·43 | 23·23,805
290592925,73,5,43,23,5·5 | 7·43 | 23·23,4945
290592925,73,5,43,23,5·5 | 7·43 | 23·23,4945
290592925,73,5,7,23,5·5 | 7·43 | 23·23,805
290592925,73,5,7,23,5·5 | 7·43 | 23·23,805
290592925,73,5,43,23,5·5 | 7·43 | 23·23,4945
290592925,73,5,43,23,5·5 | 7·43 | 23·23,4945
290787805,577,5,7,11,5·17 | 7·7 | 11·11,385
290787805,577,5,7,11,5·17 | 7·7 | 11·11,385
290787805,577,5,7,11,5·17 | 7·7 | 11·11,385
290787805,577,5,7,11,5·17 | 7·7 | 11·11,385
290787805,577,17,7,11,5·17 | 7·7 | 11·11,1309
290787805,577,17,7,11,5·17 | 7·7 | 11·11,1309
290787805,577,17,7,11,5·17 | 7·7 | 11·11,1309
290787805,577,17,7,11,5·17 | 7·7 | 11·11,1309
290979325,13,5,7,23,5·5 | 7·67 | 23·83,805
290979325,13,5,7,83,5·5 | 7·67 | 23·83,2905
290979325,13,5,67,23,5·5 | 7·67 | 23·83,7705
290979325,13,5,67,83,5·5 | 7·67 | 23·83,27805
290979325,13,5,7,23,5·5 | 7·67 | 23·83,805
290979325,13,5,7,83,5·5 | 7·67 | 23·83,2905
290979325,13,5,67,23,5·5 | 7·67 | 23·83,7705
290979325,13,5,67,83,5·5 | 7·67 | 23·83,27805
291227725,61,5,19,23,5·5 | 19·19 | 23·23,2185
291227725,61,5,19,23,5·5 | 19·19 | 23·23,2185
291227725,61,5,19,23,5·5 | 19·19 | 23·23,2185
291227725,61,5,19,23,5·5 | 19·19 | 23·23,2185
291227725,61,5,19,23,5·5 | 19·19 | 23·23,2185
291227725,61,5,19,23,5·5 | 19·19 | 23·23,2185
291227725,61,5,19,23,5·5 | 19·19 | 23·23,2185
291227725,61,5,19,23,5·5 | 19·19 | 23·23,2185
291481645,13,5,7,23,5·173 | 7·7 | 23·23,805
291481645,13,5,7,23,5·173 | 7·7 | 23·23,805
291481645,13,5,7,23,5·173 | 7·7 | 23·23,805
291481645,13,5,7,23,5·173 | 7·7 | 23·23,805
291481645,13,173,7,23,5·173 | 7·7 | 23·23,27853
291481645,13,173,7,23,5·173 | 7·7 | 23·23,27853
291481645,13,173,7,23,5·173 | 7·7 | 23·23,27853
291481645,13,173,7,23,5·173 | 7·7 | 23·23,27853
291502225,61,5,7,47,5·5 | 7·7 | 47·83,1645
291502225,61,5,7,83,5·5 | 7·7 | 47·83,2905
291502225,61,5,7,47,5·5 | 7·7 | 47·83,1645
291502225,61,5,7,83,5·5 | 7·7 | 47·83,2905
291502225,61,5,7,47,5·5 | 7·7 | 47·83,1645
291502225,61,5,7,83,5·5 | 7·7 | 47·83,2905
291502225,61,5,7,47,5·5 | 7·7 | 47·83,1645
291502225,61,5,7,83,5·5 | 7·7 | 47·83,2905
291887365,277,5,7,11,5·17 | 7·7 | 11·23,385
291887365,277,5,7,23,5·17 | 7·7 | 11·23,805
291887365,277,5,7,11,5·17 | 7·7 | 11·23,385
291887365,277,5,7,23,5·17 | 7·7 | 11·23,805
291887365,277,17,7,11,5·17 | 7·7 | 11·23,1309
291887365,277,17,7,23,5·17 | 7·7 | 11·23,2737
291887365,277,17,7,11,5·17 | 7·7 | 11·23,1309
291887365,277,17,7,23,5·17 | 7·7 | 11·23,2737
292016725,13,5,7,11,5·5 | 7·7 | 11·1667,385
292016725,13,5,7,1667,5·5 | 7·7 | 11·1667,58345
292016725,13,5,7,11,5·5 | 7·7 | 11·1667,385
292016725,13,5,7,1667,5·5 | 7·7 | 11·1667,58345
292016725,13,5,7,11,5·5 | 7·7 | 11·1667,385
292016725,13,5,7,1667,5·5 | 7·7 | 11·1667,58345
292016725,13,5,7,11,5·5 | 7·7 | 11·1667,385
292016725,13,5,7,1667,5·5 | 7·7 | 11·1667,58345
292207825,13,5,7,59,5·5 | 7·7 | 59·311,2065
292207825,13,5,7,311,5·5 | 7·7 | 59·311,10885
292207825,13,5,7,59,5·5 | 7·7 | 59·311,2065
292207825,13,5,7,311,5·5 | 7·7 | 59·311,10885
292207825,13,5,7,59,5·5 | 7·7 | 59·311,2065
292207825,13,5,7,311,5·5 | 7·7 | 59·311,10885
292207825,13,5,7,59,5·5 | 7·7 | 59·311,2065
292207825,13,5,7,311,5·5 | 7·7 | 59·311,10885
292270825,61,5,7,11,5·5 | 7·19 | 11·131,385
292270825,61,5,7,131,5·5 | 7·19 | 11·131,4585
292270825,61,5,19,11,5·5 | 7·19 | 11·131,1045
292270825,61,5,19,131,5·5 | 7·19 | 11·131,12445
292270825,61,5,7,11,5·5 | 7·19 | 11·131,385
292270825,61,5,7,131,5·5 | 7·19 | 11·131,4585
292270825,61,5,19,11,5·5 | 7·19 | 11·131,1045
292270825,61,5,19,131,5·5 | 7·19 | 11·131,12445
292428325,97,5,7,23,5·5 | 7·7 | 23·107,805
292428325,97,5,7,107,5·5 | 7·7 | 23·107,3745
292428325,97,5,7,23,5·5 | 7·7 | 23·107,805
292428325,97,5,7,107,5·5 | 7·7 | 23·107,3745
292428325,97,5,7,23,5·5 | 7·7 | 23·107,805
292428325,97,5,7,107,5·5 | 7·7 | 23·107,3745
292428325,97,5,7,23,5·5 | 7·7 | 23·107,805
292428325,97,5,7,107,5·5 | 7·7 | 23·107,3745
292437145,13,5,7,11,5·17 | 7·7 | 11·491,385
292437145,13,5,7,491,5·17 | 7·7 | 11·491,17185
292437145,13,5,7,11,5·17 | 7·7 | 11·491,385
292437145,13,5,7,491,5·17 | 7·7 | 11·491,17185
292437145,13,17,7,11,5·17 | 7·7 | 11·491,1309
292437145,13,17,7,491,5·17 | 7·7 | 11·491,58429
292437145,13,17,7,11,5·17 | 7·7 | 11·491,1309
292437145,13,17,7,491,5·17 | 7·7 | 11·491,58429
292617325,13,5,7,11,5·5 | 7·1063 | 11·11,385
292617325,13,5,7,11,5·5 | 7·1063 | 11·11,385
292617325,13,5,1063,11,5·5 | 7·1063 | 11·11,58465
292617325,13,5,1063,11,5·5 | 7·1063 | 11·11,58465
292617325,13,5,7,11,5·5 | 7·1063 | 11·11,385
292617325,13,5,7,11,5·5 | 7·1063 | 11·11,385
292617325,13,5,1063,11,5·5 | 7·1063 | 11·11,58465
292617325,13,5,1063,11,5·5 | 7·1063 | 11·11,58465
292663525,37,5,7,11,5·5 | 7·7 | 11·587,385
292663525,37,5,7,587,5·5 | 7·7 | 11·587,20545
292663525,37,5,7,11,5·5 | 7·7 | 11·587,385
292663525,37,5,7,587,5·5 | 7·7 | 11·587,20545
292663525,37,5,7,11,5·5 | 7·7 | 11·587,385
292663525,37,5,7,587,5·5 | 7·7 | 11·587,20545
292663525,37,5,7,11,5·5 | 7·7 | 11·587,385
292663525,37,5,7,587,5·5 | 7·7 | 11·587,20545
292922245,241,5,7,11,5·41 | 7·7 | 11·11,385
292922245,241,5,7,11,5·41 | 7·7 | 11·11,385
292922245,241,5,7,11,5·41 | 7·7 | 11·11,385
292922245,241,5,7,11,5·41 | 7·7 | 11·11,385
292922245,241,41,7,11,5·41 | 7·7 | 11·11,3157
292922245,241,41,7,11,5·41 | 7·7 | 11·11,3157
292922245,241,41,7,11,5·41 | 7·7 | 11·11,3157
292922245,241,41,7,11,5·41 | 7·7 | 11·11,3157
292960525,13,5,19,11,5·5 | 19·19 | 11·227,1045
292960525,13,5,19,227,5·5 | 19·19 | 11·227,21565
292960525,13,5,19,11,5·5 | 19·19 | 11·227,1045
292960525,13,5,19,227,5·5 | 19·19 | 11·227,21565
292960525,13,5,19,11,5·5 | 19·19 | 11·227,1045
292960525,13,5,19,227,5·5 | 19·19 | 11·227,21565
292960525,13,5,19,11,5·5 | 19·19 | 11·227,1045
292960525,13,5,19,227,5·5 | 19·19 | 11·227,21565
293125525,109,5,7,11,5·5 | 7·127 | 11·11,385
293125525,109,5,7,11,5·5 | 7·127 | 11·11,385
293125525,109,5,127,11,5·5 | 7·127 | 11·11,6985
293125525,109,5,127,11,5·5 | 7·127 | 11·11,6985
293125525,109,5,7,11,5·5 | 7·127 | 11·11,385
293125525,109,5,7,11,5·5 | 7·127 | 11·11,385
293125525,109,5,127,11,5·5 | 7·127 | 11·11,6985
293125525,109,5,127,11,5·5 | 7·127 | 11·11,6985
293277985,13,5,7,11,5·761 | 7·7 | 11·11,385
293277985,13,5,7,11,5·761 | 7·7 | 11·11,385
293277985,13,5,7,11,5·761 | 7·7 | 11·11,385
293277985,13,5,7,11,5·761 | 7·7 | 11·11,385
293277985,13,761,7,11,5·761 | 7·7 | 11·11,58597
293277985,13,761,7,11,5·761 | 7·7 | 11·11,58597
293277985,13,761,7,11,5·761 | 7·7 | 11·11,58597
293277985,13,761,7,11,5·761 | 7·7 | 11·11,58597
293338045,13,5,7,11,5·29 | 7·43 | 11·47,385
293338045,13,5,7,47,5·29 | 7·43 | 11·47,1645
293338045,13,5,43,11,5·29 | 7·43 | 11·47,2365
293338045,13,5,43,47,5·29 | 7·43 | 11·47,10105
293338045,13,29,7,11,5·29 | 7·43 | 11·47,2233
293338045,13,29,7,47,5·29 | 7·43 | 11·47,9541
293338045,13,29,43,11,5·29 | 7·43 | 11·47,13717
293338045,13,29,43,47,5·29 | 7·43 | 11·47,58609
293490925,13,5,7,23,5·5 | 7·79 | 23·71,805
293490925,13,5,7,71,5·5 | 7·79 | 23·71,2485
293490925,13,5,79,23,5·5 | 7·79 | 23·71,9085
293490925,13,5,79,71,5·5 | 7·79 | 23·71,28045
293490925,13,5,7,23,5·5 | 7·79 | 23·71,805
293490925,13,5,7,71,5·5 | 7·79 | 23·71,2485
293490925,13,5,79,23,5·5 | 7·79 | 23·71,9085
293490925,13,5,79,71,5·5 | 7·79 | 23·71,28045
293552413,37,17,7,11,17·29 | 7·19 | 11·11,1309
293552413,37,17,7,11,17·29 | 7·19 | 11·11,1309
293552413,37,17,19,11,17·29 | 7·19 | 11·11,3553
293552413,37,17,19,11,17·29 | 7·19 | 11·11,3553
293552413,37,29,7,11,17·29 | 7·19 | 11·11,2233
293552413,37,29,7,11,17·29 | 7·19 | 11·11,2233
293552413,37,29,19,11,17·29 | 7·19 | 11·11,6061
293552413,37,29,19,11,17·29 | 7·19 | 11·11,6061
293587525,349,5,7,11,5·5 | 7·19 | 11·23,385
293587525,349,5,7,23,5·5 | 7·19 | 11·23,805
293587525,349,5,19,11,5·5 | 7·19 | 11·23,1045
293587525,349,5,19,23,5·5 | 7·19 | 11·23,2185
293587525,349,5,7,11,5·5 | 7·19 | 11·23,385
293587525,349,5,7,23,5·5 | 7·19 | 11·23,805
293587525,349,5,19,11,5·5 | 7·19 | 11·23,1045
293587525,349,5,19,23,5·5 | 7·19 | 11·23,2185
293698405,13,5,7,11,5·101 | 7·7 | 11·83,385
293698405,13,5,7,83,5·101 | 7·7 | 11·83,2905
293698405,13,5,7,11,5·101 | 7·7 | 11·83,385
293698405,13,5,7,83,5·101 | 7·7 | 11·83,2905
293698405,13,101,7,11,5·101 | 7·7 | 11·83,7777
293698405,13,101,7,83,5·101 | 7·7 | 11·83,58681
293698405,13,101,7,11,5·101 | 7·7 | 11·83,7777
293698405,13,101,7,83,5·101 | 7·7 | 11·83,58681
293818525,13,5,7,11,5·5 | 7·199 | 11·59,385
293818525,13,5,7,59,5·5 | 7·199 | 11·59,2065
293818525,13,5,199,11,5·5 | 7·199 | 11·59,10945
293818525,13,5,199,59,5·5 | 7·199 | 11·59,58705
293818525,13,5,7,11,5·5 | 7·199 | 11·59,385
293818525,13,5,7,59,5·5 | 7·199 | 11·59,2065
293818525,13,5,199,11,5·5 | 7·199 | 11·59,10945
293818525,13,5,199,59,5·5 | 7·199 | 11·59,58705
293938645,13,5,7,11,5·281 | 7·19 | 11·11,385
293938645,13,5,7,11,5·281 | 7·19 | 11·11,385
293938645,13,5,19,11,5·281 | 7·19 | 11·11,1045
293938645,13,5,19,11,5·281 | 7·19 | 11·11,1045
293938645,13,281,7,11,5·281 | 7·19 | 11·11,21637
293938645,13,281,7,11,5·281 | 7·19 | 11·11,21637
293938645,13,281,19,11,5·281 | 7·19 | 11·11,58729
293938645,13,281,19,11,5·281 | 7·19 | 11·11,58729
294186445,37,5,7,23,5·17 | 7·7 | 23·83,805
294186445,37,5,7,83,5·17 | 7·7 | 23·83,2905
294186445,37,5,7,23,5·17 | 7·7 | 23·83,805
294186445,37,5,7,83,5·17 | 7·7 | 23·83,2905
294186445,37,17,7,23,5·17 | 7·7 | 23·83,2737
294186445,37,17,7,83,5·17 | 7·7 | 23·83,9877
294186445,37,17,7,23,5·17 | 7·7 | 23·83,2737
294186445,37,17,7,83,5·17 | 7·7 | 23·83,9877
294243565,61,5,7,11,5·17 | 7·67 | 11·11,385
294243565,61,5,7,11,5·17 | 7·67 | 11·11,385
294243565,61,5,67,11,5·17 | 7·67 | 11·11,3685
294243565,61,5,67,11,5·17 | 7·67 | 11·11,3685
294243565,61,17,7,11,5·17 | 7·67 | 11·11,1309
294243565,61,17,7,11,5·17 | 7·67 | 11·11,1309
294243565,61,17,67,11,5·17 | 7·67 | 11·11,12529
294243565,61,17,67,11,5·17 | 7·67 | 11·11,12529
294359725,73,5,31,11,5·5 | 31·43 | 11·11,1705
294359725,73,5,31,11,5·5 | 31·43 | 11·11,1705
294359725,73,5,43,11,5·5 | 31·43 | 11·11,2365
294359725,73,5,43,11,5·5 | 31·43 | 11·11,2365
294359725,73,5,31,11,5·5 | 31·43 | 11·11,1705
294359725,73,5,31,11,5·5 | 31·43 | 11·11,1705
294359725,73,5,43,11,5·5 | 31·43 | 11·11,2365
294359725,73,5,43,11,5·5 | 31·43 | 11·11,2365
