n,e(E),a(A),b(B),c(C),k_ABC,resid_E8_abs_base,resid_E8_rel_base,min_resid_E8_abs_over_units,min_resid_E8_rel_over_units,best_unit_abs_idx,best_unit_rel_idx,pol_E8_axial_mean_deg,pol_E8_axial_spread_1minusR,octo0_count_tol5deg,octo90_count_tol5deg,H_balance_alpha_min,H_balance_alpha_max,H_balance_alpha_range,H_balance_alpha_absmax,improve_abs,improve_rel,stability_score
3452581,37,17,499,11,1,0.2015108831156857,0.21401526003099983,0.009829750417821258,0.0026746264974926415,10,9,44.11553457365827,0.49638827330382984,4,4,-0.004761919525539006,5.189043691598678e-06,0.004767108569230605,0.004761919525539006,0.19168113269786446,0.21134063353350718,1.8130931678072912
3812029,13,17,367,47,1,0.35830887542505374,0.364256122993149,0.0031701117559708065,0.0027771358121244935,8,8,44.90982409451278,0.5951754533446376,4,4,-0.004203236779233462,0.00129592511339876,0.005499161892632222,0.004203236779233462,0.3551387636690829,0.3614789871810245,1.5121565964889643
6989185,397,5,7,503,1,0.20249208034156022,0.16921509473847937,0.030463202325129585,0.0028137832779512786,9,9,23.73815467970676,0.23046477221132766,8,0,-0.010607952811283149,0.0011278263374552401,0.011735779148738388,0.010607952811283149,0.17202887801643063,0.16640131146052808,3.905135202353332
6655705,397,5,7,479,1,0.23712331331201153,0.20695330431326667,0.03310312070706321,0.0029331117083183783,9,9,22.92638354810302,0.21887631586487,8,0,-0.012387414688766944,0.001238206031731411,0.013625620720498355,0.012387414688766944,0.2040201926049483,0.2040201926049483,4.111892529583285
4952365,709,5,127,11,1,0.008048679292952039,0.003126624108569594,0.005710014882631643,0.003126624108569594,9,0,16.99144511677432,0.002643333092228528,0,0,-0.020639618130583754,0.0018194715226619504,0.022459089653245706,0.020639618130583754,0.0023386644103203956,0.0,37.81671843607432
8857849,13,8849,7,11,1,0.051401529154875406,0.003202055826206836,0.051401529154875406,0.003202055826206836,0,0,40.77057026930681,7.766696638378257e-06,0,0,-0.3192857271054641,0.1631272828034561,0.4824130099089202,0.3192857271054641,0.0,0.0,11406.805108577237
9271213,109,29,7,419,1,0.7201591407677292,0.6691125152331441,0.05425396593045003,0.0032073403958647645,8,11,39.20753530131777,0.496511816545694,4,0,-0.014704395908643997,0.004542672097912758,0.019247068006556754,0.014704395908643997,0.6659051748372792,0.6659051748372793,1.0070233503307464
2508649,13,53,331,11,1,0.533199539978941,0.5671467600645062,0.030611616662841137,0.003335603422723981,11,8,44.870177299906494,0.6208043110796861,8,8,-0.006110434673377619,0.0007840920522968113,0.00689452672567443,0.006110434673377619,0.5025879233160998,0.5638111566417822,2.738378634427934
1193185,73,5,7,467,1,0.49030049316654806,0.5759951176953716,0.03295859598971292,0.0035355388001417024,9,11,42.47158430214097,0.5706064274008738,8,4,-0.006467120609832995,0.0005408013509796896,0.007007921960812684,0.006467120609832995,0.45734189717683515,0.5724595788952299,2.2782738842386285
9753961,61,53,7,431,1,0.5773209945159765,0.5231153015292151,0.013229056071852773,0.003611335043122867,9,8,44.456962240846295,0.5883083225241514,8,8,-0.004899604338622519,0.018299853582984086,0.023199457921606603,0.018299853582984086,0.5640919384441238,0.5195039664860923,2.8896363442043045
8525605,409,5,379,11,1,0.20032880075947526,0.15452203661829877,0.049425739429167295,0.0036189752879908464,8,8,15.756824491236099,0.11001846214825439,8,0,-0.010192502146827563,0.0003886331856637244,0.010581135332491288,0.010192502146827563,0.15090306133030795,0.15090306133030792,8.18037084009031
3199417,13,17,31,467,1,0.021292715746285048,0.003717027850977646,0.021292715746285048,0.003717027850977646,0,0,44.93505332607986,0.5976996605451992,8,8,-3.7937677653813133e-06,0.0024575998058986,0.0024613935736639814,0.0024575998058986,0.0,0.0,2.844233095625704
5181517,37,29,439,11,1,0.35828954183674927,0.3441842808145889,0.017886438975402864,0.0037811779532424335,9,9,44.0212573831891,0.6208067137759039,4,4,-0.00851271948037082,4.894033546666527e-05,0.008561659815837485,0.00851271948037082,0.3404031028613464,0.34040310286134645,1.4497242544329556
5761105,241,5,7,683,1,0.024753612434788776,0.0038135952111946823,0.024753612434788776,0.0038135952111946823,0,0,35.99906535031165,0.4843629133388945,8,0,-0.009568878954651796,0.0016088291390254808,0.011177708093677277,0.009568878954651796,0.0,0.0,1.8581070455806188
4739665,709,5,7,191,1,0.004430129373976536,0.003893384520437756,0.0033298356078146868,0.003893384520437756,8,0,18.381418270786977,0.00947577239309172,0,0,-0.010361567193092083,0.050306620884300844,0.06066818807739292,0.050306620884300844,0.0011002937661618493,0.0,10.5521158314298
4439305,13,5,163,419,1,0.1565327294148976,0.16058804961839396,0.008301209315627386,0.004245889112131225,8,8,44.948507181545104,0.6227850668785777,4,4,-0.0010863175177777196,1.846094441664554e-05,0.001104778462194365,0.0010863175177777196,0.1482315200992702,0.15634216050626273,1.4451190350336942
4228693,37,29,7,563,1,0.005132381314390892,0.004257655732717925,0.005132381314390892,0.004257655732717925,0,0,44.27145318125819,0.5176493996142773,4,4,-0.00598019405059965,0.0012898877223016514,0.007270081772901301,0.00598019405059965,0.0,0.0,1.7386251428968804
6614245,241,5,499,11,1,0.4534901323183126,0.423717932121386,0.020397750275641308,0.004382307387180096,9,8,31.986737842197503,0.4110246755703768,8,0,-0.00587814564350404,3.069058037808446e-05,0.005908836223882125,0.00587814564350404,0.4330923820426713,0.4193356247342059,2.189644232689546
