n,epsilon,kappa,C_fam,K,K2,K3,rho_E,rho_A,rho_B,rho_C,mB,sB,fam_support
471,0.8215048548826576,0.17849514511734238,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,157,3,E
472,0.6622626865304996,0.3377373134695005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,59,8,C
473,1.0,0.3893258866032111,0.6684455924104493,0.6684455924104493,5.939604576256232,4.117020165672956,0.0,0.0,0.610674113396789,0.3893258866032111,473,1,B·C
474,0.7091869538428217,0.29081304615717823,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,79,6,B
475,1.0,0.5222637374876672,0.69215550469573,0.69215550469573,6.154497036746337,4.265972268785261,0.0,0.5222637374876672,0.4777362625123328,0.0,475,1,A·B
476,0.7751499746009176,0.5404669381635279,0.6758115214904612,0.5238552837183384,2.006779319859446,2.2929130178484303,0.0,0.5928311641538279,0.40716883584617214,0.0,119,4,A·B
477,0.6437424074046146,0.35625759259538536,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,53,9,A
478,0.8876513915360048,0.1123486084639952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,239,2,C
479,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,479,1,C
480,0.2606889654659251,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,96,A
481,1.0,0.4153180833204034,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,481,1,E
482,0.8878029377145854,0.11219706228541453,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,241,2,E
483,0.8222315002955863,0.4926398436036609,0.6654885616623426,0.5471856584851797,2.439320664441344,2.650502570267945,0.0,0.0,0.38294731323970577,0.6170526867602942,161,3,B·C
484,0.7757561757824245,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,121,4,C
485,1.0,0.2602521285981066,0.5733204705518576,0.5733204705518576,5.115074044232373,3.5454991521150263,0.7397478714018934,0.2602521285981066,0.0,0.0,485,1,E·A
486,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,486,1
487,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,487,1,B
488,0.6640814877197282,0.3359185122802717,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,61,8,E
489,0.822585920876658,0.17741407912334195,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,163,3,B
490,0.8881010949726794,1.0,0.6044263432735723,0.5367916972915922,3.0266413528237694,2.906148967907031,0.0,0.2925581477613893,0.7074418522386106,0.0,245,2,A·B
491,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,491,1,C
492,0.5991102392307321,0.40088976076926797,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,41,12,A
493,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,493,1,A
494,0.8882477692164508,0.5252846241658642,0.69077303699139,0.6135776091424751,3.464131024668669,3.326929530260038,0.4655597319958416,0.0,0.5344402680041583,0.0,247,2,E·B
495,0.6458692687830555,1.0,0.6736643248589924,0.4350990849019082,1.17242025622792,1.219405593259879,0.0,0.4016231838083946,0.0,0.5983768161916053,55,9,A·C
496,0.5532820745330325,0.44671792546696754,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,31,16,B
497,1.0,0.31342223288637994,0.6218115375455369,0.6218115375455369,5.569629392416113,3.8605729101170296,0.0,0.0,0.31342223288637994,0.6865777671136201,497,1,B·C
498,0.7114997831117081,0.2885002168882919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,83,6,C
499,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,499,1,B
500,0.7769297212044872,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,125,4,A
501,0.8232778029033576,0.17672219709664252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,167,3,C
502,0.8885364604221719,0.11146353957782805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,251,2,C
503,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,503,1,C
504,0.31271776595812306,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7,72,B
505,1.0,0.258562584112728,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,505,1,A
506,0.8886785355366316,0.4964304584609537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,253,2,C
507,0.8236155819529449,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,169,3,E
508,0.7774980356199145,0.22250196438008543,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,127,4,B
509,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,509,1,A
510,0.7126016318051301,0.5455523434847559,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,85,6,A
511,1.0,0.3120261108501352,0.620712210384994,0.620712210384994,5.584659162843304,3.8709907531131007,0.6879738891498648,0.0,0.3120261108501352,0.0,511,1,E·B
512,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,512,1
513,0.471844362688724,0.528155637311276,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19,27,B
514,0.8889582843991077,0.11104171560089222,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,257,2,A
515,1.0,0.25775062358807577,0.5706909665188469,0.5706909665188469,5.141028837145504,3.5634896436447803,0.0,0.25775062358807577,0.7422493764119242,0.0,515,1,A·B
516,0.6021671189611152,0.39783288103888487,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,43,12,B
517,1.0,0.38378342161857004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,517,1,C
518,0.8890960117932628,0.42225084537473945,0.6475602309926423,0.5757432187714823,3.275387414046684,3.149526314865252,0.6498163831147652,0.0,0.3501836168852349,0.0,259,2,E·B
519,0.8242755632206257,0.17572443677937444,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,173,3,A
520,0.6674930503644566,1.0,0.6667161941484542,0.445028426159533,1.2666577746279688,1.3967342428636007,0.6144493051612968,0.38555069483870325,0.0,0.0,65,8,E·A
521,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,521,1,A
522,0.5381071753486735,0.4618928246513264,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,29,18,A
523,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,523,1,B
524,0.7785999836762201,0.22140001632377987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,131,4,C
525,0.8245980468415027,1.0,0.6624581610000766,0.5462617056748769,2.4680578051838906,2.6936699418411996,0.0,0.6232350848844427,0.37676491511555715,0.0,175,3,A·B
526,0.8893673014234753,0.11063269857652462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,263,2,C
527,1.0,0.0,0.6885455478337714,0.6885455478337714,6.225594153890279,4.315253035079525,0.0,0.4520699987358187,0.5479300012641812,0.0,527,1,A·B
528,0.38249456768284723,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,48,C
529,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,529,1,C
530,0.889500913243381,0.3670700207562087,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,265,2,A
531,0.6498314087613268,0.3501685912386732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,59,9,C
532,0.7791344428795495,0.5308895615679963,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,133,4,B
533,1.0,0.4085276109099703,0.6763181653951797,0.6763181653951797,6.126084344101209,4.246278090986175,0.4085276109099703,0.5914723890900297,0.0,0.0,533,1,E·A
534,0.7147059651697518,0.28529403483024807,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,89,6,A
535,1.0,0.25618745228054896,0.5690312170632645,0.5690312170632645,5.157354733830807,3.5748058929023103,0.0,0.25618745228054896,0.0,0.7438125477194509,535,1,A·C
536,0.6690965710818777,0.33090342891812224,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,67,8,B
537,0.8252286634277215,0.17477133657227845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,179,3,C
538,0.8897641901566388,0.11023580984336118,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,269,2,A
539,1.0,1.0,0.6646682209193385,0.6646682209193385,6.0312934624181125,4.180574058604745,0.0,0.0,0.6187593467836536,0.3812406532163463,539,1,B·C
540,0.2558086666034931,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,108,A
541,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,541,1,E
542,0.8898939011629641,0.11010609883703587,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,271,2,B
543,0.8255370467858362,0.17446295321416394,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,181,3,E
544,0.4497914228266542,0.5502085771733458,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17,32,A
545,1.0,0.2554344751407502,0.5682271454147945,0.5682271454147945,5.165248631725409,3.5802775259715824,0.7445655248592498,0.2554344751407502,0.0,0.0,545,1,E·A
546,0.7157119165661942,1.0,0.6837009379553649,0.4893329086621388,1.5849030219034943,1.8590512458888167,0.5686165471914938,0.0,0.43138345280850626,0.0,91,6,E·B
547,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,547,1,B
548,0.7801722414514509,0.21982775854854908,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,137,4,A
549,0.651681945405655,0.34831805459434506,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,61,9,E
550,0.8901495788064687,1.0,0.6824265759401598,0.6074617291394738,3.4889777836612286,3.360011810968152,0.0,0.5730829633070589,0.0,0.42691703669294107,275,2,A·C
551,1.0,0.0,0.6909013106222182,0.6909013106222182,6.291284122977821,4.360785851943625,0.0,0.5334976724787954,0.4665023275212045,0.0,551,1,A·B
552,0.496629501026456,0.5033704989735441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23,24,C
553,1.0,0.3081234901625919,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,553,1,B
554,0.8902755880317491,0.10972441196825085,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,277,2,E
555,0.8261405550887079,0.42855892803305223,0.6177340416317141,0.5103351440508153,2.3261953543374516,2.546141293316076,0.6916995763579099,0.3083004236420901,0.0,0.0,185,3,E·A
556,0.7806762886118015,0.21932371138819853,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,139,4,B
557,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,557,1,A
558,0.5429779088934172,0.45702209110658276,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,31,18,B
559,1.0,0.4054519053566238,0.6751603932150047,0.6751603932150047,6.16198938064195,4.271165565832291,0.4054519053566238,0.0,0.5945480946433762,0.0,559,1,E·B
560,0.56184949107443,1.0,0.6886622640698201,0.3869245425897932,0.8641897902669783,0.5390568187894482,0.0,0.4526808302869428,0.5473191697130572,0.0,35,16,A·B
561,0.8264359037205625,0.5523952183129859,0.6896806240842714,0.5699768298436464,2.602473440496718,2.8501026466496096,0.0,0.5416085865484855,0.0,0.4583914134515144,187,3,A·C
562,0.8905240499026966,0.1094759500973033,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,281,2,A
563,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,563,1,C
564,0.6077529013740661,0.39224709862593377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,47,12,C
565,1.0,0.2539817221930964,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,565,1,A
566,0.8906465421183062,0.10935345788169376,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,283,2,B
567,0.30690849774258605,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7,81,B
568,0.6721220859093641,0.32787791409063594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,71,8,C
569,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,569,1,A
570,0.7176391196494448,0.5359899603856336,0.6495389792872432,0.4661345812736962,1.520070466463197,1.7941029311993357,0.0,0.35342148036602605,0.646578519633974,0.0,95,6,A·B
571,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,571,1,B
572,0.7816563217466089,1.0,0.6925805436149368,0.5413599602353184,2.1356335683080374,2.477049129667141,0.5168304769853754,0.0,0.0,0.4831695230146247,143,4,E·C
573,0.8270143193134937,0.1729856806865063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,191,3,C
574,0.8908881445277566,0.41542755998708375,0.6435444541865178,0.5733261247113547,3.315208132192681,3.1960573695349566,0.0,0.6561681661200994,0.34383183387990046,0.0,287,2,A·B
575,1.0,0.5065609657923374,0.6930610855448767,0.6930610855448767,6.353580771793944,4.4039665984288545,0.0,0.5065609657923374,0.0,0.4934390342076625,575,1,A·C
576,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,576,1
577,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,577,1,E
578,0.8910072915459906,0.10899270845400942,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,289,2,A
579,0.8272975868477709,0.17270241315222906,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,193,3,E
580,0.7821329187044546,0.4708029298011633,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,145,4,A
581,1.0,0.30573234104422115,0.6156433460882563,0.6156433460882563,5.653079984831876,3.9184164529660723,0.0,0.0,0.30573234104422115,0.6942676589557789,581,1,B·C
582,0.7185631373084419,0.28143686269155804,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,97,6,E
583,1.0,0.3765428374872515,0.662346283779867,0.662346283779867,6.085208503461606,4.217945117293816,0.0,0.6234571625127486,0.0,0.3765428374872515,583,1,A·C
584,0.673551983416143,0.32644801658385697,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,73,8,E
585,0.6551540442171155,1.0,0.6667161941484542,0.43680181094140336,1.2086986934618236,1.3182063855955248,0.6144493051612968,0.38555069483870325,0.0,0.0,65,9,E·A
586,0.8912423660752872,0.10875763392471295,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,293,2,A
587,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,587,1,C
588,0.6103162844997039,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,49,12,B
589,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,589,1,B
590,0.8913583279081095,0.36089982279759164,0.5957683338486945,0.5310430658799727,3.0839995762223897,2.9751646918110417,0.0,0.28300420022743805,0.0,0.7169957997725619,295,2,A·C
591,0.8278527168956771,0.17214728310432284,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,197,3,A
592,0.5656636891252856,0.43433631087471436,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,37,16,E
593,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,593,1,A
594,0.3754408300042312,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11,54,C
595,1.0,0.55651778793316,0.6147057375579497,0.6147057375579497,5.6655865606461235,3.927085350730178,0.0,0.6954071463778756,0.30459285362212435,0.0,595,1,A·B
596,0.7830606962481537,0.21693930375184625,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,149,4,A
597,0.8281247598836579,0.1718752401163421,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,199,3,B
598,0.8915871835976293,0.5095879081732418,0.6881300003382269,0.6135278889505954,3.5705464780855065,3.4456708684922206,0.4499560998085411,0.0,0.0,0.5500439001914588,299,2,E·C
599,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,599,1,C
600,0.5031907490562264,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25,24,A
601,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,601,1,E
602,0.8917001094904394,0.4123361211898751,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,301,2,B
603,0.6567864735177309,0.34321352648226905,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,67,9,B
604,0.7835124075603,0.21648759243969992,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,151,4,B
605,1.0,1.0,0.5637254310457721,0.5637254310457721,5.2092690769270344,3.6107901734500825,0.0,0.2512694001439083,0.0,0.7487305998560917,605,1,A·C
606,0.7203382187392405,0.2796617812607596,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,101,6,A
607,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,607,1,B
608,0.4593383228045885,0.5406616771954115,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19,32,B
609,0.8286582303492983,0.47482980811476305,0.6569243417287531,0.5443657624903263,2.51777287576332,2.7686691857028842,0.0,0.6337597005026616,0.3662402994973384,0.0,203,3,A·B
610,0.8919230347946143,0.35902390712593446,0.5942284469708898,0.5300060397835666,3.094059677162051,2.987284210576327,0.7186450712327044,0.28135492876729556,0.0,0.0,305,2,E·A
611,1.0,0.3998301777488267,0.6729427499264959,0.6729427499264959,6.228104376422102,4.316992988750036,0.3998301777488267,0.0,0.0,0.6001698222511732,611,1,E·C
612,0.44153522685957153,0.5584647731404284,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17,36,A
613,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,613,1,E
614,0.8920330641507231,0.10796693584927686,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,307,2,B
615,0.8289198207475118,0.42170811177706025,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,205,3,A
616,0.6762631806802109,1.0,0.6877238766120716,0.4650823362274044,1.3595964357851018,1.5572571057335114,0.0,0.0,0.4479735992007008,0.5520264007992992,77,8,B·C
617,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,617,1,A
618,0.7211915214523124,0.2788084785476877,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,103,6,B
619,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,619,1,B
620,0.7843927148214144,0.46591959163786023,0.6262013662895005,0.4911877897287002,1.9622998033003842,2.2901002759809104,0.0,0.31911605211206506,0.6808839478879348,0.0,155,4,A·B
621,0.4875342562812849,0.5124657437187151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23,27,C
622,0.8922503286883867,0.10774967131161323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,311,2,C
623,1.0,0.30241605113486797,0.6128975398784791,0.6128975398784791,5.689582014042973,3.9437177315984617,0.0,0.697583948865132,0.30241605113486797,0.0,623,1,A·B
624,0.3985222859408358,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13,48,E
625,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,625,1,A
626,0.8923575918976547,0.10764240810234528,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,313,2,E
627,0.829433099353103,0.5428561686405327,0.6879049299829808,0.5705711181360631,2.6509651720538936,2.919277260028855,0.0,0.0,0.5511521444176823,0.4488478555823177,209,3,B·C
628,0.7848217744399633,0.2151782255600367,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,157,4,E
629,1.0,0.0,0.6858470660481857,0.6858470660481857,6.376262703783988,4.4196885156374055,0.5603420800731961,0.4396579199268038,0.0,0.0,629,1,E·A
630,0.551582780684426,1.0,0.6886622640698201,0.3798542465680639,0.831545181579782,0.4579440867853069,0.0,0.4526808302869428,0.5473191697130572,0.0,35,18,A·B
631,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,631,1,B
632,0.6775504409228698,0.32244955907713024,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,79,8,B
633,0.8296849350868082,0.17031506491319193,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,211,3,B
634,0.8925694480226701,0.10743055197732988,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,317,2,A
635,1.0,0.24938509949218407,0.5616585985390293,0.5616585985390293,5.2293857264864645,3.624733972374514,0.0,0.24938509949218407,0.7506149005078159,0.0,635,1,A·B
636,0.6150534138639677,0.3849465861360323,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,53,12,A
637,1.0,1.0,0.6718807164057778,0.6718807164057778,6.2586693613157305,4.338179021852913,0.3972496301223936,0.0,0.6027503698776063,0.0,637,1,E·B
638,0.8926740672058815,0.4786126582018335,0.6789430647399898,0.6060748670026728,3.5628916192825804,3.4436290450512113,0.0,0.5840735840239398,0.0,0.4159264159760602,319,2,A·C
639,0.6598673257702323,0.34013267422976773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,71,9,C
640,0.2490823863102774,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,128,A
641,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,641,1,A
642,0.7228347135106304,0.27716528648936944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,107,6,C
643,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,643,1,B
644,0.785658791507302,0.5152071318235735,0.6654885616623426,0.5228469391175687,2.1011164555978006,2.4590534416559673,0.0,0.0,0.38294731323970577,0.6170526867602942,161,4,B·C
645,0.8301793507949691,0.418603403561529,0.6105874081721778,0.5068970581199613,2.3654744950245146,2.6084451239014395,0.0,0.2996735032234504,0.7003264967765497,0.0,215,3,A·B
646,0.8928807514195494,0.10711924858045066,0.6929618684449177,0.6187323138021931,3.6443181916154637,3.523368183777345,0.0,0.49037449565257113,0.5096255043474288,0.0,323,2,A·B
647,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,647,1,C
648,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,648,1
649,1.0,0.37030656910583537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,649,1,C
650,0.8929828410985068,1.0,0.6867420713019425,0.613248885933082,3.6154666452683357,3.495982755266621,0.44346937824084953,0.5565306217591505,0.0,0.0,325,2,E·A
651,0.8304220647430287,0.4699417930765824,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,217,3,B
652,0.7860671561944141,0.21393284380558583,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,163,4,B
653,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,653,1,A
654,0.7236264383582475,0.27637356164175253,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,109,6,E
655,1.0,0.24819251260112482,0.5603406906657595,0.5603406906657595,5.24218389479135,3.633604986651377,0.0,0.24819251260112482,0.0,0.7518074873988752,655,1,A·C
656,0.5725377750477963,0.4274622249522037,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,41,16,A
657,0.6613237372418385,0.3386762627581616,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,73,9,E
658,0.8931845753223298,0.40668423289820077,0.6381624647883999,0.5699968700986782,3.3668169730456676,3.256485987077074,0.0,0.0,0.33572994485749474,0.6642700551425053,329,2,B·C
659,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,659,1,C
660,0.617249714592504,1.0,0.6736643248589924,0.41581911225036494,1.0524954018532315,1.0256044441476144,0.0,0.4016231838083946,0.0,0.5983768161916053,55,12,A·C
661,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,661,1,E
662,0.8932842430243098,0.10671575697569023,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,331,2,B
663,0.8308988243662906,0.5639046529491761,0.6919118541943787,0.5749087462152096,2.6942710500768365,2.974909898357003,0.4751522877849482,0.5248477122150519,0.0,0.0,221,3,E·A
664,0.6800013459176475,0.31999865408235256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,83,8,C
665,1.0,0.5469945460137206,0.559698581151399,0.559698581151399,5.248411429016431,3.637921584441332,0.0,0.24761394525192038,0.7523860547480796,0.0,665,1,A·B
666,0.555415632225488,0.44458436777451205,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,37,18,E
667,1.0,0.0,0.6925117099603434,0.6925117099603434,6.496828351191243,4.503258254210128,0.0,0.5178232429788286,0.0,0.4821767570211714,667,1,A·C
668,0.7868645539476297,0.21313544605237042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,167,4,C
669,0.8311329920399393,0.1688670079600607,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,223,3,B
670,0.8934812357492121,0.3538476755973759,0.5899198850438004,0.527082347881968,3.122003322138385,3.020969909889536,0.0,0.27681489151721794,0.7231851084827821,0.0,335,2,A·B
671,1.0,0.3684099439289735,0.6581039997261111,0.6581039997261111,6.179707748179304,4.283447002334932,0.6315900560710265,0.0,0.0,0.3684099439289735,671,1,E·C
672,0.29889906779013387,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7,96,B
673,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,673,1,E
674,0.8935785825532799,0.10642141744672004,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,337,2,E
675,0.49409328969764427,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25,27,A
676,0.7872539464466368,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,169,4,E
677,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,677,1,A
678,0.7251543200224078,0.27484567997759235,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,113,6,A
679,1.0,0.2984240474931346,0.6095230815342256,0.6095230815342256,5.733946836480034,3.9744690831867535,0.7015759525068653,0.0,0.2984240474931346,0.0,679,1,E·B
680,0.6811695868137223,0.5655975111468659,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,85,8,A
681,0.8315931944679229,0.16840680553207718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,227,3,C
682,0.8937710298792677,0.4737208281716704,0.6772815670905863,0.6053346437367977,3.5952870216764445,3.4803706946286495,0.0,0.0,0.5888299734881991,0.4111700265118009,341,2,B·C
683,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,683,1,C
684,0.4510505454114187,0.5489494545885814,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19,36,B
685,1.0,0.2464902240614181,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,685,1,A
686,0.8938661509109755,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,343,2,B
687,0.8318193406029205,0.16818065939707957,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,229,3,E
688,0.5756537606261608,0.4243462393738392,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,43,16,B
689,1.0,0.39247967306702,0.6698443616907659,0.6698443616907659,6.315533901675745,4.377594517677294,0.39247967306702,0.6075203269329801,0.0,0.0,689,1,E·A
