bits,n,sigma,ring,use_sigma,dir_kind,dir_count,lambdas,base_samples,T,S,score,use_score,B,neighbor_safety,shadow,success_prefilter,factor_prefilter,rank_hit,tested,t_prefilter,success_pipeline,factor_pipeline,t_total,fallback_used
64,7131270922088867153,A,eisenstein,True,e8,240,"1,2,3,5,8,13,21",10,50,50,phase,False,50,True,False,False,,,50,0.02717423439025879,True,2828600491,0.06396603584289551,True
64,7131270922088867153,A,eisenstein,True,surrogate,240,"1,2,3,5,8,13,21",10,50,50,phase,True,50,True,False,False,,,50,0.03173089027404785,True,2828600491,0.08373212814331055,True
64,7131270922088867153,A,gaussian,False,e8,240,"1,2,3,5,8,13,21",10,50,50,phase,True,50,True,False,False,,,50,0.037225961685180664,True,2521130483,0.05473613739013672,True
64,7131270922088867153,A,eisenstein,True,e8,240,"1,2,3,5,8,13,21",10,50,50,phase,True,200,True,False,False,,,200,0.07469511032104492,True,2828600491,0.09344315528869629,True
64,7131270922088867153,A,eisenstein,True,e8,240,"1,2,3,5,8,13,21",10,50,50,phase,False,200,True,False,False,,,200,0.06030893325805664,True,2828600491,0.13761401176452637,True
64,7131270922088867153,A,eisenstein,True,surrogate,240,"1,2,3,5,8,13,21",10,50,50,phase,True,200,True,False,False,,,200,0.06873297691345215,True,2828600491,0.08922386169433594,True
64,7131270922088867153,A,gaussian,False,e8,240,"1,2,3,5,8,13,21",10,50,50,phase,True,200,True,False,False,,,200,0.02217698097229004,True,2521130483,0.043460845947265625,True
64,7131270922088867153,A,eisenstein,True,e8,240,"1,2,3,5,8,13,21",10,50,50,phase,True,1000,True,False,False,,,1000,0.26244282722473145,True,2828600491,0.27369022369384766,True
64,7131270922088867153,A,eisenstein,True,e8,240,"1,2,3,5,8,13,21",10,50,50,phase,False,1000,True,False,False,,,1000,0.22756099700927734,True,2828600491,0.2656247615814209,True
64,7131270922088867153,A,eisenstein,True,surrogate,240,"1,2,3,5,8,13,21",10,50,50,phase,True,1000,True,False,False,,,1000,0.2435460090637207,True,2828600491,0.3128178119659424,True
64,7131270922088867153,A,gaussian,False,e8,240,"1,2,3,5,8,13,21",10,50,50,phase,True,1000,True,False,False,,,1000,0.06948208808898926,True,2828600491,0.10414600372314453,True
64,8524684473501168223,B,gaussian,True,e8,240,"1,2,3,5,8,13,21",10,50,50,l1,True,50,True,False,False,,,50,0.017201900482177734,True,3546003011,0.0482640266418457,True
64,8524684473501168223,B,gaussian,True,e8,240,"1,2,3,5,8,13,21",10,50,50,l1,False,50,True,False,False,,,50,0.021368026733398438,True,2404026293,0.06669497489929199,True
